X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,X_53,X_54,X_55,X_56,X_57,X_58,X_59,X_60,X_61,X_62,X_63,X_64,X_65,X_66,X_67,X_68,X_69,X_70,X_71,X_72,X_73,X_74,X_75,X_76,X_77,X_78,X_79,X_80,X_81,X_82,X_83,X_84,X_85,X_86,X_87,X_88,X_89,X_90,X_91,X_92,X_93,X_94,X_95,X_96,X_97,X_98,X_99,original_ranking,or_y_0,or_y_1,or_y_2,or_y_3,or_y_4,y_0,y_1,y_2,y_3,y_4,noisy_ranking
0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,y_0>y_4>y_1>y_2>y_3,0.6466596696914293,0.4617645623607151,0.4211087380725364,0.3845332889229191,0.4795228327755793,0.0,0.4,0.8,0.6000000000000001,0.2,y_0>y_4>y_1>y_3>y_2
1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,y_1>y_2>y_4>y_3>y_0,0.4125207421177171,0.7412338030057273,0.6123955995792311,0.46063922947853997,0.5998044405310807,0.8,0.2,0.0,0.6000000000000001,0.4,y_2>y_1>y_4>y_3>y_0
0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,y_4>y_0>y_3>y_2>y_1,0.5718693991177216,0.26141421236644835,0.4429035002888397,0.5603159885048674,0.5972605038319949,0.2,0.8,0.6000000000000001,0.4,0.0,y_4>y_0>y_3>y_2>y_1
0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,y_1>y_2>y_0>y_3>y_4,0.5822934680772254,0.6854471863549044,0.6222812615364337,0.4586517502829594,0.3232943879543221,0.4,0.0,0.6000000000000001,0.2,0.8,y_1>y_3>y_0>y_2>y_4
0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,y_1>y_0>y_4>y_2>y_3,0.4203761897170343,0.4503503499942668,0.25,0.25,0.3943608850386902,0.2,0.0,0.6000000000000001,0.8,0.4,y_1>y_0>y_4>y_2>y_3
1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,y_1>y_2>y_0>y_3>y_4,0.6700239396212346,0.7473519846278245,0.6729061379156257,0.553262082434644,0.29083649954181845,0.4,0.0,0.2,0.8,0.6000000000000001,y_1>y_2>y_0>y_4>y_3
0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,y_1>y_2>y_4>y_3>y_0,0.3404001293382691,0.6766809893606317,0.5064716233319682,0.34507367934344785,0.4351973845805087,0.8,0.0,0.2,0.6000000000000001,0.4,y_1>y_2>y_4>y_3>y_0
1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,y_1>y_2>y_0>y_3>y_4,0.6700239396212346,0.7473519846278245,0.6729061379156257,0.553262082434644,0.29083649954181845,0.4,0.0,0.2,0.6000000000000001,0.8,y_1>y_2>y_0>y_3>y_4
0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,y_1>y_4>y_2>y_3>y_0,0.3247902705737078,0.6793290047328072,0.5617707232000391,0.3660288973268553,0.6322623289435844,0.8,0.0,0.4,0.6000000000000001,0.2,y_1>y_4>y_2>y_3>y_0
0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,y_1>y_2>y_0>y_3>y_4,0.6544140808566734,0.75,0.7282052377836965,0.5742173004180515,0.4879014439048942,0.0,0.4,0.6000000000000001,0.2,0.8,y_0>y_3>y_1>y_2>y_4
1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,y_1>y_2>y_0>y_3>y_4,0.5822934680772254,0.6854471863549044,0.6222812615364337,0.4586517502829594,0.3232943879543221,0.4,0.0,0.2,0.6000000000000001,0.8,y_1>y_2>y_0>y_3>y_4
0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,y_4>y_3>y_0>y_2>y_1,0.3299760603787653,0.2526480153721756,0.32709386208437424,0.4467379175653559,0.7091635004581816,0.4,0.8,0.6000000000000001,0.2,0.0,y_4>y_3>y_0>y_2>y_1
0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,y_4>y_2>y_3>y_1>y_0,0.25,0.4789786547385405,0.5835654854163425,0.5418115969088038,0.75,0.6000000000000001,0.8,0.4,0.2,0.0,y_4>y_3>y_2>y_0>y_1
0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,y_2>y_3>y_0>y_1>y_4,0.5075031975035176,0.4850968363606376,0.6440760237527371,0.6344344498649078,0.4410320590107377,0.4,0.6000000000000001,0.0,0.2,0.8,y_2>y_3>y_0>y_1>y_4
1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,y_0>y_1>y_2>y_3>y_4,0.6622695284559906,0.4591165469885395,0.36580963820446544,0.3635780709395116,0.28245788841250363,0.0,0.4,0.2,0.6000000000000001,0.8,y_0>y_2>y_1>y_3>y_4
1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,y_1>y_0>y_4>y_3>y_2,0.5081066612610436,0.5122551482671869,0.30062487637919205,0.3446103321516847,0.3619029966261866,0.8,0.0,0.2,0.4,0.6000000000000001,y_1>y_2>y_3>y_4>y_0
0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,y_4>y_2>y_3>y_1>y_0,0.25,0.4789786547385405,0.5835654854163425,0.5418115969088038,0.75,0.8,0.6000000000000001,0.2,0.0,0.4,y_3>y_2>y_4>y_1>y_0
0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,y_3>y_2>y_0>y_1>y_4,0.5952336690475268,0.5470016346335577,0.6947009001319291,0.7290447820165925,0.4085741705982341,0.4,0.2,0.8,0.6000000000000001,0.0,y_4>y_1>y_0>y_3>y_2
0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,y_3>y_2>y_0>y_1>y_4,0.5952336690475268,0.5470016346335577,0.6947009001319291,0.7290447820165925,0.4085741705982341,0.6000000000000001,0.4,0.0,0.2,0.8,y_2>y_3>y_1>y_0>y_4
0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,y_1>y_4>y_2>y_3>y_0,0.3247902705737078,0.6793290047328072,0.5617707232000391,0.3660288973268553,0.6322623289435844,0.8,0.0,0.4,0.6000000000000001,0.2,y_1>y_4>y_2>y_3>y_0
1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,y_4>y_3>y_0>y_2>y_1,0.3455859191433265,0.25,0.27179476221630344,0.4257826995819485,0.5120985560951058,0.4,0.8,0.6000000000000001,0.2,0.0,y_4>y_3>y_0>y_2>y_1
0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,y_4>y_3>y_0>y_2>y_1,0.3299760603787653,0.2526480153721756,0.32709386208437424,0.4467379175653559,0.7091635004581816,0.8,0.4,0.2,0.6000000000000001,0.0,y_4>y_2>y_1>y_3>y_0
0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,y_1>y_2>y_0>y_3>y_4,0.6544140808566734,0.75,0.7282052377836965,0.5742173004180515,0.4879014439048942,0.4,0.2,0.0,0.6000000000000001,0.8,y_2>y_1>y_0>y_3>y_4
1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,y_1>y_2>y_0>y_3>y_4,0.6544140808566734,0.75,0.7282052377836965,0.5742173004180515,0.4879014439048942,0.2,0.4,0.0,0.8,0.6000000000000001,y_2>y_0>y_1>y_4>y_3
1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,y_4>y_3>y_2>y_1>y_0,0.3377304715440093,0.5408834530114605,0.6341903617955345,0.6364219290604884,0.7175421115874964,0.8,0.6000000000000001,0.2,0.0,0.4,y_3>y_2>y_4>y_1>y_0
1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,y_3>y_4>y_0>y_2>y_1,0.4333163906873359,0.3119047982729201,0.3224196385954955,0.5203930317336332,0.4796406676826022,0.8,0.4,0.6000000000000001,0.0,0.2,y_3>y_4>y_1>y_2>y_0
0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,y_1>y_2>y_4>y_3>y_0,0.4125207421177171,0.7412338030057273,0.6123955995792311,0.46063922947853997,0.5998044405310807,0.0,0.8,0.2,0.6000000000000001,0.4,y_0>y_2>y_4>y_3>y_1
0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,y_4>y_1>y_0>y_2>y_3,0.4047663309524731,0.4529983653664424,0.3052990998680708,0.2709552179834075,0.5914258294017659,0.4,0.2,0.6000000000000001,0.0,0.8,y_3>y_1>y_0>y_2>y_4
0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,y_1>y_4>y_2>y_3>y_0,0.3247902705737078,0.6793290047328072,0.5617707232000391,0.3660288973268553,0.6322623289435844,0.8,0.0,0.4,0.6000000000000001,0.2,y_1>y_4>y_2>y_3>y_0
1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,y_3>y_4>y_0>y_2>y_1,0.4333163906873359,0.3119047982729201,0.3224196385954955,0.5203930317336332,0.4796406676826022,0.4,0.8,0.6000000000000001,0.0,0.2,y_3>y_4>y_0>y_2>y_1
1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,y_3>y_4>y_0>y_2>y_1,0.4333163906873359,0.3119047982729201,0.3224196385954955,0.5203930317336332,0.4796406676826022,0.4,0.8,0.6000000000000001,0.2,0.0,y_4>y_3>y_0>y_2>y_1
0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,y_4>y_1>y_0>y_2>y_3,0.4047663309524731,0.4529983653664424,0.3052990998680708,0.2709552179834075,0.5914258294017659,0.4,0.6000000000000001,0.2,0.8,0.0,y_4>y_2>y_0>y_1>y_3
0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,y_4>y_3>y_2>y_1>y_0,0.3377304715440093,0.5408834530114605,0.6341903617955345,0.6364219290604884,0.7175421115874964,0.8,0.6000000000000001,0.4,0.2,0.0,y_4>y_3>y_2>y_1>y_0
1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,y_2>y_3>y_4>y_0>y_1,0.5796238102829656,0.5496496500057332,0.75,0.75,0.6056391149613098,0.6000000000000001,0.8,0.0,0.4,0.2,y_2>y_4>y_3>y_0>y_1
1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,y_2>y_3>y_4>y_0>y_1,0.5796238102829656,0.5496496500057332,0.75,0.75,0.6056391149613098,0.0,0.6000000000000001,0.8,0.2,0.4,y_0>y_3>y_4>y_1>y_2
1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,y_0>y_4>y_1>y_2>y_3,0.6466596696914293,0.4617645623607151,0.4211087380725364,0.3845332889229191,0.4795228327755793,0.0,0.4,0.6000000000000001,0.2,0.8,y_0>y_3>y_1>y_2>y_4
0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,y_1>y_0>y_4>y_2>y_3,0.4203761897170343,0.4503503499942668,0.25,0.25,0.3943608850386902,0.0,0.2,0.6000000000000001,0.8,0.4,y_0>y_1>y_4>y_2>y_3
0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,y_0>y_3>y_4>y_2>y_1,0.659599870661731,0.3233190106393684,0.4935283766680318,0.6549263206565521,0.5648026154194913,0.0,0.8,0.6000000000000001,0.2,0.4,y_0>y_3>y_4>y_2>y_1
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,y_4>y_3>y_0>y_2>y_1,0.3299760603787653,0.2526480153721756,0.32709386208437424,0.4467379175653559,0.7091635004581816,0.4,0.8,0.6000000000000001,0.2,0.0,y_4>y_3>y_0>y_2>y_1
0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,y_1>y_2>y_0>y_3>y_4,0.6700239396212346,0.7473519846278245,0.6729061379156257,0.553262082434644,0.29083649954181845,0.4,0.0,0.2,0.8,0.6000000000000001,y_1>y_2>y_0>y_4>y_3
1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,y_1>y_2>y_4>y_3>y_0,0.3404001293382691,0.6766809893606317,0.5064716233319682,0.34507367934344785,0.4351973845805087,0.8,0.0,0.2,0.6000000000000001,0.4,y_1>y_2>y_4>y_3>y_0
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,y_0>y_1>y_2>y_3>y_4,0.6622695284559906,0.4591165469885395,0.36580963820446544,0.3635780709395116,0.28245788841250363,0.0,0.2,0.4,0.8,0.6000000000000001,y_0>y_1>y_2>y_4>y_3
1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,y_3>y_2>y_0>y_1>y_4,0.5952336690475268,0.5470016346335577,0.6947009001319291,0.7290447820165925,0.4085741705982341,0.4,0.6000000000000001,0.2,0.0,0.8,y_3>y_2>y_0>y_1>y_4
