A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,ranking,a,b,c,d,e,f,g,h,i,j,k
0.742,-0.9490000000000001,-0.645,-0.965,0.7559999999999999,1.29,1.2,0.503,-0.74,-0.698,-0.9179999999999999,-0.912,0.32299999999999995,-0.746,0.345,-0.9590000000000001,0.33399999999999996,-0.5770000000000001,-0.953,1.91,0.929,-0.747,-0.738,2.21,f>b>a>d>j>i>c>h>k>g>e,2.0,1.0,6.0,3.0,10.0,0.0,9.0,7.0,5.0,4.0,8.0
1.12,1.36,-0.0344,-0.782,1.2,-0.278,-0.39799999999999996,1.08,0.807,0.39399999999999996,-0.23,-1.11,-1.11,-1.09,-1.11,1.04,2.3,-1.11,-1.08,-0.138,-0.0528,-1.09,-0.42200000000000004,0.7440000000000001,b>e>g>j>i>h>a>d>c>f>k,6.0,0.0,8.0,7.0,1.0,9.0,2.0,5.0,4.0,3.0,10.0
-0.29,-0.29,-0.29,-0.276,-0.29,-0.29,-0.29,-0.29,0.599,-0.276,-0.29,-0.29,-0.221,-0.28600000000000003,-0.29,-0.29,-0.29,-0.29,-0.285,-0.268,-0.28600000000000003,0.8059999999999999,-0.23800000000000002,4.51,i>f>e>j>h>d>c>k>g>a>b,9.0,10.0,6.0,5.0,2.0,1.0,8.0,4.0,0.0,3.0,7.0
-0.33299999999999996,-0.301,0.0775,-0.222,-0.385,-0.45799999999999996,-0.368,-0.0549,-0.17300000000000001,0.145,-0.179,-0.33899999999999997,-0.387,-0.11699999999999999,-0.289,-0.344,-0.11699999999999999,-0.14400000000000002,-0.0249,0.23399999999999999,-0.275,-0.076,-0.483,4.61,d>e>f>h>k>i>a>g>j>c>b,6.0,10.0,9.0,0.0,1.0,2.0,7.0,3.0,5.0,8.0,4.0
-1.32,0.309,-0.0604,-1.32,0.711,-1.54,-1.5,-0.135,0.898,0.51,0.8140000000000001,0.812,0.0757,0.278,-0.146,0.429,0.847,-1.0,-0.987,0.595,0.46,-1.41,0.172,2.52,c>h>a>b>k>d>i>g>j>e>f,2.0,3.0,0.0,5.0,9.0,10.0,7.0,1.0,6.0,8.0,4.0
-0.599,0.293,-0.599,2.5,-0.599,-0.107,-0.599,2.31,-0.599,0.209,-0.599,0.265,1.95,-0.599,1.43,-0.599,-0.599,-0.599,-0.599,-0.5820000000000001,-0.599,-0.599,-0.599,0.13,c>d>h>k>j>i>b>f>g>e>a,10.0,6.0,0.0,1.0,9.0,7.0,8.0,2.0,5.0,4.0,3.0
-0.303,-0.5589999999999999,-0.18,-0.0788,0.00035099999999999997,-0.263,-0.147,-0.375,-0.23600000000000002,-0.0428,-0.392,-0.461,-0.5589999999999999,-0.141,-0.5589999999999999,0.21,-0.425,0.40399999999999997,0.574,0.0104,-0.205,-0.209,-0.55,4.49,k>h>g>b>d>e>f>i>j>a>c,9.0,3.0,10.0,4.0,5.0,6.0,2.0,1.0,7.0,8.0,0.0
-0.342,-0.252,-0.306,-0.03,-0.0674,-0.26,-0.20199999999999999,-0.32899999999999996,-0.28600000000000003,0.0245,-0.0535,-0.0535,-0.2,-0.242,-0.155,-0.253,-0.204,-0.245,-0.209,-0.342,-0.295,-0.18600000000000003,-0.17800000000000002,4.67,b>j>e>i>a>d>g>f>c>k>h,4.0,0.0,8.0,5.0,2.0,7.0,6.0,10.0,3.0,1.0,9.0
-0.8009999999999999,1.42,1.31,-0.9390000000000001,0.893,-0.956,-0.9059999999999999,0.64,0.541,0.6,-0.8490000000000001,-0.87,-0.956,1.64,-0.9059999999999999,1.36,1.08,-0.667,-0.619,-0.9329999999999999,0.738,1.09,-0.956,-0.946,c>g>h>i>e>d>a>f>b>k>j,6.0,8.0,0.0,5.0,4.0,7.0,1.0,2.0,3.0,10.0,9.0
-0.268,-0.359,-0.363,-0.35200000000000004,-0.335,-0.35200000000000004,-0.365,2.22,2.85,2.65,-0.391,-0.385,-0.386,-0.391,-0.391,-0.391,-0.391,-0.391,-0.386,-0.366,-0.33,-0.34700000000000003,-0.391,-0.391,h>e>c>d>b>a>f>i>g>j>k,5.0,4.0,2.0,3.0,1.0,6.0,8.0,0.0,7.0,9.0,10.0
-1.25,-1.12,-0.095,0.0369,0.873,1.15,0.57,0.295,0.86,1.31,0.888,0.888,-0.435,-0.76,-0.9620000000000001,-1.25,1.19,-1.83,-1.83,0.86,0.484,0.86,0.0052899999999999996,-0.725,d>h>c>g>j>k>a>b>e>i>f,6.0,7.0,2.0,0.0,8.0,10.0,3.0,1.0,9.0,4.0,5.0
-0.619,-0.93,0.9009999999999999,-0.955,-0.0272,0.8640000000000001,0.6809999999999999,-0.935,0.26,0.384,1.16,1.18,-0.955,-0.955,-0.955,-0.602,0.677,-0.843,-0.648,0.997,-0.951,-0.955,0.5479999999999999,2.68,h>b>c>f>g>i>d>j>k>a>e,9.0,1.0,2.0,6.0,10.0,3.0,4.0,0.0,5.0,7.0,8.0
-0.722,-0.722,-0.586,-0.722,-0.0282,-0.27399999999999997,-0.722,1.47,-0.722,1.83,2.2,-0.722,1.47,0.0588,1.15,-0.0282,-0.722,-0.722,-0.722,1.55,-0.18600000000000003,-0.722,-0.722,-0.722,j>d>e>c>g>f>h>i>k>b>a,10.0,9.0,3.0,1.0,2.0,5.0,4.0,6.0,7.0,0.0,8.0
-0.963,-0.963,1.37,-0.9129999999999999,1.87,0.9259999999999999,0.6940000000000001,0.946,0.846,1.1,0.498,0.465,-0.8959999999999999,-0.903,-0.9329999999999999,-0.963,1.18,-0.9590000000000001,-0.943,-0.903,0.909,0.451,-0.963,-0.9590000000000001,i>a>d>e>f>h>g>j>k>b>c,1.0,9.0,10.0,2.0,3.0,4.0,6.0,5.0,0.0,7.0,8.0
-0.47700000000000004,-0.555,0.0696,2.4,0.17300000000000001,0.249,-0.457,-0.8009999999999999,-0.721,-0.384,-0.00123,-0.495,0.17300000000000001,0.249,-0.8009999999999999,-0.502,-0.8009999999999999,1.05,-0.21,0.525,-0.47700000000000004,-0.653,-0.8009999999999999,3.24,i>g>e>c>b>d>k>h>j>f>a,10.0,4.0,3.0,5.0,2.0,9.0,1.0,7.0,0.0,8.0,6.0
-1.59,-1.03,0.628,0.39799999999999996,0.6609999999999999,-0.425,-0.303,0.499,0.8370000000000001,0.405,0.154,0.163,0.263,-1.4,0.37799999999999995,-1.29,0.466,-1.46,-1.47,0.32799999999999996,0.596,0.914,-0.406,2.68,b>d>h>k>j>i>a>g>e>f>c,6.0,0.0,10.0,1.0,8.0,9.0,7.0,2.0,5.0,4.0,3.0
-0.52,3.59,-0.52,0.8809999999999999,0.8809999999999999,-0.52,-0.52,-0.52,-0.0562,-0.52,0.154,-0.24100000000000002,-0.52,0.2,-0.52,-0.52,0.32299999999999995,-0.52,-0.52,2.06,-0.52,-0.52,-0.52,-0.52,i>g>e>a>b>c>k>d>f>j>h,3.0,4.0,5.0,7.0,2.0,8.0,1.0,10.0,0.0,9.0,6.0
-0.799,-0.679,1.12,0.28800000000000003,-0.8109999999999999,-0.667,-0.581,-0.8109999999999999,-0.8109999999999999,0.252,2.08,1.6,-0.727,2.26,-0.42,-0.21600000000000003,-0.8109999999999999,0.0967,1.67,-0.0265,-0.8109999999999999,-0.45399999999999996,-0.8109999999999999,0.0703,h>e>c>b>f>g>j>i>k>d>a,10.0,3.0,2.0,9.0,1.0,4.0,5.0,0.0,7.0,6.0,8.0
-0.5429999999999999,-0.626,0.10800000000000001,0.47100000000000003,-0.21600000000000003,0.768,-0.223,0.313,-0.73,-0.518,-0.14,2.84,-0.396,0.9890000000000001,-0.41200000000000003,-0.45299999999999996,-0.838,-0.8240000000000001,-0.7120000000000001,0.10800000000000001,-0.243,-0.782,-0.7340000000000001,2.79,i>j>f>a>e>b>k>g>h>c>d,3.0,5.0,9.0,10.0,4.0,2.0,7.0,8.0,0.0,1.0,6.0
-0.21899999999999997,0.345,0.10800000000000001,0.0638,-0.00149,-0.574,-0.455,-0.716,-0.165,-0.49,0.0177,-0.32899999999999996,-0.154,0.166,-0.455,0.0512,-0.716,0.0919,0.84,-0.431,-0.716,0.0773,-0.669,4.33,h>c>d>e>g>j>f>i>k>a>b,9.0,10.0,1.0,2.0,3.0,6.0,4.0,0.0,7.0,5.0,8.0
-0.934,-0.34,0.8340000000000001,0.27699999999999997,0.121,1.22,-0.83,-1.32,-0.611,-0.34,1.18,0.691,-0.387,-0.0654,-0.152,-0.34,-0.48200000000000004,0.44299999999999995,0.0033299999999999996,-0.856,-0.75,0.0523,-0.895,3.48,a>i>g>k>j>h>b>e>c>f>d,0.0,6.0,8.0,10.0,7.0,9.0,2.0,5.0,1.0,4.0,3.0
3.47,-0.445,0.528,-0.445,-0.445,-0.445,-0.445,-0.445,-0.445,-0.0293,-0.445,-0.445,-0.445,-0.445,-0.445,-0.445,-0.445,1.9,1.86,0.255,-0.39899999999999997,-0.445,-0.445,-0.445,h>i>e>c>a>b>k>d>g>j>f,4.0,5.0,3.0,7.0,2.0,10.0,8.0,0.0,1.0,9.0,6.0
0.812,0.8220000000000001,-0.624,-0.602,-0.609,-0.377,-0.439,-0.542,-0.532,-0.614,-0.602,-0.607,-0.597,1.17,-0.597,1.2,-0.619,1.45,1.36,-0.624,-0.624,-0.604,-0.624,3.02,f>i>d>b>c>h>k>g>j>e>a,10.0,3.0,4.0,2.0,9.0,0.0,7.0,5.0,1.0,8.0,6.0
-0.325,-0.313,-0.203,-0.24600000000000002,1.1,-0.325,-0.325,-0.22,-0.14800000000000002,-0.217,-0.29100000000000004,-0.237,-0.316,-0.278,-0.306,-0.293,4.49,-0.28300000000000003,-0.285,-0.24600000000000002,-0.325,-0.14400000000000002,-0.325,0.0534,d>f>h>i>c>b>e>g>a>j>k,8.0,5.0,4.0,0.0,6.0,1.0,7.0,2.0,3.0,9.0,10.0
-0.556,-0.43700000000000006,-0.16899999999999998,1.16,-0.18100000000000002,0.503,-0.531,-0.556,-0.41700000000000004,0.486,0.642,0.37,-0.556,-0.0856,-0.33,-0.556,-0.556,-0.322,-0.556,-0.16899999999999998,-0.551,-0.212,-0.556,4.14,c>d>f>g>i>j>e>h>k>b>a,10.0,9.0,0.0,1.0,6.0,2.0,3.0,7.0,4.0,5.0,8.0
-0.35600000000000004,-0.725,0.0662,-0.8440000000000001,0.153,-0.28,-0.517,0.314,0.37,0.314,1.02,0.6829999999999999,0.426,-0.858,-0.00704,-0.6559999999999999,-0.44,-0.823,-0.774,-0.746,0.475,-0.682,-0.0353,3.92,b>h>e>j>i>k>f>g>d>c>a,10.0,0.0,9.0,8.0,2.0,6.0,7.0,1.0,4.0,3.0,5.0
0.36200000000000004,-0.345,-0.6679999999999999,-0.6679999999999999,-0.17,-0.6679999999999999,3.47,-0.6679999999999999,0.595,1.59,-0.6679999999999999,-0.6679999999999999,-0.6679999999999999,-0.6679999999999999,0.866,0.7190000000000001,-0.6679999999999999,-0.6679999999999999,-0.214,0.9790000000000001,0.36200000000000004,-0.6679999999999999,-0.6679999999999999,-0.19899999999999998,c>k>i>e>d>f>g>a>b>h>j,7.0,8.0,0.0,4.0,3.0,5.0,6.0,9.0,2.0,10.0,1.0
-0.218,-0.218,-0.218,-0.218,-0.218,-0.185,-0.218,-0.191,-0.218,-0.218,-0.218,-0.218,-0.218,-0.218,-0.191,-0.218,-0.13699999999999998,-0.212,-0.218,-0.218,-0.218,-0.0772,-0.218,4.69,k>h>i>b>j>f>e>d>g>a>c,9.0,3.0,10.0,7.0,6.0,5.0,8.0,1.0,2.0,4.0,0.0
-0.6609999999999999,-0.706,2.2,-0.726,0.718,0.534,0.684,-0.718,0.574,-0.723,-0.0763,-0.161,-0.664,-0.726,-0.7120000000000001,-0.6779999999999999,1.19,-0.65,-0.726,-0.599,1.94,-0.72,-0.726,2.14,i>c>d>e>f>g>h>j>k>b>a,10.0,9.0,1.0,2.0,3.0,4.0,5.0,6.0,0.0,7.0,8.0
0.49200000000000005,0.85,0.85,-1.87,0.815,-0.341,-0.293,0.648,0.563,0.26,0.738,0.748,-1.43,-0.963,-1.32,0.882,0.563,-0.297,-1.83,-1.87,1.07,0.552,0.344,0.8490000000000001,c>e>g>j>i>k>b>f>h>a>d,9.0,6.0,0.0,10.0,1.0,7.0,2.0,8.0,4.0,3.0,5.0
-0.381,-0.546,-0.475,-0.586,2.7,-0.40700000000000003,-0.586,0.0714,2.14,-0.586,-0.479,-0.45399999999999996,-0.586,-0.586,-0.374,-0.586,1.29,-0.462,-0.466,-0.523,1.43,-0.56,-0.586,1.6,e>c>j>h>f>i>a>g>d>b>k,6.0,9.0,1.0,8.0,0.0,4.0,7.0,3.0,5.0,2.0,10.0
-0.233,-0.243,-0.243,0.0264,-0.152,-0.158,-0.24,-0.243,-0.243,-0.243,-0.243,-0.243,-0.20199999999999999,-0.121,-0.24100000000000002,-0.243,-0.243,-0.243,-0.21600000000000003,-0.0245,-0.243,-0.217,-0.243,4.68,i>c>g>e>j>k>a>f>h>b>d,6.0,9.0,1.0,10.0,3.0,7.0,2.0,8.0,0.0,4.0,5.0
-0.391,-0.306,-0.391,-0.13,-0.387,-0.301,-0.285,-0.391,3.28,3.18,-0.341,-0.0851,-0.139,-0.196,-0.391,-0.391,-0.391,-0.139,-0.17800000000000002,-0.33899999999999997,-0.391,-0.32799999999999996,-0.391,-0.17800000000000002,a>e>g>j>k>i>b>h>f>c>d,0.0,6.0,9.0,10.0,1.0,8.0,2.0,7.0,5.0,3.0,4.0
-0.452,2.31,-0.452,-0.452,-0.452,-0.452,-0.452,-0.452,-0.452,-0.452,-0.452,-0.237,3.33,-0.452,-0.452,-0.452,1.32,0.872,-0.452,-0.452,-0.452,-0.452,0.5660000000000001,-0.452,j>g>k>d>b>e>i>c>a>h>f,8.0,4.0,7.0,3.0,5.0,10.0,1.0,9.0,6.0,0.0,2.0
0.04,-0.325,-0.943,-0.95,-0.8959999999999999,1.41,0.71,0.635,-0.0175,-1.21,0.39799999999999996,0.71,-0.7,-0.943,-0.0646,0.0746,0.992,-1.21,-1.21,0.71,0.39799999999999996,-1.06,0.669,2.79,g>a>b>e>d>f>h>j>i>c>k,1.0,2.0,9.0,4.0,3.0,5.0,0.0,6.0,8.0,7.0,10.0
-0.8029999999999999,1.55,1.21,-0.8290000000000001,0.655,-0.795,-0.8370000000000001,-0.833,0.579,0.888,-0.795,-0.8079999999999999,-0.8370000000000001,1.51,-0.8370000000000001,1.41,1.31,-0.8370000000000001,-0.66,-0.8370000000000001,1.37,0.774,-0.8370000000000001,-0.7190000000000001,i>b>h>d>c>e>f>a>j>g>k,7.0,1.0,4.0,3.0,5.0,6.0,9.0,2.0,0.0,8.0,10.0
-0.7090000000000001,-0.8590000000000001,-0.532,0.8290000000000001,-0.0159,0.00503,-0.551,-0.8590000000000001,-0.519,1.42,1.08,1.0,1.0,0.0891,-0.447,0.41700000000000004,-0.8590000000000001,-0.353,-0.7440000000000001,-0.38299999999999995,-0.7120000000000001,-0.703,-0.8590000000000001,3.26,g>c>e>f>i>k>d>j>h>a>b,9.0,10.0,1.0,6.0,2.0,3.0,0.0,8.0,4.0,7.0,5.0
-0.804,0.62,0.48,-0.782,0.209,-0.664,-0.659,-0.233,1.6,1.6,0.35700000000000004,0.36200000000000004,-0.996,-1.27,-1.02,-0.76,-0.11199999999999999,-0.693,-1.31,1.85,0.932,0.31,-0.84,1.82,d>f>j>k>h>g>b>c>a>i>e,8.0,6.0,7.0,0.0,10.0,1.0,5.0,4.0,9.0,2.0,3.0
-0.716,0.242,1.53,-1.18,1.62,-1.18,-1.18,1.05,1.17,1.34,-0.845,-0.851,-1.18,0.242,-1.17,0.33899999999999997,-0.040999999999999995,0.424,0.0697,-0.46299999999999997,1.25,1.08,-1.18,-0.376,f>b>g>j>h>i>a>e>d>c>k,6.0,1.0,9.0,8.0,7.0,0.0,2.0,4.0,5.0,3.0,10.0
-0.526,-0.22,-0.6579999999999999,-0.6579999999999999,1.94,-0.5660000000000001,-0.517,-0.631,2.34,-0.306,1.92,1.92,-0.386,-0.439,-0.483,-0.109,1.15,-0.62,-0.6579999999999999,-0.395,-0.652,-0.627,-0.637,-0.196,e>i>a>c>d>b>j>h>g>k>f,2.0,5.0,3.0,4.0,0.0,10.0,8.0,7.0,1.0,6.0,9.0
-0.0921,1.03,-0.465,1.85,-0.741,-0.3,-0.5379999999999999,0.285,0.569,-0.741,-0.475,-0.649,-0.741,0.884,-0.711,-0.741,-0.741,-0.741,0.7909999999999999,-0.741,0.915,-0.741,-0.27399999999999997,3.1,h>g>j>b>e>f>i>d>k>c>a,10.0,3.0,9.0,7.0,4.0,5.0,1.0,0.0,6.0,2.0,8.0
0.828,0.221,1.26,-0.345,-0.304,-0.475,-0.249,-0.986,-1.29,-0.605,0.157,1.39,-0.0411,0.0896,1.05,-0.11800000000000001,-2.0,0.696,0.18600000000000003,-1.04,-0.215,0.75,-1.4,2.43,c>f>g>j>i>k>b>e>d>a>h,9.0,6.0,0.0,8.0,7.0,1.0,2.0,10.0,4.0,3.0,5.0
-0.8809999999999999,1.13,0.872,-0.879,0.767,-0.84,-0.8809999999999999,0.741,1.55,1.74,-0.865,-0.865,-0.86,1.27,-0.875,1.25,0.5760000000000001,-0.877,-0.872,-0.865,0.685,0.733,-0.8809999999999999,-0.8809999999999999,c>e>j>i>g>h>a>d>b>f>k,6.0,8.0,0.0,7.0,1.0,9.0,4.0,5.0,3.0,2.0,10.0
-0.7609999999999999,-0.7609999999999999,0.348,1.29,-0.473,-0.7609999999999999,-0.401,-0.725,-0.7609999999999999,0.0143,-0.13,0.348,0.245,0.11900000000000001,-0.00535,-0.7609999999999999,-0.7609999999999999,-0.153,0.0764,-0.449,-0.672,1.09,0.205,3.83,c>b>h>j>i>f>a>g>d>e>k,6.0,1.0,0.0,8.0,9.0,5.0,7.0,2.0,4.0,3.0,10.0
-0.79,-0.631,-0.688,-0.6920000000000001,0.302,-0.276,1.22,-0.54,-0.261,-0.47,1.19,1.04,0.302,-0.742,0.892,-0.348,0.0897,-0.5329999999999999,-0.424,-0.631,0.0305,-0.7859999999999999,-0.81,3.55,c>b>g>h>i>f>e>d>a>j>k,8.0,1.0,0.0,7.0,6.0,5.0,2.0,3.0,4.0,9.0,10.0
-0.29100000000000004,-0.24,-0.29100000000000004,-0.29100000000000004,-0.20600000000000002,-0.22899999999999998,-0.27,-0.29100000000000004,-0.29100000000000004,-0.287,-0.249,-0.222,-0.29100000000000004,-0.248,-0.29100000000000004,-0.29100000000000004,-0.273,-0.29100000000000004,-0.235,-0.0467,-0.29100000000000004,-0.29100000000000004,1.22,4.47,b>f>j>h>i>e>a>c>d>g>k,6.0,0.0,7.0,8.0,5.0,1.0,9.0,3.0,4.0,2.0,10.0
-0.507,0.0103,0.161,-0.21600000000000003,0.10400000000000001,-0.10099999999999999,-0.10099999999999999,-0.15,0.0387,-0.195,-0.244,-0.244,-0.0512,-0.688,-0.0839,-0.557,0.133,-0.634,-0.716,-0.122,-0.0347,-0.606,0.293,4.5,h>e>c>d>f>i>j>g>k>a>b,9.0,10.0,2.0,3.0,1.0,4.0,7.0,0.0,5.0,6.0,8.0
-0.37799999999999995,-0.389,0.174,-0.237,-0.39899999999999997,-0.442,-0.134,-0.442,-0.442,-0.434,-0.442,-0.442,-0.25,-0.307,-0.0653,-0.442,0.078,0.649,0.23199999999999998,-0.00981,4.45,0.522,-0.442,-0.402,b>h>j>f>k>i>d>c>e>g>a,10.0,0.0,7.0,6.0,8.0,3.0,9.0,1.0,5.0,2.0,4.0
-0.787,0.625,-0.787,1.03,0.98,-0.787,-0.44,-0.787,0.308,1.6,1.23,-0.787,-0.428,-0.787,-0.0454,-0.787,1.71,-0.787,-0.787,-0.787,0.49,-0.787,-0.787,2.33,b>g>h>i>k>j>a>f>c>d>e,6.0,0.0,8.0,9.0,10.0,7.0,1.0,2.0,3.0,5.0,4.0
-0.637,0.772,-0.637,-0.637,0.228,-0.0426,0.5920000000000001,0.5920000000000001,-0.369,-0.574,1.16,-0.0872,-0.606,-0.637,-0.637,-0.637,-0.637,0.228,-0.637,-0.637,3.77,-0.332,-0.637,1.02,b>d>f>h>i>k>c>g>j>e>a,10.0,0.0,6.0,1.0,9.0,2.0,7.0,3.0,4.0,8.0,5.0
-0.495,0.47600000000000003,-0.3,0.109,-0.43799999999999994,-0.433,-0.506,-0.529,0.196,0.20199999999999999,-0.441,-0.37,-0.377,0.72,-0.456,0.35,-0.529,-0.47,-0.48,0.18600000000000003,-0.365,-0.4,-0.0126,4.36,c>i>h>f>d>e>g>b>a>k>j,8.0,7.0,0.0,4.0,5.0,3.0,6.0,2.0,1.0,10.0,9.0
1.23,-0.5479999999999999,1.17,-0.5479999999999999,-0.5479999999999999,1.82,-0.5479999999999999,-0.5479999999999999,-0.5479999999999999,2.72,-0.473,-0.5479999999999999,1.39,-0.5479999999999999,-0.5479999999999999,-0.5479999999999999,-0.5479999999999999,-0.5479999999999999,-0.5479999999999999,1.46,-0.5479999999999999,-0.5479999999999999,-0.5479999999999999,-0.5479999999999999,g>d>c>e>f>h>i>j>k>b>a,10.0,9.0,2.0,1.0,3.0,4.0,0.0,5.0,6.0,7.0,8.0
-0.47200000000000003,-0.494,-0.41100000000000003,-0.37200000000000005,-0.46399999999999997,-0.40299999999999997,-0.436,1.76,2.51,2.69,-0.469,-0.43,-0.473,-0.442,-0.47,-0.494,-0.494,-0.37200000000000005,-0.483,-0.442,1.56,-0.49200000000000005,-0.494,0.0903,g>d>c>e>f>i>h>j>k>b>a,10.0,9.0,2.0,1.0,3.0,4.0,0.0,6.0,5.0,7.0,8.0
-0.465,-0.465,0.243,0.2,0.816,-0.465,-0.465,-0.465,-0.465,-0.465,-0.465,-0.465,2.74,-0.465,1.38,-0.465,-0.465,-0.465,-0.465,-0.465,-0.465,2.99,-0.465,-0.465,h>f>j>b>d>i>e>g>k>a>c,9.0,3.0,10.0,4.0,6.0,1.0,7.0,0.0,5.0,2.0,8.0
-0.797,1.03,1.59,1.59,0.966,-0.797,-0.797,-0.797,-0.797,-0.49700000000000005,-0.29100000000000004,2.0,-0.507,-0.187,-0.797,0.728,-0.797,-0.797,-0.797,-0.29100000000000004,-0.632,0.5870000000000001,-0.797,1.9,d>e>b>f>c>i>j>h>k>g>a,10.0,2.0,4.0,0.0,1.0,3.0,9.0,7.0,5.0,6.0,8.0
-0.37,-0.252,-0.262,-0.14,-0.315,-0.332,-0.276,-0.36700000000000005,-0.26899999999999996,-0.2,0.00525,-0.0205,-0.13699999999999998,-0.322,-0.0356,-0.254,0.00525,-0.305,-0.207,-0.14,-0.259,0.125,-0.341,4.65,i>h>d>a>c>b>k>e>g>f>j,3.0,5.0,4.0,2.0,7.0,9.0,8.0,1.0,0.0,10.0,6.0
-0.677,-0.677,0.228,1.55,1.13,0.509,-0.677,-0.0831,0.00702,-0.0663,0.638,-0.677,-0.677,-0.41700000000000004,-0.677,-0.677,-0.38299999999999995,-0.0663,-0.677,-0.677,-0.6579999999999999,3.53,-0.677,0.865,e>g>i>a>c>f>d>b>j>k>h,3.0,7.0,4.0,6.0,0.0,5.0,1.0,10.0,2.0,8.0,9.0
0.154,0.18600000000000003,-0.498,-0.552,0.14400000000000002,-0.552,-0.552,0.215,0.17800000000000002,-0.552,0.126,0.149,-0.537,-0.552,-0.523,-0.495,0.209,-0.552,-0.534,0.0506,0.415,0.267,-0.552,4.36,h>a>b>c>f>d>g>i>j>e>k,1.0,2.0,3.0,5.0,9.0,4.0,6.0,0.0,7.0,8.0,10.0
-0.67,-0.794,0.569,-0.7659999999999999,1.45,0.309,0.67,0.179,-0.58,-0.794,-0.557,-0.47,0.42200000000000004,-0.659,0.41,-0.727,1.06,-0.5920000000000001,-0.486,-0.659,0.941,-0.794,-0.794,3.35,a>h>k>i>g>f>e>j>c>b>d,0.0,9.0,8.0,10.0,6.0,5.0,4.0,1.0,3.0,7.0,2.0
-0.35100000000000003,0.0653,0.0653,-0.124,0.31,-0.662,-0.62,-0.662,-0.662,-0.32899999999999996,-0.17300000000000001,0.31,-0.187,0.594,-0.622,-0.56,0.08900000000000001,0.14800000000000002,0.0014199999999999998,-0.6459999999999999,-0.5870000000000001,0.616,-0.303,4.3,i>g>k>e>h>j>a>d>f>c>b,6.0,10.0,9.0,7.0,3.0,8.0,1.0,4.0,0.0,5.0,2.0
0.258,0.0835,-0.493,-0.38,0.32799999999999996,0.136,-0.888,-0.38799999999999996,-0.161,0.136,-0.647,-0.441,-0.47100000000000003,0.031,-0.371,-0.51,0.258,-0.20600000000000002,-0.349,-0.615,0.835,-0.213,-0.266,4.33,d>e>f>h>i>g>b>j>k>a>c,9.0,6.0,10.0,0.0,1.0,2.0,5.0,3.0,4.0,7.0,8.0
-1.02,-0.985,0.551,0.57,0.9129999999999999,0.345,0.46799999999999997,0.46799999999999997,-0.175,-0.36,0.0696,0.0696,-0.212,-0.609,-0.025,-0.856,-0.20600000000000002,-0.794,-0.785,-2.53,0.7659999999999999,1.22,0.332,2.79,c>e>h>j>i>f>a>d>b>g>k,6.0,8.0,0.0,7.0,1.0,5.0,9.0,2.0,4.0,3.0,10.0
-0.779,-0.779,2.51,0.0432,-0.134,-0.779,0.0129,-0.0725,-0.779,-0.222,0.20800000000000002,-0.20199999999999999,-0.134,0.542,-0.402,3.44,-0.752,0.10300000000000001,-0.569,0.126,-0.423,-0.258,-0.779,0.0926,k>f>e>d>a>c>h>i>j>g>b,4.0,10.0,5.0,3.0,2.0,1.0,9.0,6.0,7.0,8.0,0.0
-0.9109999999999999,1.26,-0.7559999999999999,1.0,0.56,0.0721,0.39799999999999996,-0.9109999999999999,-0.44,-0.6459999999999999,0.456,1.26,-0.131,0.741,0.39799999999999996,-0.9109999999999999,-0.9109999999999999,-0.257,0.0056,-0.7559999999999999,-0.9109999999999999,-0.841,-0.9109999999999999,3.15,b>d>j>e>c>g>f>a>i>k>h,7.0,0.0,4.0,1.0,3.0,6.0,5.0,10.0,8.0,2.0,9.0
0.48,1.64,-0.0691,-0.605,0.174,-0.862,-0.552,-0.862,1.53,1.18,-0.862,-0.6970000000000001,-0.5429999999999999,2.17,-0.862,-0.5329999999999999,-0.8420000000000001,1.41,1.18,-0.862,-0.862,-0.48700000000000004,-0.862,0.5920000000000001,f>d>e>c>g>j>h>i>k>b>a,10.0,9.0,3.0,1.0,2.0,0.0,4.0,6.0,7.0,5.0,8.0
0.547,-0.619,-0.441,-0.39299999999999996,0.46,-0.619,-0.619,-0.619,-0.619,1.37,0.39899999999999997,0.39899999999999997,-0.172,-0.619,-0.583,-0.619,-0.539,2.83,2.64,0.298,-0.619,-0.619,-0.619,-0.619,e>b>f>g>i>h>a>j>k>d>c,6.0,1.0,10.0,9.0,0.0,2.0,3.0,5.0,4.0,7.0,8.0
-0.315,-0.672,-0.672,2.23,2.42,-0.672,1.1,-0.672,0.743,-0.42,0.16399999999999998,1.96,-0.672,-0.32799999999999996,-0.672,-0.672,-0.024,-0.444,-0.672,-0.672,-0.672,-0.526,-0.672,0.83,b>h>i>k>j>g>e>d>c>f>a,10.0,0.0,8.0,7.0,6.0,9.0,5.0,1.0,2.0,4.0,3.0
-0.244,-0.278,-0.965,1.63,0.58,-1.22,-1.19,-0.439,1.15,1.18,-0.9890000000000001,-1.06,1.35,-0.0946,1.34,-0.29100000000000004,-1.18,0.281,0.257,-1.13,1.36,-1.03,1.22,-0.252,c>d>i>f>g>j>e>h>k>b>a,10.0,9.0,0.0,1.0,6.0,3.0,4.0,7.0,2.0,5.0,8.0
