A1,A2,A3,A4,A5,A6,A7,ranking,a,b,c,d,e,f,g
1.078541,-1.339856,0.12166400000000001,0.5736479999999999,-0.408103,-0.27569099999999996,-0.16284300000000002,d>g>a>b>c>e>f,2.0,3.0,4.0,0.0,5.0,6.0,1.0
0.779037,-1.181152,-1.443539,-0.38189,-0.860608,-1.43814,-1.479722,f>d>a>g>c>e>b,2.0,6.0,4.0,1.0,5.0,0.0,3.0
-0.41372700000000007,-1.101799,-0.056974000000000004,0.36889,-0.7371979999999999,0.032714,-0.014463,d>c>b>g>a>f>e,4.0,2.0,1.0,0.0,6.0,5.0,3.0
1.152104,-1.101799,-0.9416530000000001,0.5736479999999999,-1.230839,-0.809469,-1.0531270000000001,c>f>a>d>b>e>g,2.0,4.0,0.0,3.0,5.0,1.0,6.0
0.511059,-0.9430950000000001,0.581017,0.778406,0.20894899999999997,0.352981,0.28229899999999997,d>g>c>a>b>f>e,3.0,4.0,2.0,0.0,6.0,5.0,1.0
0.7054739999999999,-0.9430950000000001,0.18120999999999998,-0.38189,1.113959,-0.228244,-0.042283999999999995,g>f>b>a>e>d>c,3.0,2.0,6.0,5.0,4.0,1.0,0.0
0.463769,-0.863743,-1.3244479999999998,0.09587899999999999,-0.819471,-1.378832,-0.8491040000000001,f>c>e>b>a>d>g,4.0,3.0,1.0,5.0,2.0,0.0,6.0
-0.9759540000000001,-0.863743,1.355112,0.5053949999999999,0.620317,1.254472,1.246773,c>f>a>b>e>g>d,2.0,3.0,0.0,6.0,4.0,1.0,5.0
-0.035405,-0.784391,1.295566,0.983165,1.031685,0.791864,0.23593000000000003,f>d>e>g>c>b>a,6.0,5.0,4.0,1.0,2.0,0.0,3.0
-0.33491,-0.784391,-0.43126099999999995,-0.586649,0.20894899999999997,-0.204521,-0.199939,f>g>a>e>d>b>c,2.0,5.0,6.0,4.0,3.0,0.0,1.0
-0.161512,-0.784391,1.559269,0.5736479999999999,2.430336,0.8748969999999999,0.727441,f>g>e>c>a>d>b,4.0,6.0,3.0,5.0,2.0,0.0,1.0
-1.974303,-0.784391,1.6783599999999999,-0.17713199999999998,0.990548,1.669632,2.164878,b>a>f>e>c>g>d,1.0,0.0,4.0,6.0,3.0,2.0,5.0
0.285117,-0.784391,-0.21009099999999997,-0.17713199999999998,-0.16128199999999998,-0.204521,-0.16284300000000002,f>c>d>b>e>a>g,5.0,3.0,1.0,2.0,4.0,0.0,6.0
1.945528,-0.784391,-0.9076270000000001,-0.6549010000000001,-0.408103,-1.02298,-0.9882110000000001,g>d>e>f>b>c>a,6.0,4.0,5.0,1.0,2.0,3.0,0.0
2.2450330000000003,-0.784391,-1.80932,-1.269176,-1.642207,-1.189044,-1.628102,d>f>g>a>c>b>e,3.0,5.0,4.0,0.0,6.0,1.0,2.0
-0.18253,-0.784391,-0.056974000000000004,0.232384,0.167812,-0.038456,-0.20921199999999998,f>a>b>d>e>c>g,1.0,2.0,5.0,3.0,4.0,0.0,6.0
0.248336,-0.705038,-0.091,0.36889,0.291222,-0.311276,-0.20921199999999998,e>a>b>f>c>g>d,1.0,2.0,4.0,6.0,0.0,3.0,5.0
-0.744758,-0.705038,1.627321,0.437143,1.4430530000000001,1.717079,1.5064389999999999,a>g>b>c>e>d>f,0.0,2.0,3.0,5.0,4.0,6.0,1.0
1.08905,-0.625686,-1.14581,-0.245385,-0.819471,-0.47734,-1.220056,e>d>f>g>a>c>b,4.0,6.0,5.0,1.0,0.0,2.0,3.0
0.70022,-0.625686,-0.95016,-0.8596600000000001,-1.107429,-0.975533,-0.8676510000000001,b>c>e>a>d>f>g,3.0,0.0,1.0,4.0,2.0,5.0,6.0
-1.259695,-0.625686,2.1207,0.36889,1.689874,2.1796860000000002,1.645546,b>a>c>d>e>f>g,1.0,0.0,2.0,3.0,4.0,5.0,6.0
-0.41372700000000007,-0.546334,0.283288,-0.245385,0.0032649999999999997,0.222502,0.013359000000000001,b>d>e>f>c>a>g,5.0,0.0,4.0,1.0,2.0,3.0,6.0
0.248336,-0.46698199999999995,1.89953,1.187923,1.9778310000000001,1.029099,1.107666,e>b>f>c>g>d>a,6.0,1.0,3.0,5.0,0.0,2.0,4.0
-0.8866280000000001,-0.46698199999999995,1.372125,1.1196700000000002,0.826001,0.910482,1.11694,c>b>a>e>g>d>f,2.0,1.0,0.0,5.0,3.0,6.0,4.0
2.802006,-0.387629,-2.0560099999999997,-0.586649,-1.7244810000000002,-2.553143,-2.1474349999999998,e>d>g>f>a>c>b,4.0,6.0,5.0,1.0,0.0,3.0,2.0
0.889381,-0.387629,-1.1287969999999998,-0.791407,-1.0251549999999998,-0.6315430000000001,-0.830556,f>e>d>c>b>g>a,6.0,4.0,3.0,2.0,1.0,0.0,5.0
0.826327,-0.387629,-0.6694439999999999,-0.10887899999999999,-1.107429,-1.011118,-0.533795,c>d>b>a>e>g>f,3.0,2.0,0.0,1.0,4.0,6.0,5.0
0.16426500000000002,-0.387629,-0.28665,1.1196700000000002,-0.120146,-0.228244,-0.199939,c>f>d>g>e>a>b,5.0,6.0,0.0,2.0,4.0,1.0,3.0
1.251939,-0.387629,-0.388729,0.36889,0.57918,-1.343246,-0.821283,c>f>e>g>a>d>b,4.0,6.0,0.0,5.0,2.0,1.0,3.0
-0.539834,-0.308277,1.831478,1.1196700000000002,1.6076,1.9780369999999998,1.552808,g>e>b>f>a>c>d,4.0,2.0,5.0,6.0,1.0,3.0,0.0
-0.166767,-0.308277,1.074396,0.5053949999999999,0.20894899999999997,0.780003,0.588334,e>g>f>b>a>c>d,4.0,3.0,5.0,6.0,0.0,2.0,1.0
-0.18778499999999998,-0.308277,0.79368,0.641901,1.155095,0.9935139999999999,0.5048699999999999,f>e>c>d>b>g>a,6.0,4.0,2.0,3.0,1.0,0.0,5.0
-0.6396689999999999,-0.308277,0.206729,-0.518396,0.0032649999999999997,0.30553400000000003,0.8016310000000001,c>a>b>e>g>f>d,1.0,2.0,0.0,6.0,3.0,5.0,4.0
0.9051440000000001,-0.308277,-0.882108,-0.245385,-0.654924,-1.117874,-1.10877,g>f>d>e>c>b>a,6.0,5.0,4.0,2.0,3.0,1.0,0.0
-2.1844810000000003,-0.228925,2.222779,1.5974389999999998,1.566463,1.7052169999999998,1.960855,c>g>a>b>e>d>f,2.0,3.0,0.0,5.0,4.0,6.0,1.0
0.35868,-0.228925,0.49595100000000003,0.09587899999999999,1.113959,0.48346000000000006,0.143192,d>f>e>g>a>b>c,4.0,5.0,6.0,0.0,2.0,1.0,3.0
-0.665941,-0.228925,1.559269,1.256176,0.20894899999999997,0.696971,1.2189510000000001,c>d>a>b>f>e>g,2.0,3.0,0.0,1.0,5.0,4.0,6.0
-0.450508,-0.228925,-0.550353,0.710154,-1.066292,-1.02298,-0.64508,b>c>e>d>a>f>g,4.0,0.0,1.0,3.0,2.0,5.0,6.0
-0.760521,-0.228925,0.036598,-0.518396,0.20894899999999997,0.09202300000000001,0.375037,g>d>f>b>e>a>c,5.0,3.0,6.0,1.0,4.0,2.0,0.0
-0.355927,-0.228925,-0.771523,-0.31363800000000003,-1.0251549999999998,-0.358723,-0.607985,d>c>b>e>a>f>g,4.0,2.0,1.0,0.0,3.0,5.0,6.0
0.143247,-0.228925,-0.371715,0.36889,-0.613787,-1.0467030000000002,-0.264855,b>a>c>f>d>e>g,1.0,0.0,2.0,4.0,5.0,3.0,6.0
1.498899,-0.228925,-0.397235,0.710154,-0.16128199999999998,-0.809469,-1.349889,f>c>g>a>d>b>e,3.0,5.0,1.0,4.0,6.0,0.0,2.0
-0.492544,-0.149573,-0.278144,-0.723154,-0.243556,0.341119,-0.264855,g>d>e>c>f>b>a,6.0,5.0,3.0,1.0,2.0,4.0,0.0
0.805309,-0.149573,-0.022947,0.027625999999999998,-0.07900900000000001,0.222502,-0.311224,d>g>c>b>a>f>e,4.0,3.0,2.0,0.0,6.0,5.0,1.0
-0.376945,-0.149573,-0.984186,-0.245385,-1.148566,-1.153459,-0.635807,a>d>b>g>e>f>c,0.0,2.0,6.0,1.0,4.0,5.0,3.0
-1.1335879999999998,-0.149573,0.7341340000000001,0.36889,-0.037872,0.756279,0.977833,b>a>g>d>f>e>c,1.0,0.0,6.0,3.0,5.0,4.0,2.0
1.567207,-0.07022,0.172703,1.051417,-0.037872,-0.0028710000000000003,-0.320498,d>a>f>b>e>g>c,1.0,3.0,6.0,0.0,4.0,2.0,5.0
-1.821923,-0.07022,1.499723,-0.10887899999999999,1.196232,2.464368,1.979402,f>a>e>b>c>d>g,1.0,3.0,4.0,5.0,2.0,0.0,6.0
0.285117,-0.07022,1.01485,0.778406,1.6076,0.566492,0.347215,e>g>b>d>c>a>f,5.0,2.0,4.0,3.0,0.0,6.0,1.0
-1.60649,-0.07022,-0.43976800000000005,-1.269176,0.45577,-0.026595,0.124644,f>e>a>b>c>g>d,2.0,3.0,4.0,6.0,1.0,0.0,5.0
-1.585472,0.16783599999999999,0.546991,0.641901,0.908275,0.222502,0.810905,e>f>c>a>b>g>d,3.0,4.0,2.0,6.0,0.0,1.0,5.0
1.131086,0.16783599999999999,-0.626912,0.027625999999999998,-0.819471,-0.12148900000000001,-0.8027350000000001,e>d>g>f>c>a>b,5.0,6.0,4.0,1.0,0.0,3.0,2.0
0.978707,0.16783599999999999,-0.6524310000000001,0.164132,-1.436523,-0.939948,-0.756366,c>d>b>g>a>e>f,4.0,2.0,0.0,1.0,5.0,6.0,3.0
1.435845,0.32654099999999997,-1.3074350000000001,-0.586649,-0.901745,-1.141597,-1.220056,f>e>d>g>c>a>b,5.0,6.0,4.0,2.0,1.0,0.0,3.0
-0.960191,0.32654099999999997,1.270046,1.187923,0.908275,1.752664,1.061297,e>a>f>b>g>c>d,1.0,3.0,5.0,6.0,0.0,2.0,4.0
-0.066932,0.32654099999999997,-0.363209,0.437143,0.126675,-0.299414,-0.264855,g>c>d>a>f>b>e,3.0,5.0,1.0,2.0,6.0,4.0,0.0
0.027648000000000002,0.405893,0.538484,0.164132,0.414633,0.341119,0.46777399999999997,d>c>g>f>a>e>b,4.0,6.0,1.0,0.0,5.0,3.0,2.0
-0.066932,0.405893,-0.21009099999999997,0.778406,-0.243556,-0.25196799999999997,-0.45960500000000004,c>g>b>a>d>f>e,3.0,2.0,0.0,4.0,6.0,5.0,1.0
-3.182829,0.485245,1.363618,-1.678693,1.3196430000000001,2.250857,2.739853,a>e>b>d>f>g>c,0.0,2.0,6.0,3.0,1.0,4.0,5.0
0.642421,0.485245,-1.009706,-0.10887899999999999,-1.313113,-0.951809,-1.062401,e>g>a>c>d>b>f,2.0,5.0,3.0,4.0,0.0,6.0,1.0
1.3833,0.485245,-0.831068,-0.040626999999999996,-0.44924,-0.892501,-1.025306,g>c>d>a>b>f>e,3.0,4.0,1.0,2.0,6.0,5.0,0.0
-0.6449229999999999,0.564597,0.691602,0.437143,0.57918,0.708832,0.690345,e>g>f>b>a>c>d,4.0,3.0,5.0,6.0,0.0,2.0,1.0
0.474278,0.64395,-0.831068,-0.245385,-0.16128199999999998,-0.8213299999999999,-0.357593,d>a>c>b>g>e>f,1.0,3.0,2.0,0.0,5.0,6.0,4.0
0.789546,0.723302,-0.8736010000000001,0.09587899999999999,0.20894899999999997,-0.21638200000000002,-0.070105,g>f>d>c>e>b>a,6.0,5.0,3.0,2.0,4.0,1.0,0.0
-0.823575,0.723302,1.7379060000000002,0.5736479999999999,1.8544209999999999,2.2627189999999997,1.6548200000000002,d>e>c>f>g>b>a,6.0,5.0,2.0,0.0,1.0,3.0,4.0
0.8946350000000001,0.723302,-0.584379,-0.723154,-0.243556,-0.785745,-0.45960500000000004,c>d>b>g>a>f>e,4.0,2.0,0.0,1.0,6.0,5.0,3.0
1.672296,0.802654,-1.247889,-0.791407,-1.148566,-0.9636709999999999,-0.904747,d>f>e>b>a>g>c,4.0,3.0,6.0,0.0,2.0,1.0,5.0
0.968198,0.802654,0.028092000000000002,-0.38189,1.278506,0.720694,0.254477,f>g>e>a>b>c>d,3.0,4.0,5.0,6.0,2.0,0.0,1.0
0.773782,0.802654,-1.7838009999999997,-0.9279120000000001,-1.889028,-1.426279,-1.3313409999999999,b>a>d>e>c>g>f,1.0,0.0,4.0,2.0,3.0,6.0,5.0
0.495296,0.802654,-0.320676,-0.518396,-0.32583,0.10388399999999999,-0.135022,g>e>f>c>d>a>b,5.0,6.0,3.0,4.0,1.0,2.0,0.0
-0.7237399999999999,0.802654,0.666082,1.1196700000000002,0.126675,0.530906,0.38431,c>a>b>f>e>g>d,1.0,2.0,0.0,6.0,4.0,3.0,5.0
0.47953199999999996,0.882006,-0.150545,-0.17713199999999998,0.044402,0.376704,-0.29267600000000005,e>f>g>b>a>d>c,4.0,3.0,6.0,5.0,0.0,1.0,2.0
0.237827,0.882006,-0.380222,-0.450143,-0.243556,-0.263829,0.04118,g>f>c>d>e>a>b,5.0,6.0,2.0,3.0,4.0,1.0,0.0
0.9944700000000001,0.961359,-1.060745,-1.200923,-1.148566,-0.14521199999999998,-0.57089,e>f>d>b>a>g>c,4.0,3.0,6.0,2.0,0.0,1.0,5.0
0.33766199999999996,0.961359,0.113157,0.437143,0.57918,0.30553400000000003,0.38431,g>f>a>c>b>e>d,2.0,4.0,3.0,6.0,5.0,1.0,0.0
0.42173299999999997,1.0407110000000002,-0.11651900000000001,0.36889,0.0032649999999999997,-0.074042,-0.413236,f>d>c>g>a>b>e,4.0,5.0,2.0,1.0,6.0,0.0,3.0
-0.902392,1.0407110000000002,-0.584379,-0.791407,-1.189702,-0.702713,0.21738200000000002,a>b>g>c>d>f>e,0.0,1.0,3.0,4.0,6.0,5.0,2.0
-0.802557,1.199415,-0.720483,-0.723154,0.990548,-0.429893,0.06900099999999999,g>f>e>a>b>c>d,3.0,4.0,5.0,6.0,2.0,1.0,0.0
0.038156999999999996,1.35812,-0.346196,-0.723154,0.126675,0.459736,0.28229899999999997,g>d>c>e>a>b>f,4.0,5.0,2.0,1.0,3.0,6.0,0.0
-0.692213,1.35812,0.427899,0.5736479999999999,1.072822,0.376704,0.523417,g>c>a>e>b>d>f,2.0,4.0,1.0,5.0,3.0,6.0,0.0
-0.9654450000000001,1.4374719999999999,1.368722,-0.17713199999999998,0.908275,1.989899,1.970129,a>c>e>b>f>g>d,0.0,3.0,1.0,6.0,2.0,4.0,5.0
0.784291,1.516824,-0.805549,-0.17713199999999998,-0.037872,-0.595958,-0.904747,b>c>f>g>d>a>e,5.0,0.0,1.0,4.0,6.0,2.0,3.0
-1.259695,1.596176,0.36835300000000004,-1.200923,1.155095,0.661385,0.736714,e>g>f>d>a>b>c,4.0,5.0,6.0,3.0,0.0,2.0,1.0
0.227318,1.596176,-1.749775,-1.200923,-1.35425,-0.9280860000000001,-1.192234,e>b>a>d>g>f>c,2.0,1.0,6.0,3.0,0.0,5.0,4.0
-1.832432,1.596176,1.550762,-0.518396,0.332359,2.2271330000000003,2.359628,a>c>g>e>f>b>d,0.0,5.0,1.0,6.0,3.0,4.0,2.0
-1.322749,1.675529,1.8825169999999998,0.5053949999999999,1.401916,2.238995,1.524987,c>g>a>e>f>d>b,2.0,6.0,0.0,5.0,3.0,4.0,1.0
-1.574963,1.7548810000000001,1.6613470000000001,0.710154,1.3607790000000002,1.776388,1.9330330000000002,c>a>g>d>b>e>f,1.0,4.0,0.0,3.0,5.0,6.0,2.0
-1.165115,1.7548810000000001,0.700108,-0.450143,1.113959,2.072931,1.256047,d>f>g>a>c>e>b,3.0,6.0,4.0,0.0,5.0,1.0,2.0
0.448006,1.8342330000000002,-0.797042,-0.245385,-0.6960609999999999,-0.40617,-0.76564,g>d>c>f>a>b>e,4.0,5.0,2.0,1.0,6.0,3.0,0.0
-1.301731,1.9135849999999999,1.244527,0.09587899999999999,1.155095,1.527292,1.395154,c>f>e>a>b>g>d,3.0,4.0,0.0,6.0,2.0,1.0,5.0
0.9471799999999999,1.992938,-1.520098,-0.8596600000000001,-1.271976,-1.378832,-0.830556,g>d>f>a>c>b>e,3.0,5.0,4.0,1.0,6.0,2.0,0.0
-1.6800529999999998,2.151642,0.7511479999999999,-0.10887899999999999,1.196232,0.910482,1.1540350000000001,g>e>c>a>d>b>f,3.0,5.0,2.0,4.0,1.0,6.0,0.0
-1.196642,2.151642,0.266275,-1.132671,0.373496,1.218887,1.756831,a>b>g>e>c>f>d,0.0,1.0,4.0,6.0,3.0,5.0,2.0
-0.823575,2.151642,0.402379,0.09587899999999999,0.373496,0.886758,0.810905,g>c>f>d>a>e>b,4.0,6.0,1.0,3.0,5.0,2.0,0.0
-1.496146,2.310347,0.972318,-0.040626999999999996,1.155095,1.373089,1.478618,g>c>a>d>f>e>b,2.0,6.0,1.0,3.0,5.0,4.0,0.0
