A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,ranking,a,b,c
-0.0368422,-0.758893,0.026737900000000002,-0.23711300000000002,0.130435,-0.634483,-0.616034,-0.698113,-0.665615,-0.518771,-0.544715,-0.985348,-0.49786,c>b>a,2.0,1.0,0.0
-0.0263156,-0.110672,0.1123,-0.0309279,-0.26087,-0.7793100000000001,-0.628692,-0.584906,-0.735016,-0.296928,-0.577236,-0.8901100000000001,-0.640514,c>a>b,1.0,2.0,0.0
-0.06315760000000001,-0.379447,0.1123,0.381443,-0.391304,-0.882759,-0.6835439999999999,-0.47169799999999995,-0.735016,-0.245734,-0.707317,-0.934066,-0.5977180000000001,c>a>b,1.0,2.0,0.0
-0.121053,0.110672,0.0695186,0.12371099999999999,-0.21739099999999997,-0.503448,-0.637131,-0.849057,-0.728707,-0.365188,-0.512195,-0.985348,-0.540656,c>a>b,1.0,2.0,0.0
-0.221052,-0.802372,-0.0481284,-0.28865999999999997,-0.673913,-0.296552,-0.898734,0.7735850000000001,-0.47003199999999995,-0.288396,-0.560976,-0.824176,-0.46933,c>a>b,1.0,2.0,0.0
-0.173684,-0.320158,-0.101604,-0.185567,-0.478261,-0.558621,-0.864979,0.886792,-0.665615,-0.00682595,-0.593496,-0.772894,-0.405136,c>a>b,1.0,2.0,0.0
-0.35789499999999996,0.573122,0.26203200000000004,0.07216489999999999,-0.586957,-0.7241380000000001,-0.945148,0.509434,-0.753943,-0.561433,-0.560976,-1.0,-0.36947199999999997,c>a>b,1.0,2.0,0.0
-0.21052600000000002,0.885376,0.36898400000000003,0.48453599999999997,-0.434783,-0.441379,-0.8902950000000001,0.886792,-0.564669,-0.365188,-0.447154,-0.692308,-0.661912,c>a>b,1.0,2.0,0.0
0.29473699999999997,0.12648199999999998,-0.112299,-0.0824742,-0.608696,-0.558621,-0.9409280000000001,0.698113,-0.7034699999999999,-0.245734,-0.46341499999999997,-0.59707,-0.569187,c>a>b,1.0,2.0,0.0
-0.0473682,-0.12253,0.336898,0.381443,-0.326087,-0.07586219999999999,-0.8902950000000001,0.509434,-0.747634,-0.37884,-0.333333,-0.355311,-0.554922,c>b>a,2.0,1.0,0.0
2.50967e-07,-0.181818,0.433155,0.07216489999999999,-0.434783,-0.613793,-0.9324889999999999,0.509434,-0.785489,-0.433447,-0.528455,-0.23809499999999997,-0.540656,c>b>a,2.0,1.0,0.0
0.226316,-0.280632,0.058823400000000005,-0.0309279,-0.586957,-0.710345,-0.9324889999999999,-0.09433960000000001,-0.8548899999999999,-0.262799,-0.6422760000000001,-0.120879,-0.28388,c>a>b,1.0,2.0,0.0
0.310527,-0.0395257,0.454545,0.329897,-0.41304300000000005,-0.606897,-0.9240510000000001,0.396226,-0.9116719999999999,-0.476109,-0.333333,-0.421245,-0.654779,c>a>b,1.0,2.0,0.0
0.363158,0.664031,0.058823400000000005,-0.0309279,-0.5217390000000001,-0.296552,-0.8059069999999999,0.283019,-0.615142,-0.467577,-0.300813,-0.428571,-0.6119829999999999,c>a>b,1.0,2.0,0.0
-0.35789499999999996,0.24110700000000002,-0.101604,-0.185567,-0.0869565,-0.7241380000000001,-0.814346,-0.396226,-0.539432,0.182594,-0.723577,-0.46520100000000003,-0.17689000000000002,c>a>b,1.0,2.0,0.0
0.121053,0.118577,-0.15508,0.07216489999999999,-0.304348,-0.641379,-0.911392,0.132075,-0.438486,-0.535836,-0.804878,-0.699634,-0.21255300000000002,c>a>b,1.0,2.0,0.0
0.5,0.699605,-0.0695187,-0.0309279,-0.782609,-1.0,-1.0,0.0188679,-0.8296530000000001,-0.382253,-0.837398,-0.956044,-0.804565,c>a>b,1.0,2.0,0.0
-0.0315789,0.529644,0.19786099999999998,0.12371099999999999,-0.652174,-0.503448,-0.8691979999999999,0.283019,-0.7160880000000001,0.0870307,-0.902439,-0.567766,-0.504993,c>a>b,1.0,2.0,0.0
0.205263,-0.0118577,0.0909092,0.12371099999999999,-0.5217390000000001,-0.344828,-0.822785,0.20754699999999998,-0.47003199999999995,0.21843,-0.886179,-0.74359,-0.46933,c>a>b,1.0,2.0,0.0
0.07894739999999999,0.24901199999999998,0.0695186,0.12371099999999999,-0.0652174,-0.703448,-0.556962,-0.20754699999999998,-0.539432,0.38566500000000004,-0.8536590000000001,-0.956044,-0.6119829999999999,c>a>b,1.0,2.0,0.0
0.3,-0.0592886,0.347593,0.381443,0.152174,-0.710345,-0.481013,-0.660377,-0.47003199999999995,0.24914699999999998,-0.8211379999999999,-0.978022,-0.6833100000000001,c>a>b,1.0,2.0,0.0
-0.0736841,-0.237154,0.19786099999999998,0.175258,-0.0869565,-0.655172,-0.56962,-0.584906,-0.463722,0.6245729999999999,-1.0,-0.8534799999999999,-0.7118399999999999,c>a>b,1.0,2.0,0.0
0.0947367,-0.541502,0.48663100000000004,0.536082,0.0,-0.158621,-0.603376,-0.509434,-0.274448,-0.00682595,-0.788618,-0.956044,-0.7903,c>a>b,1.0,2.0,0.0
0.157895,0.011857600000000001,-0.0160428,-0.185567,-0.391304,-0.434483,-0.793249,0.811321,-0.0788643,0.576792,-0.869919,-0.824176,-0.433666,c>a>b,1.0,2.0,0.0
-0.18420999999999998,-0.782609,-0.208556,-0.0309279,-0.282609,-0.655172,-0.898734,0.509434,-0.375394,0.07849830000000001,-0.837398,-0.794872,-0.483595,c>a>b,1.0,2.0,0.0
0.126316,0.758893,0.026737900000000002,0.175258,-0.5,-0.475862,-0.8776370000000001,0.811321,-0.28075700000000003,0.129693,-0.804878,-0.8461540000000001,-0.36234,c>a>b,1.0,2.0,0.0
0.47894799999999993,0.335968,0.0909092,-0.0824742,-0.586957,-0.434483,-0.793249,0.320755,-0.274448,0.31911300000000004,-0.8536590000000001,-0.728938,-0.7118399999999999,c>a>b,1.0,2.0,0.0
-0.252632,-0.0948617,0.36898400000000003,0.6907220000000001,-0.41304300000000005,-0.365517,-0.898734,0.886792,-0.539432,0.061433400000000006,-0.6910569999999999,-0.663004,-0.141227,c>a>b,1.0,2.0,0.0
0.742105,-0.628459,0.433155,0.48453599999999997,-0.391304,0.25517199999999995,-0.590717,0.509434,0.444795,1.0,-0.8536590000000001,-0.49450500000000003,-0.455064,c>a>b,1.0,2.0,0.0
0.28947399999999995,-0.632411,0.36898400000000003,0.226804,-0.586957,0.11724100000000001,-0.679325,0.47169799999999995,0.18612,0.7866890000000001,-0.8536590000000001,-0.626374,-0.512126,c>a>b,1.0,2.0,0.0
-0.3,0.221344,0.0909092,0.07216489999999999,-0.608696,-0.0896552,-0.755274,0.396226,-0.602524,0.0870307,-0.869919,-0.772894,-0.654779,c>a>b,1.0,2.0,0.0
0.4,-0.00395261,0.26203200000000004,-0.0309279,-0.195652,-0.413793,-0.907173,0.396226,-0.753943,-0.215017,-0.21951199999999998,-0.59707,-0.426534,c>a>b,1.0,2.0,0.0
-0.042105000000000004,-4.71183e-08,0.304813,0.175258,-0.21739099999999997,-0.537931,-0.8902950000000001,0.7735850000000001,-0.652997,-0.266212,-0.365854,-0.384615,-0.5834520000000001,c>a>b,1.0,2.0,0.0
0.0157896,0.07114619999999999,0.058823400000000005,-0.185567,-0.21739099999999997,-0.717241,-0.848101,0.0188679,-0.665615,-0.317406,-0.674797,-0.648352,-0.433666,c>a>b,1.0,2.0,0.0
0.44736800000000004,-0.20158099999999998,0.00534752,0.175258,-0.565217,-0.7448279999999999,-0.85654,0.05660369999999999,-0.608833,0.416382,-0.6422760000000001,-0.699634,-0.519258,c>a>b,1.0,2.0,0.0
0.42105200000000004,0.43083,-0.0374332,0.226804,-0.608696,-0.793103,-0.945148,0.47169799999999995,-0.5331229999999999,-0.0887372,-0.512195,-0.648352,-0.654779,c>a>b,1.0,2.0,0.0
0.27368400000000004,0.16996,0.326203,0.278351,-0.108696,-0.503448,-0.755274,0.132075,-0.337539,0.604096,-0.398374,-0.787546,-0.405136,c>a>b,1.0,2.0,0.0
-0.057894799999999996,0.039525599999999994,0.00534752,-0.0824742,-0.608696,-0.655172,-0.864979,0.0188679,-0.646688,0.532423,-0.6097560000000001,-0.648352,-0.419401,c>a>b,1.0,2.0,0.0
0.342105,-0.272727,0.42246000000000006,0.43299,-0.23913,-0.606897,-0.78903,-0.018868,-0.287066,0.259386,-0.577236,-0.611722,-0.326676,c>a>b,1.0,2.0,0.0
0.24736799999999998,0.525692,0.604278,0.48453599999999997,-0.0869565,-0.310345,-0.738397,-0.47169799999999995,-0.5583600000000001,0.232082,-0.6910569999999999,-0.52381,-0.49786,c>a>b,1.0,2.0,0.0
-0.384211,-0.0948617,0.026737900000000002,-0.134021,-0.434783,-0.813793,-0.936709,0.0188679,-0.798107,-0.27986300000000003,-0.707317,-0.5897439999999999,-0.669044,c>a>b,1.0,2.0,0.0
-0.0842102,-0.347826,-0.0160428,-0.0824742,-0.652174,-0.717241,-0.92827,0.320755,-0.8548899999999999,0.47098999999999996,-0.8536590000000001,-0.736264,-0.726106,c>a>b,1.0,2.0,0.0
0.647368,-0.30039499999999997,0.19786099999999998,-0.0309279,-0.543478,-0.517241,-0.848101,0.169811,-0.47634099999999996,0.43686,-0.772358,-0.677656,-0.455064,c>a>b,1.0,2.0,0.0
0.410526,0.9407110000000001,0.165775,0.0206185,-0.45652200000000004,-0.517241,-0.886076,0.47169799999999995,-0.589905,0.09556310000000001,-0.739837,-0.655678,-0.340942,c>a>b,1.0,2.0,0.0
0.24736799999999998,0.25296399999999997,0.19786099999999998,0.278351,-0.304348,-0.434483,-0.8270040000000001,0.132075,-0.369085,0.0273038,-0.6422760000000001,-0.787546,-0.326676,c>a>b,1.0,2.0,0.0
0.178948,0.39921,-0.0374332,-0.0309279,0.0869565,-0.57931,-0.8523209999999999,0.132075,-0.40694,0.522184,-0.8211379999999999,-0.787546,-0.205421,c>a>b,1.0,2.0,0.0
0.126316,-0.268775,0.0802138,-0.0309279,0.0869565,-0.537931,-0.85654,0.509434,-0.337539,0.368601,-0.804878,-0.74359,-0.19828800000000002,c>a>b,1.0,2.0,0.0
0.631579,0.328063,0.47593599999999997,0.43299,-0.434783,-0.262069,-0.822785,0.622641,-0.40694,0.351536,-0.788618,-0.758242,-0.5977180000000001,c>a>b,1.0,2.0,0.0
