A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,ranking,a,b,c,d,e,f,g,h,i,j
1.7860369999999999,0.91745,0.4705,0.168329,-0.755718,-0.24348000000000003,-1.609721,-0.451379,-1.665963,-1.236479,-0.28203,-1.136671,0.312404,-0.14890599999999998,-0.844999,0.088173,g>i>f>j>a>d>c>h>e>b,4.0,9.0,6.0,5.0,8.0,2.0,0.0,7.0,1.0,3.0
-1.1330069999999999,0.609162,-0.402598,0.8466969999999999,0.153359,0.5343939999999999,-0.563179,0.250818,-1.490193,-0.245709,-1.0597590000000001,-1.099798,0.536262,-1.053734,1.262261,-0.722379,c>b>h>f>i>j>g>a>d>e,7.0,1.0,0.0,8.0,9.0,3.0,6.0,2.0,4.0,5.0
-0.169723,0.91745,-1.237735,-0.45785600000000004,-1.4595200000000002,-0.650937,-0.072612,-0.351065,1.263536,0.48819399999999996,1.032062,0.670114,1.566011,-0.239389,0.735446,-0.806229,e>j>f>a>i>b>h>g>c>d,3.0,5.0,8.0,9.0,0.0,2.0,7.0,6.0,4.0,1.0
-1.1330069999999999,-1.3022280000000002,-0.174833,-0.6144029999999999,0.68121,0.904809,1.595315,1.8558419999999998,0.941291,1.478963,0.576153,0.448875,1.028751,-0.420354,0.687554,-0.806229,b>j>f>i>h>a>d>c>e>g,5.0,0.0,7.0,6.0,8.0,2.0,9.0,4.0,3.0,1.0
-0.02377,0.91745,-1.389578,0.063965,-1.4595200000000002,-0.465729,0.221728,0.05019,1.263536,0.67167,0.737062,1.075719,1.028751,-0.08858400000000001,0.615715,-0.806229,e>j>f>b>a>i>h>g>c>d,4.0,3.0,8.0,9.0,0.0,2.0,7.0,6.0,5.0,1.0
-0.841103,-0.808966,0.16681400000000002,0.8466969999999999,1.0331110000000001,0.6825600000000001,0.156319,0.284256,1.263536,0.304718,0.8443350000000001,-0.915432,-0.806888,-1.053734,-1.132352,-0.33107800000000004,d>j>h>f>b>i>a>g>c>e,6.0,4.0,8.0,0.0,9.0,3.0,7.0,2.0,5.0,1.0
1.114657,0.91745,-0.5924010000000001,-0.09258200000000001,-1.371545,-0.465729,-1.67513,-0.685445,-0.406279,-1.236479,1.0588799999999998,-0.6941930000000001,-0.403943,-0.20922800000000003,-0.988675,-0.694429,g>f>i>a>b>j>d>e>c>h,3.0,4.0,8.0,6.0,7.0,1.0,0.0,9.0,2.0,5.0
-0.549198,0.1159,0.736226,0.8466969999999999,0.56391,0.349186,-0.039908,0.250818,1.263536,0.378108,0.951608,-0.620447,-0.180085,-1.023573,-1.132352,-0.806229,d>b>j>f>h>i>e>a>g>c,7.0,1.0,9.0,0.0,6.0,3.0,8.0,4.0,5.0,2.0
-0.198913,-0.747308,0.6982649999999999,0.8466969999999999,0.915811,0.201019,0.09091,-0.28418899999999997,-1.197243,-0.906222,-1.622941,-1.210418,-0.224856,-0.9934120000000001,1.262261,-0.806229,c>b>f>h>i>j>a>g>e>d,6.0,1.0,0.0,9.0,8.0,2.0,7.0,3.0,4.0,5.0
-0.432437,0.300873,-1.541421,-0.770949,-0.198542,-0.984311,-0.20343,-1.487957,-1.285128,-0.612661,-1.0597590000000001,1.001973,-0.538258,1.9321990000000002,1.262261,1.988777,f>i>a>h>g>b>j>e>c>d,2.0,5.0,8.0,9.0,7.0,0.0,4.0,3.0,1.0,6.0
-1.1330069999999999,0.485846,0.090892,0.8466969999999999,0.827836,0.645518,0.483364,0.351132,-0.611344,-0.098929,-1.327941,-1.062925,-0.090541,-1.053734,1.262261,-0.7782789999999999,c>h>b>f>i>j>e>a>g>d,7.0,2.0,0.0,9.0,6.0,3.0,8.0,1.0,4.0,5.0
-0.6951510000000001,0.6708189999999999,-1.427538,-1.1884059999999999,0.212009,-0.613895,-0.301543,-1.487957,-1.3730129999999998,-0.7594420000000001,-1.622941,1.1494659999999999,-0.493487,1.811555,1.262261,1.988777,f>i>a>h>g>b>j>e>c>d,2.0,5.0,8.0,9.0,7.0,0.0,4.0,3.0,1.0,6.0
1.7860369999999999,0.91745,0.242736,0.637968,-1.166269,0.126936,-1.67513,-0.250751,-0.728524,-0.942917,0.737062,-1.2841639999999999,1.297381,-0.299711,-0.509753,-0.107478,g>i>f>j>a>b>d>c>e>h,4.0,5.0,7.0,6.0,8.0,2.0,0.0,9.0,1.0,3.0
0.384896,-0.069073,-0.820166,0.533604,-1.4595200000000002,-0.576854,-1.021041,-1.253891,0.267506,-1.236479,1.0588799999999998,-0.067349,1.8346419999999999,1.3289799999999998,0.16073900000000002,1.988777,a>i>f>g>h>j>e>b>c>d,0.0,7.0,8.0,9.0,6.0,2.0,3.0,4.0,1.0,5.0
-0.66596,-0.315704,-1.199774,-2.545142,-0.286517,-2.4289330000000002,1.1374520000000001,-1.086701,1.263536,0.81845,0.522516,2.292534,-1.0307469999999999,1.9623599999999999,-1.132352,1.066425,a>f>i>j>h>b>g>e>c>d,0.0,5.0,8.0,9.0,7.0,1.0,6.0,4.0,2.0,3.0
0.326515,-1.9188049999999999,1.495441,0.637968,-0.345167,1.275225,-0.46506499999999995,0.183942,-0.318394,-1.236479,-1.622941,-0.731066,-0.448715,0.303508,1.262261,0.898725,i>f>h>a>j>g>b>c>e>d,3.0,6.0,7.0,9.0,8.0,1.0,5.0,2.0,0.0,4.0
-0.432437,0.054242,-0.706284,0.8466969999999999,0.7691859999999999,0.904809,-0.072612,0.6520739999999999,0.003851,0.598279,1.0588799999999998,-0.288588,0.670578,-1.023573,-1.132352,-0.806229,d>j>b>f>h>i>a>e>g>c,6.0,2.0,9.0,0.0,7.0,3.0,8.0,4.0,5.0,1.0
-0.052961,-0.192389,-0.8581270000000001,-0.144764,0.24133400000000002,-0.72502,0.156319,-1.421081,-1.665963,-1.236479,-1.301123,0.448875,-0.806888,1.6607509999999999,1.262261,1.988777,f>i>a>h>g>b>j>e>c>d,2.0,5.0,8.0,9.0,7.0,0.0,4.0,3.0,1.0,6.0
-0.140532,0.91745,-1.4654989999999999,-1.1884059999999999,-1.4595200000000002,-1.8733090000000001,-0.20343,-1.487957,0.9119959999999999,-0.3191,1.0588799999999998,1.296958,0.088545,1.7210720000000002,-0.677376,1.066425,a>i>f>j>g>h>b>e>d>c,0.0,6.0,9.0,8.0,7.0,2.0,4.0,5.0,1.0,3.0
-0.549198,0.91745,-1.541421,-1.1884059999999999,-1.166269,-1.836268,0.221728,-1.487957,1.263536,-0.282405,1.005244,1.333832,0.043774,1.9321990000000002,-0.9647290000000001,1.681327,a>i>f>j>h>g>b>e>d>c,0.0,6.0,9.0,8.0,7.0,2.0,5.0,4.0,1.0,3.0
0.26813400000000004,-0.562335,0.8121470000000001,0.8466969999999999,1.2677120000000002,0.497352,0.5160680000000001,-0.183875,-0.8457040000000001,-0.942917,-1.622941,-0.841686,-0.180085,-0.571159,1.262261,-0.806229,c>b>f>h>i>j>a>g>e>d,6.0,1.0,0.0,9.0,8.0,2.0,7.0,3.0,4.0,5.0
-0.607579,-0.192389,0.4705,0.8466969999999999,0.7691859999999999,0.497352,-0.20343,0.6520739999999999,0.9705860000000001,0.414804,1.0588799999999998,-0.76794,-0.13531300000000002,-1.053734,-1.132352,-0.666479,d>j>b>f>h>i>a>g>c>e,6.0,2.0,8.0,0.0,9.0,3.0,7.0,4.0,5.0,1.0
0.063801,0.1159,-1.541421,-1.084042,0.358635,-0.132355,1.072044,-0.685445,-1.431603,-1.236479,-1.462032,0.338256,-1.970953,1.7512330000000003,1.262261,1.988777,i>f>a>h>g>b>j>e>c>d,2.0,5.0,8.0,9.0,7.0,1.0,4.0,3.0,0.0,6.0
-1.1330069999999999,0.547504,0.242736,0.6901510000000001,1.3850120000000001,1.275225,1.333679,0.38456999999999997,0.794816,-0.7594420000000001,0.173879,-1.2841639999999999,-0.3144,-0.48067600000000005,1.262261,-0.163378,h>f>c>i>j>b>a>d>g>e,6.0,5.0,2.0,7.0,9.0,1.0,8.0,0.0,3.0,4.0
-0.607579,0.424188,-1.123852,-1.449317,-0.198542,-1.576977,-0.9883370000000001,-1.487957,-1.548783,0.121242,-1.622941,1.444451,-0.359171,1.7210720000000002,1.262261,1.988777,f>i>a>h>g>b>j>e>c>d,2.0,5.0,8.0,9.0,7.0,0.0,4.0,3.0,1.0,6.0
-1.1330069999999999,-2.5970400000000002,-0.212794,-1.240589,0.50526,0.5343939999999999,1.56261,1.8558419999999998,1.263536,1.515658,1.0588799999999998,0.522622,2.013728,-0.329872,1.238315,-0.806229,b>j>i>f>a>h>c>e>d>g,4.0,0.0,6.0,8.0,7.0,3.0,9.0,5.0,2.0,1.0
1.7860369999999999,0.300873,1.0399120000000002,0.8466969999999999,-0.345167,0.31214400000000003,-0.759405,-0.217313,0.326096,0.341413,0.41524300000000003,-0.731066,-0.717345,-1.053734,-1.132352,-0.582629,d>j>f>b>i>g>a>c>h>e,6.0,3.0,7.0,0.0,9.0,2.0,5.0,8.0,4.0,1.0
-0.198913,-0.808966,0.622343,0.481422,1.472987,1.275225,1.170157,1.120206,0.150326,0.81845,0.012969999999999999,-0.17796900000000002,-0.493487,-0.842608,-1.132352,-0.806229,b>d>j>f>h>i>a>c>e>g,6.0,0.0,7.0,1.0,8.0,3.0,9.0,4.0,5.0,2.0
-0.63677,-0.069073,0.888069,0.8466969999999999,1.3850120000000001,0.608477,0.483364,0.351132,0.091736,0.23132800000000003,1.0588799999999998,-0.43608100000000005,0.222861,-1.053734,-1.132352,-0.638529,d>b>j>h>f>i>a>g>c>e,6.0,1.0,8.0,0.0,9.0,4.0,7.0,3.0,5.0,2.0
1.7860369999999999,-0.13073099999999999,-0.782205,0.8466969999999999,-1.4595200000000002,0.089895,0.646886,-0.28418899999999997,0.941291,-1.236479,-1.167032,-0.731066,-0.58303,0.605118,1.214369,1.737227,i>f>a>g>j>h>b>e>c>d,2.0,6.0,8.0,9.0,7.0,1.0,3.0,5.0,0.0,4.0
0.122182,0.91745,1.7232060000000002,0.063965,0.651885,-0.354604,-0.007203,-0.551693,-0.49416400000000005,-1.236479,-1.622941,-0.43608100000000005,-1.209834,0.092382,1.262261,0.367674,f>i>h>g>c>a>j>b>e>d,5.0,7.0,4.0,9.0,8.0,0.0,3.0,2.0,1.0,6.0
-0.403246,0.424188,1.001951,0.8466969999999999,1.472987,0.7936850000000001,0.352546,0.819264,0.38468600000000003,0.48819399999999996,0.737062,-0.43608100000000005,-0.403943,-0.812447,-1.132352,-0.806229,d>b>j>f>h>i>a>g>c>e,6.0,1.0,8.0,0.0,9.0,3.0,7.0,4.0,5.0,2.0
-0.6951510000000001,0.91745,-1.50346,-1.501499,-1.4595200000000002,-2.1696419999999996,-0.46506499999999995,-1.487957,0.501866,-0.355795,1.0588799999999998,1.001973,1.118295,1.9321990000000002,-0.198453,1.849027,a>i>f>j>g>h>b>e>d>c,0.0,6.0,9.0,8.0,7.0,2.0,4.0,5.0,1.0,3.0
-1.1330069999999999,-4.20014,-1.541421,-2.232049,0.329309,0.16397799999999998,1.595315,1.8558419999999998,1.263536,2.286257,0.76388,1.075719,1.073523,-0.08858400000000001,0.495985,-0.806229,b>j>i>a>f>h>e>c>d>g,3.0,0.0,7.0,8.0,6.0,4.0,9.0,5.0,2.0,1.0
0.297325,0.91745,-1.00997,-0.562221,-1.4595200000000002,-0.984311,-1.3480860000000001,-1.320767,0.208916,-1.236479,1.0588799999999998,-0.362335,0.088545,0.273347,-1.108406,0.255873,g>a>i>f>j>h>e>b>c>d,1.0,7.0,8.0,9.0,6.0,3.0,0.0,5.0,2.0,4.0
1.3189899999999999,0.91745,-0.02299,0.533604,-0.11056700000000001,0.089895,1.104748,1.253958,0.9705860000000001,0.524889,1.0588799999999998,-0.804813,-0.04577,-1.053734,-1.132352,-0.638529,j>d>b>f>i>a>g>h>c>e,5.0,2.0,8.0,1.0,9.0,3.0,6.0,7.0,4.0,0.0
0.297325,0.855792,-1.351617,-0.510039,-1.4595200000000002,-1.539935,-0.170725,-1.487957,1.2049459999999999,-0.46588,1.0588799999999998,1.296958,-0.000998,1.9623599999999999,-1.012622,1.401826,a>i>f>j>g>h>b>e>d>c,0.0,6.0,9.0,8.0,7.0,2.0,4.0,5.0,1.0,3.0
0.180563,-0.007416,1.4574799999999999,0.8466969999999999,1.150411,0.46031000000000005,0.45065900000000003,0.31769400000000003,1.263536,-0.025537999999999998,0.978426,-0.9891790000000001,-0.403943,-1.053734,-1.132352,-0.526729,d>j>b>f>i>h>a>g>c>e,6.0,2.0,8.0,0.0,9.0,3.0,7.0,5.0,4.0,1.0
-0.841103,0.91745,-0.934048,-0.35349200000000003,-1.4595200000000002,-0.984311,-0.46506499999999995,-0.886073,1.087766,-0.42918500000000004,1.0588799999999998,0.559495,1.968957,0.12254300000000001,1.094638,-0.806229,e>a>f>i>b>j>h>g>c>d,1.0,4.0,8.0,9.0,0.0,2.0,7.0,6.0,3.0,5.0
1.7860369999999999,0.054242,1.8750490000000002,0.8466969999999999,-0.022591,0.201019,-1.151859,-0.217313,-1.226538,-1.236479,0.20069700000000001,-1.136671,-0.090541,0.062221000000000005,-1.132352,-0.051577,g>f>i>j>a>h>c>b>d>e,4.0,7.0,6.0,8.0,9.0,1.0,0.0,5.0,2.0,3.0
1.7860369999999999,0.91745,1.381559,0.533604,-0.081242,0.201019,-0.9229280000000001,-0.050124,-1.255833,-0.796137,-0.28203,-1.2841639999999999,-0.58303,-0.45051499999999994,-1.132352,0.004323,g>f>i>j>a>d>c>h>b>e,4.0,8.0,6.0,5.0,9.0,1.0,0.0,7.0,2.0,3.0
-1.016246,0.547504,-1.275695,-2.1798669999999998,-0.433142,-2.4289330000000002,1.006635,-1.120139,1.263536,0.891841,0.334789,2.4031540000000002,-1.344149,1.7512330000000003,-1.132352,0.5633239999999999,a>f>i>j>h>b>e>g>d>c,0.0,5.0,9.0,8.0,6.0,1.0,7.0,4.0,2.0,3.0
-0.578389,-0.623993,-1.541421,-2.440778,-0.550443,-2.4289330000000002,0.9085209999999999,-0.6185689999999999,1.263536,1.368878,-0.094303,2.4031540000000002,-2.150039,1.208336,-0.9647290000000001,0.088173,a>f>i>j>h>b>e>g>d>c,0.0,5.0,9.0,8.0,6.0,1.0,7.0,4.0,2.0,3.0
1.7860369999999999,-0.007416,0.6982649999999999,0.8466969999999999,-0.960994,0.386227,-1.67513,-0.183875,-1.080064,-1.163088,0.20069700000000001,-1.2841639999999999,-0.26962800000000003,-0.179067,-1.108406,-0.21927800000000003,g>f>i>j>a>b>d>c>h>e,4.0,5.0,7.0,6.0,9.0,1.0,0.0,8.0,2.0,3.0
-1.045436,-0.9939389999999999,-1.541421,-3.432238,-0.374492,-2.4289330000000002,0.8431120000000001,-1.0532629999999998,1.263536,0.7450600000000001,0.522516,2.292534,-0.6278020000000001,1.9623599999999999,-0.629483,0.898725,a>i>f>j>h>g>b>e>d>c,0.0,6.0,9.0,8.0,7.0,2.0,5.0,4.0,1.0,3.0
-0.082151,-0.747308,-1.085891,-1.7102279999999999,-0.7263930000000001,-2.4289330000000002,0.810408,-0.9863870000000001,1.263536,1.038621,0.066606,2.4031540000000002,-1.791866,1.208336,-1.132352,-0.107478,a>f>i>j>b>h>e>g>d>c,0.0,4.0,9.0,8.0,6.0,1.0,7.0,5.0,2.0,3.0
-0.257294,0.91745,-1.541421,-1.344953,-0.785043,-0.984311,0.38525,-1.019825,-1.285128,-1.236479,-0.9793040000000001,0.6332409999999999,-0.493487,1.841716,1.262261,1.7931270000000001,i>f>a>h>g>j>b>e>c>d,2.0,6.0,8.0,9.0,7.0,1.0,4.0,3.0,0.0,5.0
-0.63677,-1.548858,-0.174833,0.5857859999999999,-0.169217,1.275225,-0.301543,0.48488400000000004,-0.5820489999999999,-0.575966,-1.622941,-1.2841639999999999,-0.180085,-1.023573,1.262261,-0.666479,c>b>h>f>i>j>a>g>d>e,6.0,1.0,0.0,8.0,9.0,3.0,7.0,2.0,4.0,5.0
-1.1330069999999999,-0.315704,-0.8960879999999999,0.8466969999999999,-0.25719200000000003,1.238184,0.287137,1.287396,-0.113329,0.67167,-0.121121,-0.546701,0.983979,-0.842608,1.262261,-0.806229,b>c>h>j>f>i>e>a>g>d,7.0,0.0,1.0,9.0,6.0,4.0,8.0,2.0,5.0,3.0
-0.198913,0.1159,-0.554441,-1.136224,0.44661000000000006,-1.354727,-0.20343,-1.487957,-1.109359,0.047852,-1.622941,1.481324,-1.12029,1.9623599999999999,1.262261,1.988777,f>i>a>h>g>b>j>e>c>d,2.0,5.0,8.0,9.0,7.0,0.0,4.0,3.0,1.0,6.0
-1.1330069999999999,0.6708189999999999,-0.02299,0.8466969999999999,0.5932350000000001,0.349186,0.189023,-0.250751,-0.464869,-1.236479,-1.0329409999999999,0.043269999999999996,-0.224856,0.48447399999999996,1.262261,0.786924,h>f>i>a>j>c>g>b>e>d,3.0,7.0,5.0,9.0,8.0,1.0,6.0,0.0,2.0,4.0
-0.403246,0.91745,-1.541421,-0.405674,-1.136944,-0.762062,0.9085209999999999,0.05019,1.263536,1.442268,0.683425,1.296958,1.073523,0.0018989999999999999,0.543877,-0.806229,e>j>f>a>b>i>h>c>d>g,3.0,4.0,7.0,8.0,0.0,2.0,9.0,6.0,5.0,1.0
-1.074626,-0.500677,0.5084609999999999,0.8466969999999999,1.472987,0.497352,1.1374520000000001,0.083628,0.062440999999999997,-0.649356,0.066606,-1.2841639999999999,0.8048930000000001,-0.239389,-1.132352,0.395624,h>i>f>j>d>a>g>b>c>e,5.0,7.0,8.0,4.0,9.0,2.0,6.0,0.0,1.0,3.0
1.7860369999999999,-0.007416,0.888069,-0.405674,-0.345167,1.1641,1.072044,1.8558419999999998,0.9705860000000001,1.405573,0.173879,0.375129,-0.8516600000000001,-0.39019299999999996,-1.132352,-0.806229,j>b>f>i>e>a>d>h>c>g,5.0,1.0,8.0,6.0,4.0,2.0,9.0,7.0,3.0,0.0
-0.11134200000000001,0.91745,-0.820166,0.063965,-1.4595200000000002,-0.502771,-0.039908,-0.417941,1.263536,0.047852,0.951608,1.075719,0.312404,-0.028262,-0.198453,-0.806229,e>f>j>a>i>b>h>g>d>c,3.0,5.0,9.0,8.0,0.0,1.0,7.0,6.0,4.0,2.0
0.6184189999999999,0.91745,-0.098911,-0.09258200000000001,-1.4595200000000002,-0.24348000000000003,-1.119154,-0.183875,1.058471,0.561584,1.0588799999999998,0.448875,0.6258060000000001,-0.360033,-0.198453,-0.806229,e>j>f>b>i>a>g>h>d>c,5.0,3.0,9.0,8.0,0.0,2.0,6.0,7.0,4.0,1.0
-1.1330069999999999,-0.192389,0.05293200000000001,0.8466969999999999,0.68121,1.275225,0.38525,0.451446,-0.142624,-0.649356,-1.1133950000000001,-0.9891790000000001,-0.224856,-0.963251,1.262261,-0.806229,c>b>h>f>i>j>a>e>g>d,6.0,1.0,0.0,9.0,7.0,3.0,8.0,2.0,4.0,5.0
-0.286484,0.91745,1.95097,0.533604,1.472987,0.089895,0.875817,-0.11699999999999999,-0.054738999999999996,-0.7594420000000001,-0.8452129999999999,-1.2841639999999999,-2.463441,-0.26955,0.376254,0.088173,h>i>f>j>c>a>g>d>b>e,5.0,8.0,4.0,7.0,9.0,2.0,6.0,0.0,1.0,3.0
-0.46162700000000007,-0.68565,0.05293200000000001,-2.388595,0.036059,-2.4289330000000002,-1.67513,-1.253891,-0.904294,0.304718,0.549334,1.2600850000000001,2.013728,1.871877,-0.5336989999999999,1.988777,a>i>f>g>h>j>b>e>d>c,0.0,6.0,9.0,8.0,7.0,2.0,3.0,4.0,1.0,5.0
0.00542,0.609162,-1.199774,-0.6144029999999999,0.38795999999999997,-0.650937,0.189023,-1.187015,-1.665963,-1.236479,-1.1133950000000001,0.448875,-0.762117,1.7210720000000002,1.262261,1.988777,f>i>a>h>g>b>j>e>c>d,2.0,5.0,8.0,9.0,7.0,0.0,4.0,3.0,1.0,6.0
-1.1330069999999999,-0.13073099999999999,0.05293200000000001,0.8466969999999999,1.4143370000000002,1.1641,1.366384,0.8861399999999999,0.7069310000000001,0.378108,1.0588799999999998,-0.731066,0.13331700000000002,-1.053734,-1.036568,-0.610579,d>b>j>h>f>i>a>c>g>e,6.0,1.0,7.0,0.0,9.0,4.0,8.0,3.0,5.0,2.0
-1.1330069999999999,-1.733832,-0.288715,-0.405674,0.5932350000000001,1.127059,1.595315,1.8558419999999998,1.029176,1.515658,0.683425,0.559495,1.25261,-0.299711,0.8551770000000001,-0.806229,b>j>f>h>i>a>c>d>e>g,5.0,0.0,6.0,7.0,8.0,2.0,9.0,3.0,4.0,1.0
0.7351810000000001,0.485846,-1.541421,-0.6144029999999999,0.915811,0.16397799999999998,0.777704,1.8558419999999998,-1.431603,1.515658,1.0588799999999998,1.7763099999999998,1.25261,0.182864,-0.078722,-0.806229,j>b>f>i>e>a>h>g>d>c,5.0,1.0,9.0,8.0,4.0,2.0,7.0,6.0,3.0,0.0
-0.549198,0.300873,-1.541421,-1.344953,-0.374492,-0.502771,-0.236134,-1.387643,-1.665963,-1.236479,-1.301123,1.075719,-0.493487,1.9321990000000002,1.262261,1.988777,f>i>a>h>g>b>j>e>c>d,2.0,5.0,8.0,9.0,7.0,0.0,4.0,3.0,1.0,6.0
-1.1330069999999999,-1.857147,-0.212794,0.011783,0.29998400000000003,1.275225,-0.039908,0.685512,-0.289099,-0.172319,-1.220668,-1.2841639999999999,-1.0755190000000001,-0.93309,1.262261,-0.638529,b>c>h>f>i>j>a>g>d>e,6.0,0.0,1.0,8.0,9.0,3.0,7.0,2.0,4.0,5.0
0.297325,-0.747308,1.609323,0.8466969999999999,0.7691859999999999,0.941851,0.254432,0.418008,-0.5820489999999999,-0.355795,-1.622941,-1.2841639999999999,-0.762117,-0.842608,1.262261,-0.638529,c>b>f>i>h>j>a>g>d>e,6.0,1.0,0.0,8.0,9.0,2.0,7.0,4.0,3.0,5.0
-0.02377,0.91745,2.254656,0.42923999999999995,1.121086,0.42326899999999995,0.777704,0.585198,-0.201214,0.451499,-0.952486,-0.17796900000000002,-1.9261810000000001,-0.60132,-1.132352,-0.806229,b>f>h>j>i>d>e>a>g>c,7.0,0.0,9.0,5.0,6.0,1.0,8.0,2.0,4.0,3.0
-1.1330069999999999,-2.1037779999999997,-0.820166,-1.084042,0.27065900000000004,0.608477,1.595315,1.8558419999999998,0.794816,1.552354,0.173879,0.596368,-0.180085,-0.26955,-0.174507,-0.806229,b>j>f>i>h>a>d>e>c>g,5.0,0.0,8.0,6.0,7.0,2.0,9.0,4.0,3.0,1.0
-1.1330069999999999,-1.425543,0.432539,-1.084042,0.827836,1.201142,-0.9229280000000001,1.8558419999999998,-0.728524,1.332183,1.032062,1.5550709999999999,2.013728,0.12254300000000001,1.118584,-0.806229,b>j>f>i>h>a>e>c>g>d,5.0,0.0,7.0,9.0,6.0,2.0,8.0,4.0,3.0,1.0
0.063801,0.6708189999999999,1.913009,0.8466969999999999,-0.11056700000000001,1.052976,-1.511608,0.618636,-0.43557399999999996,0.524889,1.0588799999999998,-0.10422200000000001,0.35717600000000005,-0.9029290000000001,-1.132352,-0.806229,j>d>b>f>i>e>h>g>a>c,8.0,2.0,9.0,1.0,5.0,3.0,7.0,6.0,4.0,0.0
-1.1330069999999999,0.300873,0.4705,0.8466969999999999,1.0624360000000002,0.349186,0.777704,-0.217313,0.267506,-1.236479,0.8711530000000001,-1.136671,2.013728,-0.058423,-0.126615,0.311773,h>i>f>j>a>g>d>c>b>e,4.0,8.0,7.0,6.0,9.0,2.0,5.0,0.0,1.0,3.0
-1.1330069999999999,0.485846,-0.212794,0.8466969999999999,1.003786,1.275225,1.595315,1.22052,0.824111,1.001926,0.254334,0.19076300000000002,-0.000998,-0.45051499999999994,0.112847,-0.806229,b>j>h>f>d>i>e>a>c>g,7.0,0.0,8.0,4.0,6.0,3.0,9.0,2.0,5.0,1.0
0.122182,-2.84367,2.254656,-0.562221,0.56391,1.275225,-1.446199,0.8527020000000001,0.091736,0.084547,-0.094303,-1.2841639999999999,-2.463441,-0.571159,0.47203900000000004,0.535374,i>j>f>h>a>d>c>g>b>e,4.0,8.0,6.0,5.0,9.0,2.0,7.0,3.0,0.0,1.0
-1.1330069999999999,-0.43901999999999997,-0.364637,0.8466969999999999,0.47593500000000005,0.42326899999999995,0.221728,-0.351065,-1.080064,-0.796137,-1.220668,-0.509827,0.13331700000000002,-0.661642,1.262261,-0.806229,c>h>b>f>i>j>a>g>e>d,6.0,2.0,0.0,9.0,8.0,3.0,7.0,1.0,4.0,5.0
-1.1330069999999999,0.609162,0.318657,0.8466969999999999,0.974461,0.42326899999999995,0.6795899999999999,-0.217313,0.091736,-1.236479,-0.496576,-1.136671,-0.26962800000000003,-0.20922800000000003,1.262261,0.004323,h>f>c>i>j>a>g>b>e>d,5.0,7.0,2.0,9.0,8.0,1.0,6.0,0.0,3.0,4.0
-0.724341,-0.562335,-1.541421,-2.545142,-0.9903190000000001,-2.4289330000000002,0.352546,-1.4545190000000001,1.117061,-0.135624,1.0588799999999998,1.296958,0.670578,1.9623599999999999,-0.5336989999999999,1.821077,a>i>f>j>g>h>b>e>d>c,0.0,6.0,9.0,8.0,7.0,2.0,4.0,5.0,1.0,3.0
-0.6951510000000001,0.054242,0.318657,0.8466969999999999,1.472987,1.238184,1.366384,1.120206,0.003851,0.965231,0.093425,0.043269999999999996,-0.58303,-0.60132,-1.132352,-0.806229,b>j>d>h>f>i>a>c>e>g,6.0,0.0,7.0,2.0,8.0,4.0,9.0,3.0,5.0,1.0
1.7860369999999999,0.547504,0.8121470000000001,0.8466969999999999,-0.843693,0.497352,-1.08645,-0.016686000000000003,0.326096,0.634975,0.683425,-0.509827,-0.403943,-1.053734,-1.132352,-0.526729,j>f>d>b>i>g>a>c>h>e,6.0,3.0,7.0,2.0,9.0,1.0,5.0,8.0,4.0,0.0
-1.1330069999999999,0.362531,0.4705,0.8466969999999999,1.3850120000000001,0.8307260000000001,0.9085209999999999,0.685512,-0.289099,0.414804,-1.220668,-0.43608100000000005,-0.717345,-0.9029290000000001,1.262261,-0.806229,c>b>h>f>i>j>a>g>d>e,6.0,1.0,0.0,8.0,9.0,3.0,7.0,2.0,4.0,5.0
-0.169723,0.91745,-1.541421,-0.6144029999999999,-1.283569,-1.576977,0.09091,-1.487957,1.263536,-0.135624,0.737062,1.5550709999999999,-0.896432,1.871877,-1.08446,0.982575,a>i>f>j>h>g>b>d>e>c,0.0,6.0,9.0,7.0,8.0,2.0,5.0,4.0,1.0,3.0
-0.811912,0.239215,0.5464220000000001,0.8466969999999999,1.472987,1.052976,1.006635,0.819264,1.175651,0.378108,0.8711530000000001,-0.5835739999999999,-0.26962800000000003,-0.872769,-1.132352,-0.806229,d>b>j>h>f>i>a>g>c>e,6.0,1.0,8.0,0.0,9.0,4.0,7.0,3.0,5.0,2.0
1.7860369999999999,0.91745,0.204775,0.220511,-1.078294,-0.169396,-1.67513,-0.417941,-1.197243,-1.089698,0.7906979999999999,-1.2841639999999999,1.163066,-0.45051499999999994,-0.6534300000000001,-0.722379,g>f>i>b>j>a>d>c>e>h,5.0,3.0,7.0,6.0,8.0,1.0,0.0,9.0,2.0,4.0
1.6400849999999998,-1.055597,1.3435979999999998,0.8466969999999999,-0.462467,0.46031000000000005,-0.039908,-0.183875,-0.142624,-1.236479,-1.622941,-1.062925,-0.672573,0.12254300000000001,1.262261,0.870775,i>f>a>g>j>h>b>c>e>d,2.0,6.0,7.0,9.0,8.0,1.0,3.0,5.0,0.0,4.0
