A1,A2,A3,A4,A5,A6,ranking,a,b,c,d,e,f
-0.409432,-0.48723999999999995,-1.033005,-0.272329268,-0.385709,0.18696600000000002,a>f>c>b>d>e,0.0,3.0,2.0,4.0,5.0,1.0
-0.41028100000000006,-0.48723999999999995,-1.033005,-0.272329268,-0.385709,-0.605784,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.412354,-0.48723999999999995,-1.033005,-0.272329268,-0.385709,0.371989,f>b>c>d>e>a,5.0,1.0,2.0,3.0,4.0,0.0
-0.411938,-0.48723999999999995,-1.033005,-0.272329268,-0.385709,-0.376641,f>b>c>d>a>e,4.0,1.0,2.0,3.0,5.0,0.0
-0.41379499999999997,-0.48723999999999995,-1.033005,-0.272329268,-0.385709,0.043218,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.41238,-0.48723999999999995,-1.033005,-0.272329268,-0.385709,0.818889,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.41338199999999997,-0.48723999999999995,-1.2647709999999999,-0.272329268,-0.5755640000000001,0.9896790000000001,f>e>a>b>c>d,2.0,3.0,4.0,5.0,1.0,0.0
-0.412443,-0.48723999999999995,-1.2647709999999999,-0.272329268,-0.5755640000000001,2.1069310000000003,a>f>e>b>c>d,0.0,3.0,4.0,5.0,2.0,1.0
-0.41209399999999996,-0.48723999999999995,-1.2647709999999999,-0.272329268,-0.5755640000000001,-0.200158,f>a>e>b>c>d,1.0,3.0,4.0,5.0,2.0,0.0
-0.409519,-0.48723999999999995,-1.2647709999999999,-0.272329268,-0.5755640000000001,1.238748,a>f>e>b>c>d,0.0,3.0,4.0,5.0,2.0,1.0
-0.408467,-0.48723999999999995,-1.2647709999999999,-0.272329268,-0.5755640000000001,0.39618400000000004,a>f>e>b>c>d,0.0,3.0,4.0,5.0,2.0,1.0
-0.410443,-0.48723999999999995,-1.2647709999999999,-0.272329268,-0.5755640000000001,-0.9687129999999999,a>f>e>b>c>d,0.0,3.0,4.0,5.0,2.0,1.0
-0.41307200000000005,-0.48723999999999995,-1.2647709999999999,-0.272329268,-0.5755640000000001,-0.187349,f>a>b>e>c>d,1.0,2.0,4.0,5.0,3.0,0.0
-0.41358900000000004,-0.48723999999999995,-1.2647709999999999,-0.272329268,-0.5755640000000001,2.2008650000000003,f>b>e>a>c>d,3.0,1.0,4.0,5.0,2.0,0.0
-0.410946,1.442231,-1.1219219999999999,-0.272329268,-1.015684,0.7078760000000001,f>b>d>c>a>e,4.0,1.0,3.0,2.0,5.0,0.0
-0.405478,1.442231,-1.1219219999999999,-0.272329268,-1.015684,0.386221,b>f>d>c>a>e,4.0,0.0,3.0,2.0,5.0,1.0
-0.410371,1.442231,-1.1219219999999999,-0.272329268,-1.015684,1.2814459999999999,f>b>d>c>a>e,4.0,1.0,3.0,2.0,5.0,0.0
-0.409559,1.442231,-1.1219219999999999,-0.272329268,-1.015684,0.9484049999999999,b>f>d>c>e>a,5.0,0.0,3.0,2.0,4.0,1.0
-0.412067,1.442231,-1.1219219999999999,-0.272329268,-1.015684,0.646676,b>f>d>c>a>e,4.0,0.0,3.0,2.0,5.0,1.0
-0.410029,1.442231,-1.1219219999999999,-0.272329268,-1.015684,1.271483,b>f>d>c>a>e,4.0,0.0,3.0,2.0,5.0,1.0
-0.417559,2.085388,-1.1962620000000002,-0.272329268,-1.3263559999999999,0.733494,b>f>d>c>e>a,5.0,0.0,3.0,2.0,4.0,1.0
-0.418429,2.085388,-1.1962620000000002,-0.272329268,-1.3263559999999999,0.45453699999999997,b>f>d>c>e>a,5.0,0.0,3.0,2.0,4.0,1.0
-0.418496,2.942931,-1.556302,-0.272329268,-1.14513,2.263488,b>f>c>d>a>e,4.0,0.0,2.0,3.0,5.0,1.0
-0.41543900000000006,2.942931,-1.401791,-0.272329268,-1.300467,1.426617,b>f>d>c>a>e,4.0,0.0,3.0,2.0,5.0,1.0
-0.414677,2.942931,-1.401791,-0.272329268,-1.300467,1.170432,b>f>d>c>a>e,4.0,0.0,3.0,2.0,5.0,1.0
-0.415721,2.942931,-1.401791,-0.272329268,-1.300467,1.408115,b>f>d>c>a>e,4.0,0.0,3.0,2.0,5.0,1.0
-0.41644,3.5860879999999997,-1.4090790000000002,-0.272329268,-1.3090959999999998,0.982563,b>f>d>e>c>a,5.0,0.0,4.0,2.0,3.0,1.0
-0.41803500000000005,3.5860879999999997,-1.4090790000000002,-0.272329268,-1.3090959999999998,1.210283,b>f>d>e>c>a,5.0,0.0,4.0,2.0,3.0,1.0
-0.41609700000000005,3.0501240000000003,-1.32745,-0.272329268,-1.205539,-0.174539,b>f>d>c>a>e,4.0,0.0,3.0,2.0,5.0,1.0
-0.417571,3.0501240000000003,-1.32745,-0.272329268,-1.205539,1.886327,b>f>d>c>e>a,5.0,0.0,3.0,2.0,4.0,1.0
-0.41602100000000003,3.5860879999999997,-1.232703,-0.272329268,-1.196046,2.232177,b>f>c>d>a>e,4.0,0.0,2.0,3.0,5.0,1.0
-0.41776599999999997,3.5860879999999997,-1.232703,-0.272329268,-1.196046,2.489785,b>f>c>d>a>e,4.0,0.0,2.0,3.0,5.0,1.0
-0.404242,-0.48723999999999995,-0.079701,-0.272329268,-0.5669350000000001,-0.56024,f>b>e>c>d>a,5.0,1.0,3.0,4.0,2.0,0.0
-0.393398,-0.48723999999999995,-0.079701,-0.272329268,-0.5669350000000001,0.058874,f>b>e>a>c>d,3.0,1.0,4.0,5.0,2.0,0.0
-0.390806,-0.48723999999999995,-0.079701,-0.272329268,-0.5669350000000001,-0.713951,f>b>a>e>c>d,2.0,1.0,4.0,5.0,3.0,0.0
-0.404306,-0.48723999999999995,-0.079701,3.6647716089999998,-0.5669350000000001,-0.31401799999999996,f>b>e>a>c>d,3.0,1.0,4.0,5.0,2.0,0.0
-0.36944699999999997,-0.48723999999999995,-0.079701,3.6647716089999998,-0.5669350000000001,-1.338758,a>f>e>b>c>d,0.0,3.0,4.0,5.0,2.0,1.0
-0.399819,-0.48723999999999995,-0.079701,3.6647716089999998,-0.5669350000000001,-0.46203599999999995,a>f>e>b>c>d,0.0,3.0,4.0,5.0,2.0,1.0
-0.37641399999999997,-0.48723999999999995,-0.079701,3.6647716089999998,-0.5669350000000001,-1.253363,a>f>e>b>c>d,0.0,3.0,4.0,5.0,2.0,1.0
-0.394852,-0.48723999999999995,-0.079701,3.6647716089999998,-0.5669350000000001,-0.679793,f>e>b>a>c>d,3.0,2.0,4.0,5.0,1.0,0.0
-0.403765,-0.48723999999999995,-0.079701,-0.272329268,-0.5669350000000001,0.128613,f>b>e>c>d>a,5.0,1.0,3.0,4.0,2.0,0.0
-0.386439,-0.48723999999999995,-0.079701,-0.272329268,-0.5669350000000001,-1.241977,e>f>b>c>d>a,5.0,2.0,3.0,4.0,0.0,1.0
-0.39708000000000004,-0.48723999999999995,-0.079701,-0.272329268,-0.5669350000000001,-0.146074,f>b>e>c>d>a,5.0,1.0,3.0,4.0,2.0,0.0
-0.4148,-0.48723999999999995,0.40132399999999996,3.6647716089999998,-0.040517000000000004,-0.5645100000000001,f>b>a>c>d>e,2.0,1.0,3.0,4.0,5.0,0.0
-0.411948,-0.48723999999999995,0.40132399999999996,-0.272329268,-0.040517000000000004,0.508621,a>f>b>c>d>e,0.0,2.0,3.0,4.0,5.0,1.0
-0.407233,-0.48723999999999995,0.40132399999999996,3.6647716089999998,-0.040517000000000004,-0.47484499999999996,a>f>b>c>d>e,0.0,2.0,3.0,4.0,5.0,1.0
-0.406819,-0.48723999999999995,0.40132399999999996,3.6647716089999998,-0.040517000000000004,0.12576600000000002,a>f>b>c>d>e,0.0,2.0,3.0,4.0,5.0,1.0
-0.378471,-0.48723999999999995,-0.7196100000000001,3.6647716089999998,-0.41159799999999996,0.9484049999999999,a>f>c>b>e>d,0.0,3.0,2.0,5.0,4.0,1.0
-0.372702,-0.48723999999999995,-0.7196100000000001,3.6647716089999998,-0.41159799999999996,-0.171693,a>f>c>b>e>d,0.0,3.0,2.0,5.0,4.0,1.0
-0.347608,-0.48723999999999995,-0.7196100000000001,3.6647716089999998,-0.41159799999999996,0.845931,f>a>c>b>e>d,1.0,3.0,2.0,5.0,4.0,0.0
-0.348638,-0.48723999999999995,-0.7196100000000001,-0.272329268,-0.41159799999999996,0.474463,f>a>c>b>e>d,1.0,3.0,2.0,5.0,4.0,0.0
-0.383442,-0.48723999999999995,-0.7196100000000001,-0.272329268,-0.437488,2.819979,a>f>c>b>e>d,0.0,3.0,2.0,5.0,4.0,1.0
-0.358842,-0.48723999999999995,-0.7196100000000001,-0.272329268,-0.437488,3.4732510000000003,a>f>c>b>e>d,0.0,3.0,2.0,5.0,4.0,1.0
-0.375675,-0.48723999999999995,-0.7196100000000001,-0.272329268,-0.437488,2.498324,a>f>c>b>e>d,0.0,3.0,2.0,5.0,4.0,1.0
-0.372159,-0.48723999999999995,-0.7196100000000001,-0.272329268,-0.437488,1.250134,a>f>c>b>e>d,0.0,3.0,2.0,5.0,4.0,1.0
-0.38543499999999997,-0.48723999999999995,-0.7196100000000001,-0.272329268,-0.437488,1.9944939999999998,f>c>b>e>d>a,5.0,2.0,1.0,4.0,3.0,0.0
-0.368741,-0.48723999999999995,-0.7196100000000001,-0.272329268,-0.437488,0.38052800000000003,f>c>b>e>d>a,5.0,2.0,1.0,4.0,3.0,0.0
-0.357671,-0.48723999999999995,-0.7196100000000001,-0.272329268,-0.437488,-0.432148,f>a>b>c>e>d,1.0,2.0,3.0,5.0,4.0,0.0
-0.366279,-0.48723999999999995,-0.7196100000000001,-0.272329268,-0.437488,1.604523,a>f>b>c>e>d,0.0,2.0,3.0,5.0,4.0,1.0
-0.35322,-0.48723999999999995,-0.7196100000000001,-0.272329268,-0.41159799999999996,2.92103,f>a>b>c>e>d,1.0,2.0,3.0,5.0,4.0,0.0
-0.38156599999999996,-0.48723999999999995,-0.7196100000000001,-0.272329268,-0.41159799999999996,2.792937,f>a>b>c>e>d,1.0,2.0,3.0,5.0,4.0,0.0
-0.368028,-0.48723999999999995,-0.7196100000000001,3.6647716089999998,-0.41159799999999996,0.628174,f>b>a>c>e>d,2.0,1.0,3.0,5.0,4.0,0.0
-0.381684,-0.48723999999999995,-0.7196100000000001,-0.272329268,-0.41159799999999996,-0.282706,f>b>c>a>e>d,3.0,1.0,2.0,5.0,4.0,0.0
-0.35958,-0.48723999999999995,-0.7196100000000001,3.6647716089999998,-0.41159799999999996,0.492965,f>a>b>c>e>d,1.0,2.0,3.0,5.0,4.0,0.0
-0.360597,-0.48723999999999995,-0.7196100000000001,-0.272329268,-0.41159799999999996,1.527668,f>b>a>c>e>d,2.0,1.0,3.0,5.0,4.0,0.0
-0.410517,0.799074,-0.904732,-0.272329268,-1.093352,0.279477,b>f>c>d>e>a,5.0,0.0,2.0,3.0,4.0,1.0
-0.40934499999999996,0.799074,-0.904732,-0.272329268,-1.093352,0.457384,b>f>c>d>e>a,5.0,0.0,2.0,3.0,4.0,1.0
-0.406931,0.799074,-0.904732,-0.272329268,-1.093352,0.871549,b>f>c>a>d>e,3.0,0.0,2.0,4.0,5.0,1.0
-0.40776399999999996,0.799074,-0.904732,-0.272329268,-1.093352,-0.269897,b>f>a>c>d>e,2.0,0.0,3.0,4.0,5.0,1.0
-0.408139,0.799074,-0.904732,-0.272329268,-1.093352,0.10441800000000001,b>f>c>a>d>e,3.0,0.0,2.0,4.0,5.0,1.0
-0.405271,0.799074,-0.904732,-0.272329268,-1.093352,0.154231,b>f>c>d>e>a,5.0,0.0,2.0,3.0,4.0,1.0
-0.39614299999999997,0.456057,-0.76917,-0.272329268,-1.0674620000000001,-0.984369,b>e>a>f>c>d,2.0,0.0,4.0,5.0,1.0,3.0
-0.397858,0.456057,-0.76917,-0.272329268,-1.0674620000000001,-0.96729,b>f>e>a>c>d,3.0,0.0,4.0,5.0,2.0,1.0
-0.380594,0.456057,-0.76917,-0.272329268,-1.0674620000000001,-0.251395,b>f>e>c>d>a,5.0,0.0,3.0,4.0,2.0,1.0
-0.39724899999999996,0.456057,-0.76917,-0.272329268,-1.0674620000000001,-0.083451,b>a>e>f>c>d,1.0,0.0,4.0,5.0,2.0,3.0
-0.40099,0.456057,-0.76917,-0.272329268,-1.0674620000000001,0.21116100000000002,b>e>f>c>d>a,5.0,0.0,3.0,4.0,1.0,2.0
-0.397928,0.456057,-0.76917,-0.272329268,-1.0674620000000001,0.616788,b>f>e>c>d>a,5.0,0.0,3.0,4.0,2.0,1.0
-0.403791,0.456057,-0.76917,-0.272329268,-1.0674620000000001,0.288017,b>f>e>c>d>a,5.0,0.0,3.0,4.0,2.0,1.0
-0.395212,0.456057,-0.76917,-0.272329268,-1.0674620000000001,0.21827800000000003,b>e>f>c>d>a,5.0,0.0,3.0,4.0,1.0,2.0
-0.41054399999999996,0.456057,-0.76917,-0.272329268,-1.0674620000000001,0.956945,b>f>e>c>d>a,5.0,0.0,3.0,4.0,2.0,1.0
-0.377209,0.456057,-0.76917,-0.272329268,-1.0674620000000001,2.810016,b>f>e>c>d>a,5.0,0.0,3.0,4.0,2.0,1.0
-0.41449899999999995,2.942931,-1.092769,-0.272329268,-1.404024,-0.251395,b>f>d>e>c>a,5.0,0.0,4.0,2.0,3.0,1.0
-0.41597700000000004,2.942931,-1.092769,-0.272329268,-1.404024,-0.581589,b>f>d>e>c>a,5.0,0.0,4.0,2.0,3.0,1.0
-0.418314,3.3717019999999995,-1.076734,-0.272329268,-1.386765,1.6643,b>f>c>d>e>a,5.0,0.0,2.0,3.0,4.0,1.0
-0.349005,0.370303,-1.044666,-0.272329268,0.7965720000000001,3.4433629999999997,a>f>c>d>b>e,0.0,4.0,2.0,3.0,5.0,1.0
-0.342963,0.370303,-1.044666,-0.272329268,0.7965720000000001,1.4920870000000002,a>f>c>d>b>e,0.0,4.0,2.0,3.0,5.0,1.0
-0.34376100000000004,0.370303,-1.044666,-0.272329268,0.7965720000000001,0.793271,a>f>c>b>d>e,0.0,3.0,2.0,4.0,5.0,1.0
-0.357309,0.370303,-1.044666,-0.272329268,0.7965720000000001,1.307064,a>f>c>b>d>e,0.0,3.0,2.0,4.0,5.0,1.0
-0.358006,0.370303,-1.044666,-0.272329268,0.7965720000000001,1.758234,a>f>c>b>d>e,0.0,3.0,2.0,4.0,5.0,1.0
-0.359631,0.370303,-1.044666,-0.272329268,0.7965720000000001,3.007848,a>f>c>b>d>e,0.0,3.0,2.0,4.0,5.0,1.0
-0.324158,0.370303,-1.044666,-0.272329268,0.7965720000000001,1.483547,a>f>c>b>d>e,0.0,3.0,2.0,4.0,5.0,1.0
-0.356152,0.370303,-1.044666,-0.272329268,0.7965720000000001,1.311334,a>f>c>d>b>e,0.0,4.0,2.0,3.0,5.0,1.0
-0.331557,0.370303,-1.044666,-0.272329268,0.7965720000000001,-1.031336,f>a>c>d>b>e,1.0,4.0,2.0,3.0,5.0,0.0
-0.328758,0.370303,-1.044666,-0.272329268,0.7965720000000001,1.03807,a>f>c>b>d>e,0.0,3.0,2.0,4.0,5.0,1.0
-0.352865,0.370303,-1.044666,-0.272329268,0.175227,2.8641,f>a>c>b>d>e,1.0,3.0,2.0,4.0,5.0,0.0
-0.35726399999999997,0.370303,-1.044666,-0.272329268,0.175227,1.6870720000000001,f>b>c>a>d>e,3.0,1.0,2.0,4.0,5.0,0.0
-0.409563,0.370303,-0.608829,3.6647716089999998,-0.782679,-0.518966,f>e>b>a>c>d,3.0,2.0,4.0,5.0,1.0,0.0
-0.385322,0.370303,-0.608829,-0.272329268,-0.782679,-0.610054,f>b>e>c>a>d,4.0,1.0,3.0,5.0,2.0,0.0
-0.40125500000000003,0.370303,-0.608829,-0.272329268,-0.782679,-0.063526,f>b>e>c>d>a,5.0,1.0,3.0,4.0,2.0,0.0
-0.40677800000000003,0.370303,-0.608829,-0.272329268,-0.782679,0.360603,f>e>b>a>c>d,3.0,2.0,4.0,5.0,1.0,0.0
-0.394306,0.370303,-0.608829,3.6647716089999998,-0.782679,2.00161,f>b>e>a>c>d,3.0,1.0,4.0,5.0,2.0,0.0
-0.41353999999999996,1.227845,-0.688999,3.6647716089999998,-0.929386,0.673718,f>b>e>c>d>a,5.0,1.0,3.0,4.0,2.0,0.0
-0.408936,1.227845,-0.688999,-0.272329268,-0.929386,0.81035,f>b>e>c>d>a,5.0,1.0,3.0,4.0,2.0,0.0
-0.407931,1.227845,-0.688999,3.6647716089999998,-0.929386,1.398152,b>f>e>c>a>d,4.0,0.0,3.0,5.0,2.0,1.0
-0.412979,1.227845,-0.688999,3.6647716089999998,-0.929386,0.7704989999999999,b>f>e>c>d>a,5.0,0.0,3.0,4.0,2.0,1.0
-0.41082700000000005,1.227845,-0.688999,-0.272329268,-0.929386,0.280901,f>b>e>c>d>a,5.0,1.0,3.0,4.0,2.0,0.0
-0.39564299999999997,0.370303,-1.137956,-0.272329268,-0.9647680000000001,0.7505729999999999,f>b>c>d>a>e,4.0,1.0,2.0,3.0,5.0,0.0
-0.41594200000000003,0.370303,-1.137956,-0.272329268,-0.9647680000000001,2.185209,b>f>a>c>d>e,2.0,0.0,3.0,4.0,5.0,1.0
-0.41579399999999994,0.370303,-1.137956,-0.272329268,-0.9647680000000001,0.9726,b>f>c>a>d>e,3.0,0.0,2.0,4.0,5.0,1.0
-0.412976,0.370303,-1.137956,3.6647716089999998,-0.9647680000000001,1.936141,b>f>c>a>d>e,3.0,0.0,2.0,4.0,5.0,1.0
-0.418357,3.3717019999999995,-1.446978,3.6647716089999998,-1.3263559999999999,2.331804,b>f>c>d>a>e,4.0,0.0,2.0,3.0,5.0,1.0
-0.419048,3.3717019999999995,-1.190431,-0.272329268,-1.334986,1.14339,b>f>d>c>e>a,5.0,0.0,3.0,2.0,4.0,1.0
-0.41882700000000006,1.871002,-1.295382,-0.272329268,-1.429914,0.23962600000000003,b>f>d>c>a>e,4.0,0.0,3.0,2.0,5.0,1.0
-0.417817,2.942931,-1.3668069999999999,-0.272329268,-1.464433,-0.07775800000000001,b>e>f>c>d>a,5.0,0.0,3.0,4.0,1.0,2.0
-0.415601,1.763809,-0.8478829999999999,-0.272329268,-1.2918370000000001,-0.107647,b>f>c>d>e>a,5.0,0.0,2.0,3.0,4.0,1.0
-0.41476499999999994,1.763809,-0.8478829999999999,-0.272329268,-1.2918370000000001,0.043218,b>f>c>d>a>e,4.0,0.0,2.0,3.0,5.0,1.0
-0.41510600000000003,1.763809,-0.8478829999999999,-0.272329268,-1.2918370000000001,0.39903,b>f>c>d>e>a,5.0,0.0,2.0,3.0,4.0,1.0
-0.41603,2.942931,-0.901816,-0.272329268,-1.2400579999999999,0.820312,b>f>e>c>d>a,5.0,0.0,3.0,4.0,2.0,1.0
-0.410934,2.942931,-0.901816,-0.272329268,-1.2400579999999999,1.228785,b>f>e>c>d>a,5.0,0.0,3.0,4.0,2.0,1.0
-0.41589899999999996,2.942931,-0.901816,-0.272329268,-1.2400579999999999,0.49154200000000003,b>f>e>c>d>a,5.0,0.0,3.0,4.0,2.0,1.0
-0.41049300000000005,-0.48723999999999995,0.405697,-0.272329268,-1.015684,-0.22435300000000002,b>f>c>d>e>a,5.0,0.0,2.0,3.0,4.0,1.0
-0.41057,-0.48723999999999995,0.405697,-0.272329268,-1.015684,-0.392297,b>f>c>d>a>e,4.0,0.0,2.0,3.0,5.0,1.0
-0.405067,-0.48723999999999995,0.405697,-0.272329268,-1.015684,0.559858,b>f>c>d>e>a,5.0,0.0,2.0,3.0,4.0,1.0
-0.41385600000000006,-0.48723999999999995,0.405697,-0.272329268,-1.015684,0.376258,b>f>a>c>d>e,2.0,0.0,3.0,4.0,5.0,1.0
-0.403706,-0.48723999999999995,0.405697,-0.272329268,-1.015684,-0.7039880000000001,b>f>a>c>d>e,2.0,0.0,3.0,4.0,5.0,1.0
-0.412584,2.514159,-1.29684,-0.272329268,-1.334986,0.08591499999999999,b>f>d>c>e>a,5.0,0.0,3.0,2.0,4.0,1.0
-0.413637,2.514159,-1.29684,-0.272329268,-1.334986,1.076498,b>f>d>c>e>a,5.0,0.0,3.0,2.0,4.0,1.0
-0.41496700000000003,2.514159,-1.29684,-0.272329268,-1.334986,0.8345450000000001,b>f>d>c>a>e,4.0,0.0,3.0,2.0,5.0,1.0
-0.41598999999999997,0.970582,-0.735644,-0.272329268,-1.050203,0.434612,b>f>c>d>a>e,4.0,0.0,2.0,3.0,5.0,1.0
-0.409329,0.970582,-0.735644,-0.272329268,-1.050203,0.29940300000000003,b>f>c>d>e>a,5.0,0.0,2.0,3.0,4.0,1.0
-0.408476,0.970582,-0.735644,-0.272329268,-1.050203,0.992526,b>f>c>d>e>a,5.0,0.0,2.0,3.0,4.0,1.0
-0.41368999999999995,0.9277049999999999,-1.3055860000000001,-0.272329268,-0.713641,1.354031,f>b>e>c>a>d,4.0,1.0,3.0,5.0,2.0,0.0
-0.413732,0.9277049999999999,-1.3055860000000001,-0.272329268,-0.713641,0.471616,f>e>b>c>a>d,4.0,2.0,3.0,5.0,1.0,0.0
-0.411379,0.9277049999999999,-1.3055860000000001,-0.272329268,-0.713641,1.615909,f>a>e>c>b>d,1.0,4.0,3.0,5.0,2.0,0.0
-0.414368,0.9277049999999999,-1.3055860000000001,-0.272329268,-0.713641,0.803233,f>a>e>b>c>d,1.0,3.0,4.0,5.0,2.0,0.0
-0.362789,-0.48723999999999995,-0.180279,-0.272329268,-0.092296,0.498658,a>f>e>b>d>c,0.0,3.0,5.0,4.0,2.0,1.0
-0.379481,-0.48723999999999995,-0.180279,-0.272329268,-0.092296,-0.444957,f>a>e>b>d>c,1.0,3.0,5.0,4.0,2.0,0.0
-0.11370599999999999,-0.48723999999999995,-0.180279,-0.272329268,-0.092296,-1.866784,e>f>b>d>c>a,5.0,2.0,4.0,3.0,0.0,1.0
-0.32821,-0.48723999999999995,-0.180279,-0.272329268,-0.092296,-0.231469,f>e>b>a>d>c,3.0,2.0,5.0,4.0,1.0,0.0
-0.389678,-0.48723999999999995,-0.180279,-0.272329268,-0.092296,-0.372371,a>f>e>b>d>c,0.0,3.0,5.0,4.0,2.0,1.0
-0.388784,-0.48723999999999995,-0.180279,-0.272329268,-0.092296,-0.026521,a>f>e>b>d>c,0.0,3.0,5.0,4.0,2.0,1.0
-0.377179,-0.48723999999999995,-0.180279,-0.272329268,-0.092296,0.401877,a>f>e>b>d>c,0.0,3.0,5.0,4.0,2.0,1.0
-0.390623,-0.48723999999999995,-0.180279,-0.272329268,-0.092296,-0.824965,f>a>b>e>d>c,1.0,2.0,5.0,4.0,3.0,0.0
-0.3831,-0.48723999999999995,-0.180279,-0.272329268,-0.092296,-0.527505,a>f>b>e>d>c,0.0,2.0,5.0,4.0,3.0,1.0
-0.39159299999999997,-0.48723999999999995,-0.180279,-0.272329268,-0.092296,-0.715374,f>b>a>e>d>c,2.0,1.0,5.0,4.0,3.0,0.0
-0.373364,-0.48723999999999995,-0.180279,-0.272329268,-0.092296,0.138576,f>e>a>b>d>c,2.0,3.0,5.0,4.0,1.0,0.0
-0.364824,-0.48723999999999995,-0.180279,-0.272329268,-0.092296,-0.244279,f>b>e>a>d>c,3.0,1.0,5.0,4.0,2.0,0.0
-0.400617,-0.48723999999999995,-0.547607,-0.272329268,-0.532415,0.201199,e>f>b>c>a>d,4.0,2.0,3.0,5.0,0.0,1.0
-0.39899,-0.48723999999999995,-0.547607,-0.272329268,-0.532415,0.13003599999999998,e>f>b>a>c>d,3.0,2.0,4.0,5.0,0.0,1.0
-0.379279,-0.48723999999999995,-0.547607,-0.272329268,-0.532415,-0.34675300000000003,e>f>b>c>a>d,4.0,2.0,3.0,5.0,0.0,1.0
-0.387094,-0.48723999999999995,-0.547607,-0.272329268,-0.532415,-0.8206950000000001,e>b>f>a>c>d,3.0,1.0,4.0,5.0,0.0,2.0
-0.380447,-0.48723999999999995,-0.547607,-0.272329268,-0.532415,0.185543,e>f>b>c>d>a,5.0,2.0,3.0,4.0,0.0,1.0
-0.397796,-0.48723999999999995,-0.547607,-0.272329268,-0.532415,0.208315,b>e>f>c>d>a,5.0,0.0,3.0,4.0,1.0,2.0
-0.384821,-0.48723999999999995,-0.547607,-0.272329268,-0.532415,0.038948,b>e>f>c>d>a,5.0,0.0,3.0,4.0,1.0,2.0
-0.39208000000000004,-0.48723999999999995,-0.547607,-0.272329268,-0.532415,-0.286976,b>e>f>c>d>a,5.0,0.0,3.0,4.0,1.0,2.0
-0.412409,-0.48723999999999995,-1.151075,-0.272329268,-0.817198,-0.592975,b>f>d>c>e>a,5.0,0.0,3.0,2.0,4.0,1.0
-0.41228400000000004,-0.48723999999999995,-1.151075,-0.272329268,-0.817198,0.06883600000000001,b>f>d>c>e>a,5.0,0.0,3.0,2.0,4.0,1.0
-0.41481899999999994,-0.48723999999999995,-1.151075,-0.272329268,-0.817198,-0.200158,b>f>d>c>e>a,5.0,0.0,3.0,2.0,4.0,1.0
-0.41426199999999996,1.01346,-0.740017,-0.272329268,-1.007917,-0.823542,b>f>d>e>c>a,5.0,0.0,4.0,2.0,3.0,1.0
-0.41607200000000005,1.01346,-0.740017,-0.272329268,-1.007917,-0.360985,b>f>d>e>c>a,5.0,0.0,4.0,2.0,3.0,1.0
-0.414192,-0.48723999999999995,-0.866833,-0.272329268,-0.34256,0.044641,b>e>f>c>a>d,4.0,0.0,3.0,5.0,1.0,2.0
-0.415756,-0.48723999999999995,-0.866833,-0.272329268,-0.34256,0.036101999999999995,b>e>f>c>a>d,4.0,0.0,3.0,5.0,1.0,2.0
-0.415497,-0.48723999999999995,-0.866833,-0.272329268,-0.34256,-0.352446,b>e>f>c>d>a,5.0,0.0,3.0,4.0,1.0,2.0
-0.41611800000000004,-0.48723999999999995,-0.866833,-0.272329268,-0.34256,-0.5915520000000001,e>b>f>c>a>d,4.0,1.0,3.0,5.0,0.0,2.0
-0.416566,-0.48723999999999995,-0.866833,-0.272329268,-0.34256,-0.554547,b>e>f>a>c>d,3.0,0.0,4.0,5.0,1.0,2.0
-0.416258,-0.48723999999999995,-0.866833,-0.272329268,-0.34256,-0.32113400000000003,e>b>f>c>d>a,5.0,1.0,3.0,4.0,0.0,2.0
-0.41371099999999994,-0.48723999999999995,-0.866833,-0.272329268,-0.34256,-0.42645500000000003,e>b>f>c>a>d,4.0,1.0,3.0,5.0,0.0,2.0
-0.412951,-0.48723999999999995,-0.866833,-0.272329268,-0.34256,-0.45065,e>b>f>a>c>d,3.0,1.0,4.0,5.0,0.0,2.0
-0.41858900000000004,1.01346,-1.401791,-0.272329268,-0.972535,1.361148,b>f>a>d>c>e,2.0,0.0,4.0,3.0,5.0,1.0
-0.41719799999999996,-0.48723999999999995,-1.347858,-0.272329268,-0.316671,0.36344899999999997,b>f>d>a>c>e,3.0,0.0,4.0,2.0,5.0,1.0
-0.417145,1.871002,-1.072362,-0.272329268,-0.610084,0.585476,b>f>d>e>a>c,4.0,0.0,5.0,2.0,3.0,1.0
-0.41655699999999996,1.871002,-1.072362,-0.272329268,-0.610084,0.838815,b>f>d>e>c>a,5.0,0.0,4.0,2.0,3.0,1.0
-0.416483,-0.48723999999999995,-0.9834450000000001,-0.272329268,-0.972535,-0.38518,b>f>e>d>a>c,4.0,0.0,5.0,3.0,2.0,1.0
-0.412938,-0.48723999999999995,-0.9834450000000001,-0.272329268,-0.972535,-0.550277,b>e>f>d>a>c,4.0,0.0,5.0,3.0,1.0,2.0
-0.41792799999999997,3.157316,-1.018428,-0.272329268,-1.084722,0.329291,b>f>e>d>c>a,5.0,0.0,4.0,3.0,2.0,1.0
-0.418357,2.942931,-1.330366,-0.272329268,-1.032943,0.498658,b>f>c>e>d>a,5.0,0.0,2.0,4.0,3.0,1.0
