A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,ranking,a,b,c,d,e,f
0.297,0.45,1.36,-1.2,1.01,-1.19,-1.2,1.21,0.504,0.318,0.245,0.23,-1.2,0.9620000000000001,-1.2,0.601,1.06,0.34700000000000003,-1.2,-1.19,1.14,1.06,-1.2,-1.2,b>d>f>c>a>e,4.0,0.0,3.0,1.0,5.0,2.0
0.149,-0.519,2.04,-0.534,2.17,-0.507,-0.5329999999999999,-0.537,-0.532,-0.539,-0.529,-0.536,-0.537,-0.316,-0.5329999999999999,-0.359,2.36,-0.0222,-0.0174,-0.546,-0.546,2.01,-0.537,-0.546,d>f>e>a>c>b,3.0,5.0,4.0,0.0,2.0,1.0
1.1,1.04,-0.442,-0.402,-0.368,-0.442,-0.442,-0.442,-0.434,-0.391,-0.27,-0.318,-0.43,0.00822,-0.442,-0.442,-0.442,0.48,0.5820000000000001,-0.318,-0.442,-0.442,-0.442,4.13,a>c>b>e>d>f,0.0,2.0,1.0,4.0,3.0,5.0
1.49,1.49,-0.604,-0.6,-0.7090000000000001,-0.643,-0.648,-0.541,-0.5379999999999999,-0.547,-0.574,-0.5710000000000001,-0.508,1.14,-0.594,1.23,-0.627,1.52,0.6729999999999999,-0.5770000000000001,-0.484,-0.617,-0.764,2.62,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.27399999999999997,-0.27399999999999997,-0.128,-0.16699999999999998,-0.0673,-0.11599999999999999,-0.239,-0.27399999999999997,-0.27399999999999997,-0.223,-0.00683,-0.0916,-0.18600000000000003,-0.23199999999999998,-0.175,-0.27399999999999997,-0.27399999999999997,-0.27399999999999997,-0.27399999999999997,-0.273,-0.191,-0.27399999999999997,-0.113,4.68,d>a>e>b>f>c,1.0,3.0,5.0,0.0,2.0,4.0
-0.884,-0.884,0.9540000000000001,-0.43200000000000005,0.9059999999999999,-1.67,-1.71,0.505,0.87,0.992,0.943,0.9059999999999999,0.0784,-0.64,0.22899999999999998,-0.49700000000000005,0.519,-0.603,-0.635,-1.71,0.6629999999999999,0.462,-0.48200000000000004,2.13,b>d>e>f>a>c,4.0,0.0,5.0,1.0,2.0,3.0
-0.242,-0.26899999999999996,-0.10400000000000001,-0.26899999999999996,0.26899999999999996,-0.0628,-0.0323,-0.32,-0.221,-0.251,-0.0651,-0.107,-0.19399999999999998,-0.266,-0.134,-0.32,-0.32,-0.32,-0.32,-0.267,-0.20199999999999999,-0.32,-0.32,4.65,b>d>a>e>c>f,2.0,0.0,4.0,1.0,3.0,5.0
-0.599,-0.43799999999999994,2.74,0.44299999999999995,0.0613,-0.43200000000000005,-0.39399999999999996,-0.599,2.36,-0.525,-0.511,-0.599,0.131,-0.131,-0.242,-0.599,2.36,-0.599,-0.599,-0.58,-0.599,-0.11599999999999999,-0.35,-0.17300000000000001,f>e>c>b>d>a,5.0,3.0,2.0,4.0,1.0,0.0
0.22899999999999998,0.462,-0.39799999999999996,-0.391,-0.375,-0.381,-0.405,-0.43200000000000005,-0.43200000000000005,-0.402,-0.429,-0.429,-0.43200000000000005,0.5770000000000001,-0.43200000000000005,0.54,-0.43200000000000005,0.53,0.452,-0.43200000000000005,-0.43200000000000005,-0.43200000000000005,-0.43200000000000005,4.32,a>d>f>e>c>b,0.0,5.0,4.0,1.0,3.0,2.0
-1.9,-1.88,0.45,0.619,0.465,0.45,0.48,0.511,0.542,0.511,0.604,0.604,0.265,-1.91,0.295,0.218,0.542,-1.91,-1.87,0.588,0.7440000000000001,0.373,0.573,0.635,e>a>b>c>d>f,1.0,2.0,3.0,4.0,0.0,5.0
-0.619,1.18,-0.251,2.61,-0.619,-0.619,-0.619,-0.619,-0.619,-0.619,-0.619,-0.619,-0.619,1.02,0.478,-0.299,-0.619,-0.619,-0.619,2.85,-0.00455,0.0124,-0.0215,0.478,d>f>e>c>a>b,4.0,5.0,3.0,0.0,2.0,1.0
-0.22,-0.239,-0.231,-0.213,-0.239,-0.13,0.0024,-0.239,-0.239,-0.239,-0.239,-0.239,-0.239,-0.239,-0.235,-0.239,-0.239,-0.239,-0.239,-0.239,0.154,-0.228,-0.239,4.67,c>f>b>d>e>a,5.0,2.0,0.0,3.0,4.0,1.0
-0.65,-0.657,-0.305,-0.504,0.815,-0.22699999999999998,-0.166,-0.20600000000000002,0.42200000000000004,0.682,0.0123,0.24600000000000002,-0.204,-0.336,0.113,-0.628,0.24600000000000002,-0.516,-0.483,-0.504,-0.573,-0.657,-0.182,4.26,c>e>a>b>f>d,2.0,3.0,0.0,5.0,1.0,4.0
-0.10400000000000001,-0.292,-0.14,-0.14,-0.0931,-0.317,-0.17600000000000002,-0.335,-0.335,-0.17,-0.21600000000000003,-0.0624,-0.327,-0.262,-0.226,-0.064,-0.23399999999999999,0.0884,-0.17600000000000002,-0.335,-0.23399999999999999,-0.18100000000000002,-0.335,4.67,c>e>f>d>b>a,5.0,4.0,0.0,3.0,1.0,2.0
-1.53,-0.5920000000000001,1.08,0.7190000000000001,-0.307,-0.623,-0.0943,-1.53,-1.19,1.12,0.0996,0.9129999999999999,0.38299999999999995,0.7909999999999999,0.261,-0.883,-1.53,-0.0228,1.12,-0.0228,-0.9540000000000001,1.12,-0.502,2.15,d>a>e>f>c>b,1.0,5.0,4.0,0.0,2.0,3.0
-0.715,0.266,-0.812,1.17,0.41700000000000004,0.266,-0.5720000000000001,-0.861,-0.139,-0.47200000000000003,0.0874,0.68,0.0403,-0.0258,-0.39399999999999996,-0.382,0.266,-0.861,-0.861,-0.332,0.907,-0.665,-0.807,3.81,b>e>d>c>f>a,5.0,0.0,3.0,2.0,1.0,4.0
-0.991,-0.932,0.106,-0.22399999999999998,1.04,-0.218,1.2,-0.705,1.78,-0.486,-0.29100000000000004,-0.102,0.272,-0.922,-0.317,-0.991,-0.596,-0.8220000000000001,-0.8959999999999999,0.272,0.191,0.777,-0.276,3.15,c>f>e>a>d>b,3.0,5.0,0.0,4.0,2.0,1.0
1.17,1.04,-0.344,-0.728,-0.612,-0.701,-0.685,-0.565,-0.685,-0.654,-0.507,-0.55,-0.623,1.15,-0.523,1.28,-0.377,0.968,0.9440000000000001,-0.8320000000000001,-0.386,-0.596,-0.32799999999999996,3.15,a>e>f>d>c>b,0.0,5.0,4.0,3.0,1.0,2.0
-0.28,-0.431,-0.431,-0.158,0.371,-0.0484,-0.20800000000000002,-0.431,-0.363,-0.18100000000000002,0.0293,0.0614,0.11599999999999999,-0.389,0.134,-0.431,-0.299,-0.332,-0.275,-0.0735,-0.431,-0.23399999999999999,-0.303,4.58,b>f>e>d>c>a,5.0,0.0,4.0,3.0,2.0,1.0
-0.312,-0.34600000000000003,-0.145,-0.214,0.0116,-0.0223,0.0116,0.023,-0.34600000000000003,-0.34600000000000003,-0.32899999999999996,-0.23800000000000002,-0.0417,-0.267,-0.0417,-0.34600000000000003,0.0622,-0.34600000000000003,-0.34600000000000003,-0.23800000000000002,-0.145,-0.335,-0.34600000000000003,4.64,d>e>c>f>b>a,5.0,4.0,2.0,0.0,1.0,3.0
-0.17,-0.23600000000000002,-0.19699999999999998,-0.243,-0.233,-0.14,-0.154,-0.185,-0.175,-0.243,-0.22899999999999998,-0.213,-0.192,-0.243,-0.18,-0.243,-0.22699999999999998,-0.215,-0.154,-0.183,-0.23600000000000002,-0.16,-0.243,4.69,b>a>c>e>f>d,1.0,0.0,2.0,5.0,3.0,4.0
-0.593,-0.34,0.063,0.107,0.099,0.063,-0.406,-0.307,-0.593,-0.545,0.00685,0.345,-0.353,0.166,-0.111,-0.34700000000000003,-0.593,-0.353,0.134,-0.48700000000000004,0.17800000000000002,-0.02,-0.593,4.48,b>f>c>e>d>a,5.0,0.0,2.0,4.0,3.0,1.0
-0.708,-0.617,0.708,-0.6729999999999999,0.9670000000000001,0.35100000000000003,0.708,0.958,-0.7509999999999999,-0.483,-0.596,-0.483,0.0134,-0.6729999999999999,0.0652,-0.63,0.9059999999999999,-0.621,-0.647,-0.7120000000000001,0.807,-0.695,-0.7509999999999999,3.55,d>f>e>a>c>b,3.0,5.0,4.0,0.0,2.0,1.0
-0.221,-0.203,-0.21899999999999997,-0.10300000000000001,-0.221,-0.221,-0.221,-0.221,-0.221,-0.221,-0.221,-0.221,-0.221,-0.16899999999999998,-0.221,-0.221,-0.221,-0.221,-0.193,-0.0527,-0.221,-0.221,-0.221,4.69,a>d>f>e>c>b,0.0,5.0,4.0,1.0,3.0,2.0
-0.228,-0.225,-0.059000000000000004,-0.237,-0.225,-0.237,-0.237,-0.168,-0.165,-0.237,-0.22,-0.22,-0.0878,-0.203,-0.12300000000000001,-0.237,-0.214,-0.22899999999999998,-0.226,-0.237,-0.223,-0.223,-0.235,4.69,b>a>c>f>d>e,1.0,0.0,2.0,4.0,5.0,3.0
-0.27899999999999997,-0.304,-0.26,-0.304,-0.27,-0.304,-0.289,-0.304,-0.27899999999999997,-0.304,-0.299,-0.27899999999999997,-0.304,-0.304,-0.27,-0.304,-0.265,-0.304,-0.282,2.31,-0.18,-0.284,-0.304,3.98,e>b>a>c>d>f,2.0,1.0,3.0,4.0,0.0,5.0
0.013000000000000001,1.83,-0.41200000000000003,-0.637,0.371,-0.537,-0.745,1.97,0.0474,-0.92,-0.862,-0.8640000000000001,-0.84,-0.41200000000000003,-0.585,-0.5760000000000001,0.45299999999999996,1.87,1.47,-0.862,1.69,-0.6579999999999999,-0.63,-0.179,e>c>b>d>f>a,5.0,2.0,1.0,3.0,0.0,4.0
0.628,0.35,-0.652,-0.342,1.48,-0.565,-0.503,-0.652,1.63,-0.597,-0.54,-0.618,-0.599,-0.488,-0.5760000000000001,-0.652,-0.456,-0.625,-0.503,2.17,0.841,2.57,-0.652,-0.6509999999999999,d>f>e>c>b>a,5.0,4.0,3.0,0.0,2.0,1.0
1.08,1.16,-0.588,-0.504,-0.583,-0.545,-0.588,-0.588,-0.588,-0.588,-0.508,-0.565,-0.579,1.04,-0.588,1.14,-0.588,0.943,0.9890000000000001,-0.588,-0.5379999999999999,-0.52,-0.588,3.28,a>f>d>e>c>b,0.0,5.0,4.0,2.0,3.0,1.0
-1.22,-0.319,0.126,1.02,0.39899999999999997,-0.0324,-1.38,-1.45,-0.6659999999999999,-1.37,0.493,0.39899999999999997,0.9259999999999999,1.45,-0.39899999999999997,-0.506,-1.45,0.335,1.26,1.18,-0.545,1.86,-0.794,0.703,d>f>e>c>b>a,5.0,4.0,3.0,0.0,2.0,1.0
-0.914,-0.7959999999999999,0.0829,0.20800000000000002,-0.226,-0.45299999999999996,-0.282,-0.13,-0.298,1.16,1.26,1.2,-0.13,-0.498,-0.381,-0.708,0.20800000000000002,-0.42100000000000004,-0.867,-0.56,-0.156,-0.684,-0.35,3.72,e>d>f>a>c>b,3.0,5.0,4.0,1.0,0.0,2.0
0.49700000000000005,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,-0.243,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,-0.267,-0.314,-0.314,-0.314,1.77,4.2,-0.314,d>f>e>a>c>b,3.0,5.0,4.0,0.0,2.0,1.0
-0.754,-0.62,-0.7390000000000001,0.228,1.61,-0.659,-0.667,1.09,0.675,0.0255,1.14,1.04,-0.546,-0.754,-0.428,-0.754,-0.11599999999999999,-0.747,-0.628,-0.0377,-0.736,-0.0644,-0.754,3.2,e>f>d>b>c>a,5.0,3.0,4.0,2.0,0.0,1.0
-0.433,-0.527,-0.292,0.171,0.214,-0.264,0.258,-0.568,1.16,-0.504,-0.237,-0.18,-0.245,-0.408,0.40700000000000003,-0.588,-0.226,-0.332,-0.36700000000000005,0.00898,-0.461,-0.486,-0.408,4.31,e>b>d>c>f>a,5.0,1.0,3.0,2.0,0.0,4.0
-0.33899999999999997,-0.0677,-0.127,-0.132,-0.33899999999999997,-0.06,-0.33899999999999997,-0.027000000000000003,-0.33899999999999997,-0.33899999999999997,-0.33899999999999997,-0.265,-0.33899999999999997,0.263,-0.159,-0.33899999999999997,-0.33899999999999997,-0.33899999999999997,0.292,-0.0677,-0.33899999999999997,-0.33899999999999997,-0.184,4.61,c>d>b>e>f>a,5.0,2.0,0.0,1.0,3.0,4.0
-1.07,0.368,0.368,-0.20800000000000002,-0.228,0.368,-0.898,-0.816,0.493,0.111,-0.444,0.828,0.828,-0.0353,-0.39299999999999996,1.25,-0.755,-0.146,-0.575,-1.07,-0.0995,-0.755,-0.77,3.62,c>e>b>d>f>a,5.0,2.0,0.0,3.0,1.0,4.0
-0.7759999999999999,0.139,1.08,-0.40700000000000003,-0.278,-0.7759999999999999,-0.7759999999999999,-0.7759999999999999,-0.721,-0.264,0.513,3.18,-0.46299999999999997,-0.0231,-0.485,1.22,-0.7759999999999999,0.0885,0.61,-0.7759999999999999,-0.721,-0.708,-0.00267,1.92,d>e>c>b>f>a,5.0,3.0,2.0,0.0,1.0,4.0
-0.6629999999999999,-0.43200000000000005,-0.6920000000000001,-0.735,0.754,0.9329999999999999,0.986,0.6729999999999999,-0.6920000000000001,-0.57,-0.677,-0.715,0.667,-0.715,0.7829999999999999,-0.73,0.6579999999999999,-0.519,-0.516,-0.7659999999999999,0.852,-0.51,-0.755,3.39,c>e>f>b>d>a,5.0,3.0,0.0,4.0,1.0,2.0
-0.281,-0.217,-0.287,-0.25,-0.26,-0.23399999999999999,-0.27899999999999997,-0.27,-0.262,-0.263,-0.0301,-0.0419,-0.228,-0.226,-0.18100000000000002,-0.287,-0.212,-0.24600000000000002,-0.23800000000000002,-0.25,0.000602,-0.22399999999999998,0.0881,4.67,a>e>f>d>c>b,0.0,5.0,4.0,3.0,1.0,2.0
-1.28,-1.2,0.986,0.256,0.84,0.973,1.06,0.109,0.909,0.384,0.135,-0.0368,-1.2,-1.28,-1.25,-1.28,1.27,-1.28,-1.25,0.626,0.282,1.39,1.2,-0.348,d>f>c>a>e>b,3.0,5.0,2.0,0.0,4.0,1.0
-0.188,-0.261,-0.261,-0.0982,-0.261,-0.19899999999999998,-0.226,-0.261,-0.198,-0.254,-0.191,-0.0241,-0.255,-0.22,-0.0396,-0.244,-0.259,-0.261,-0.133,-0.0769,-0.261,-0.23800000000000002,-0.261,4.68,a>c>e>d>f>b,0.0,5.0,1.0,3.0,2.0,4.0
-1.93,0.9209999999999999,0.895,-0.00158,1.02,0.00877,0.381,0.0917,1.32,1.1,-0.755,-0.863,-0.196,-2.08,-0.529,-2.03,-0.258,0.852,0.852,0.15,-0.225,0.47100000000000003,-0.406,1.21,b>e>c>d>f>a,5.0,0.0,2.0,3.0,1.0,4.0
0.268,-0.486,-0.36,-0.48,-0.297,-0.486,-0.486,-0.486,-0.272,-0.287,-0.36,-0.47200000000000003,-0.45299999999999996,-0.0461,-0.461,-0.368,-0.409,2.13,2.32,-0.45,-0.486,-0.272,-0.40399999999999997,3.11,c>f>b>e>a>d,4.0,2.0,0.0,5.0,3.0,1.0
1.41,0.259,0.547,-0.713,-0.5539999999999999,-0.8059999999999999,-0.833,-0.723,-0.203,-0.7340000000000001,-0.732,-0.727,-0.7759999999999999,0.515,-0.785,1.11,0.185,1.54,1.5,-0.727,-0.201,-0.573,-0.718,2.75,d>b>f>a>c>e,3.0,1.0,4.0,0.0,5.0,2.0
-0.21600000000000003,-0.64,-0.838,0.32799999999999996,0.0259,0.237,-0.98,-0.794,-0.71,-0.0735,-0.838,-0.644,1.23,2.47,-0.384,0.32799999999999996,-0.309,0.636,0.7859999999999999,-0.5379999999999999,-0.71,-0.107,-1.02,2.76,e>d>a>f>c>b,2.0,5.0,4.0,1.0,0.0,3.0
-0.9109999999999999,1.12,1.68,-0.735,-0.748,-0.804,-0.6890000000000001,-0.8759999999999999,-0.748,-0.748,-0.494,-0.6859999999999999,-0.7070000000000001,1.63,-0.7070000000000001,1.24,-0.252,1.42,1.42,-0.7659999999999999,0.00157,1.28,-0.9059999999999999,0.975,d>e>f>a>b>c,3.0,4.0,5.0,0.0,1.0,2.0
0.33399999999999996,-0.769,-0.765,-0.746,0.972,0.696,0.713,0.254,-0.7040000000000001,-0.642,-0.687,-0.665,0.21,-0.765,0.184,-0.769,0.134,-0.698,-0.759,1.86,1.06,-0.723,-0.765,3.05,b>a>f>c>e>d,1.0,0.0,3.0,5.0,4.0,2.0
-1.2,0.83,-0.129,0.0169,-0.209,-0.43,0.152,-0.41700000000000004,-0.39899999999999997,-0.41700000000000004,-0.344,-0.501,-0.247,-0.0144,-0.313,1.02,-0.00145,0.36,0.414,-0.36700000000000005,-0.961,-0.129,-0.7759999999999999,4.07,d>f>b>c>e>a,5.0,2.0,3.0,0.0,4.0,1.0
-1.1,0.408,-0.226,-1.62,0.8759999999999999,-1.52,-1.58,0.0089,0.7190000000000001,0.659,0.7070000000000001,0.675,0.408,0.299,0.35600000000000004,0.764,0.602,-1.21,-1.12,0.723,0.607,-1.58,0.146,2.0,a>f>e>d>c>b,0.0,5.0,4.0,3.0,2.0,1.0
-0.358,-0.358,0.433,-0.261,-0.0235,-0.28800000000000003,-0.358,-0.198,-0.33299999999999996,-0.348,-0.299,-0.307,-0.254,-0.138,-0.28300000000000003,0.156,-0.0805,-0.31,-0.17,0.0257,-0.257,-0.32299999999999995,-0.267,4.61,a>b>c>f>e>d,0.0,1.0,2.0,5.0,4.0,3.0
-0.32899999999999996,-0.32899999999999996,-0.281,-0.253,-0.32899999999999996,-0.281,-0.218,-0.198,-0.327,-0.312,-0.32,-0.32899999999999996,-0.303,-0.3,-0.28600000000000003,-0.32899999999999996,-0.23,-0.285,-0.305,-0.29100000000000004,1.01,0.7390000000000001,-0.32899999999999996,4.43,f>c>e>b>a>d,4.0,3.0,1.0,5.0,2.0,0.0
-0.602,-0.387,-0.49700000000000005,-0.6609999999999999,2.32,-0.6609999999999999,-0.638,-0.155,2.2,-0.327,-0.43200000000000005,-0.442,-0.642,-0.349,-0.6609999999999999,-0.43,0.946,-0.475,-0.40399999999999997,-0.31,2.53,-0.16699999999999998,-0.6609999999999999,0.907,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.363,-0.387,-0.451,-0.451,0.17800000000000002,-0.451,-0.451,0.745,-0.215,-0.251,-0.451,-0.18,0.517,-0.0944,-0.284,-0.395,0.218,-0.451,-0.132,-0.39,-0.451,0.215,-0.451,4.43,f>a>c>b>d>e,1.0,3.0,2.0,4.0,5.0,0.0
-1.66,-1.66,0.718,0.358,0.6559999999999999,0.609,0.506,0.79,1.02,0.988,0.0879,0.0737,-0.23,-1.66,-0.39899999999999997,0.562,0.6709999999999999,-1.63,-1.54,0.685,1.12,0.449,-1.34,0.8270000000000001,f>a>c>b>e>d,1.0,3.0,2.0,5.0,4.0,0.0
0.273,-0.978,0.0529,-1.22,0.753,0.529,0.565,1.34,0.76,0.85,-1.36,-1.34,0.139,-1.13,0.10300000000000001,-0.8640000000000001,0.45,-0.978,-0.978,1.66,0.29600000000000004,0.455,-1.3,1.91,e>a>b>d>c>f,1.0,2.0,4.0,3.0,0.0,5.0
-0.424,-0.536,-0.536,1.35,0.7909999999999999,-0.509,-0.33,-0.536,-0.385,-0.28800000000000003,0.0352,0.46,0.14300000000000002,-0.11800000000000001,-0.536,-0.242,-0.536,-0.408,-0.536,0.0693,-0.424,-0.147,-0.506,4.14,e>d>c>a>b>f,3.0,4.0,2.0,1.0,0.0,5.0
0.436,1.14,-0.575,0.44799999999999995,-0.474,-0.698,-0.7240000000000001,-0.537,-0.5479999999999999,-0.623,-0.7240000000000001,-0.736,-0.893,1.01,-0.866,0.8759999999999999,-0.511,0.635,0.838,-0.376,-0.34700000000000003,-0.387,0.0996,3.55,a>e>d>b>c>f,0.0,3.0,4.0,2.0,1.0,5.0
-0.429,-0.43,-0.19899999999999998,0.0383,0.299,-0.332,-0.315,-0.141,-0.29100000000000004,-0.275,-0.40299999999999997,-0.43,0.125,-0.228,-0.41700000000000004,-0.43,-0.43,0.0972,-0.282,0.136,-0.39399999999999996,-0.0161,0.17600000000000002,4.57,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
2.28,0.281,-0.8290000000000001,0.281,1.47,0.281,-0.8290000000000001,-0.8290000000000001,-0.8290000000000001,2.45,0.5920000000000001,0.581,-0.0682,-0.8290000000000001,1.13,-0.812,-0.8290000000000001,-0.8290000000000001,-0.8290000000000001,-0.778,-0.43700000000000006,0.20600000000000002,-0.603,-0.23600000000000002,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
-0.027999999999999997,1.19,-0.135,-0.21100000000000002,-0.21100000000000002,-0.82,-1.85,2.08,0.33899999999999997,0.823,-0.135,-0.32,-0.32,-0.638,-1.43,-0.455,-1.65,1.01,0.86,0.5820000000000001,0.9470000000000001,0.86,-1.43,0.9470000000000001,b>e>d>c>f>a,5.0,0.0,3.0,2.0,1.0,4.0
-0.904,-0.085,-0.341,-0.555,0.825,0.522,0.35700000000000004,0.917,-0.7929999999999999,-0.904,-0.875,-0.698,0.917,-0.332,1.53,-0.904,1.04,-0.528,-0.322,-0.904,0.31,-0.825,-0.546,3.11,d>b>c>a>e>f,3.0,1.0,2.0,0.0,4.0,5.0
-0.5539999999999999,0.0119,-0.43700000000000006,-0.451,-0.47700000000000004,-0.5539999999999999,-0.5539999999999999,-0.5539999999999999,-0.5539999999999999,-0.5539999999999999,-0.147,-0.457,1.73,0.311,-0.5539999999999999,0.285,-0.5539999999999999,1.3,-0.5539999999999999,-0.5539999999999999,-0.5539999999999999,1.7,-0.5539999999999999,3.27,b>a>d>f>c>e,1.0,0.0,4.0,2.0,5.0,3.0
-0.23800000000000002,-0.23800000000000002,-0.214,-0.135,-0.188,-0.209,-0.223,-0.23800000000000002,-0.225,-0.23800000000000002,-0.209,-0.198,-0.177,-0.203,-0.188,-0.0796,-0.23800000000000002,-0.188,-0.223,-0.192,-0.19699999999999998,-0.23800000000000002,-0.225,4.69,d>a>e>b>c>f,1.0,3.0,4.0,0.0,2.0,5.0
-0.327,-0.13699999999999998,-0.13699999999999998,-0.23399999999999999,-0.276,-0.327,-0.29600000000000004,-0.315,-0.327,-0.125,-0.125,-0.0972,-0.299,-0.191,-0.301,-0.0006230000000000001,-0.273,-0.0238,-0.0327,-0.25,-0.125,-0.282,-0.166,4.67,d>b>e>c>a>f,4.0,1.0,3.0,0.0,2.0,5.0
-0.262,-0.256,0.0378,-0.115,-0.27399999999999997,-0.21600000000000003,-0.27399999999999997,-0.17300000000000001,-0.222,-0.27399999999999997,-0.21600000000000003,-0.20800000000000002,-0.242,-0.0687,-0.22,0.0577,-0.237,-0.27399999999999997,-0.27399999999999997,-0.256,-0.261,-0.175,-0.27399999999999997,4.67,b>a>c>e>d>f,1.0,0.0,2.0,4.0,3.0,5.0
-0.218,-0.133,-0.16699999999999998,-0.207,-0.203,-0.212,-0.192,-0.193,-0.218,-0.218,-0.218,-0.218,-0.218,-0.195,-0.218,-0.218,-0.212,-0.218,-0.218,-0.218,-0.20600000000000002,-0.171,-0.218,4.69,b>a>d>e>c>f,1.0,0.0,4.0,2.0,3.0,5.0
-0.49,-0.49,1.16,-0.49,0.23600000000000002,-0.49,-0.49,-0.46,0.177,0.354,-0.474,-0.49,-0.49,-0.28600000000000003,-0.22899999999999998,-0.45399999999999996,2.65,-0.41100000000000003,-0.49,-0.33299999999999996,-0.49,-0.32799999999999996,-0.49,3.3,e>a>d>b>c>f,1.0,3.0,4.0,2.0,0.0,5.0
-0.251,-0.228,-0.12,-0.131,-0.162,-0.251,-0.251,-0.231,-0.175,-0.251,-0.198,-0.251,-0.172,-0.21600000000000003,-0.175,-0.172,-0.251,-0.24,-0.203,-0.251,-0.251,0.0107,-0.251,4.69,a>c>f>e>b>d,0.0,4.0,1.0,5.0,3.0,2.0
-0.765,-0.752,-0.147,2.2,-0.011000000000000001,0.535,-0.614,-0.27399999999999997,-0.765,-0.765,-0.5820000000000001,-0.33,0.409,0.7959999999999999,-0.0982,0.42200000000000004,-0.765,-0.695,-0.765,-0.5760000000000001,-0.478,1.19,-0.318,3.15,f>b>a>d>c>e,2.0,1.0,4.0,3.0,5.0,0.0
-0.601,1.5,-0.536,-0.6859999999999999,1.51,-0.6859999999999999,-0.679,0.723,-0.532,-0.642,-0.486,-0.486,-0.544,0.389,-0.6859999999999999,-0.6729999999999999,0.43200000000000005,-0.6859999999999999,0.18600000000000003,-0.654,2.51,2.31,-0.6859999999999999,-0.318,d>b>f>a>c>e,3.0,1.0,4.0,0.0,5.0,2.0
-0.29100000000000004,-0.266,-0.29100000000000004,-0.259,-0.20600000000000002,-0.299,-0.326,-0.29600000000000004,2.46,-0.306,-0.251,-0.27399999999999997,-0.24,-0.319,-0.321,-0.326,-0.271,-0.326,-0.316,-0.294,-0.264,-0.304,-0.311,3.88,f>a>d>b>e>c,1.0,3.0,5.0,2.0,4.0,0.0
-0.134,-0.079,-0.6759999999999999,-0.6759999999999999,2.1,-0.598,-0.6759999999999999,-0.588,2.49,-0.39399999999999996,1.56,1.55,-0.659,-0.361,-0.6659999999999999,-0.187,1.49,-0.639,-0.635,-0.157,-0.608,-0.645,-0.596,-0.22,f>a>b>d>c>e,1.0,2.0,4.0,3.0,5.0,0.0
-0.502,0.259,-0.311,-0.311,0.0126,1.44,1.19,-0.00471,-0.573,2.97,-0.5379999999999999,-0.573,-0.5589999999999999,-0.536,-0.573,-0.573,-0.5489999999999999,-0.494,-0.513,-0.473,-0.254,2.52,-0.573,-0.479,f>e>c>b>a>d,4.0,3.0,2.0,5.0,1.0,0.0
-0.914,-0.914,-0.0204,3.04,-0.35600000000000004,-0.914,-0.914,-0.914,-0.914,-0.24100000000000002,0.591,0.679,1.29,1.03,-0.168,-0.6559999999999999,-0.914,0.7659999999999999,-0.789,1.18,0.41700000000000004,0.215,-0.914,0.337,e>f>b>d>c>a,5.0,2.0,4.0,3.0,0.0,1.0
-0.249,-0.22699999999999998,-0.13699999999999998,-0.174,-0.2,-0.19399999999999998,-0.231,-0.249,-0.247,-0.249,-0.162,-0.174,-0.163,-0.162,-0.19699999999999998,-0.168,-0.243,-0.21899999999999997,-0.18600000000000003,-0.16699999999999998,-0.249,-0.203,-0.249,4.69,b>c>a>f>d>e,2.0,0.0,1.0,4.0,5.0,3.0
-0.963,-0.866,-0.93,0.442,0.6,0.299,0.47100000000000003,0.0737,1.26,1.23,0.35700000000000004,0.32799999999999996,-1.03,-0.848,-1.01,-0.885,-0.0167,-0.813,-0.828,0.0234,0.691,-0.903,0.157,3.16,a>c>d>f>b>e,0.0,4.0,1.0,2.0,5.0,3.0
-0.28300000000000003,-0.0318,-0.0763,-0.231,-0.157,-0.252,-0.28300000000000003,-0.247,-0.28300000000000003,-0.10400000000000001,-0.166,-0.2,-0.19,-0.252,-0.159,-0.28300000000000003,-0.28300000000000003,-0.158,-0.214,-0.188,-0.20600000000000002,-0.151,-0.28300000000000003,4.68,c>a>b>e>d>f,1.0,2.0,0.0,4.0,3.0,5.0
-0.397,-0.231,-0.162,-0.231,-0.337,-0.397,-0.397,-0.397,-0.397,-0.397,0.221,0.192,-0.11599999999999999,0.0406,-0.322,-0.397,-0.397,-0.337,-0.397,-0.34700000000000003,0.17800000000000002,-0.139,0.65,4.52,a>e>d>b>f>c,0.0,3.0,5.0,2.0,1.0,4.0
-0.606,-0.0538,-0.606,-0.606,2.21,0.225,-0.606,3.52,0.107,0.174,-0.5770000000000001,-0.606,0.688,0.509,-0.606,-0.606,-0.606,0.0471,-0.606,-0.606,-0.606,0.38299999999999995,-0.606,0.0287,f>a>c>e>b>d,1.0,4.0,2.0,5.0,3.0,0.0
