A1,A2,A3,A4,A5,A6,A7,A8,A9,ranking,a,b,c,d,e,f
-0.425816,-0.121804,0.63029,-0.489097,0.0571414,-0.9645729999999999,-0.41078100000000006,-1.0,-1.0,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.565403,-0.218045,0.572383,-0.345794,0.0214277,-0.8196459999999999,-0.460967,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.512727,-0.245113,0.5902,-0.320872,0.0321415,-0.8196459999999999,-0.440521,-1.0,-0.607843,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.5364329999999999,-0.569925,0.567929,-0.339564,0.0999995,-0.816425,-0.423792,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.517123,-0.275188,0.536748,-0.0841122,-0.0464275,-0.806763,-0.45167299999999994,-1.0,-0.333333,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.111496,0.07969939999999999,0.7371939999999999,-0.663551,-0.396428,-1.0,-0.24535300000000002,-1.0,-1.0,e>a>c>b>d>f,1.0,3.0,2.0,4.0,0.0,5.0
-0.41703500000000004,-0.12481199999999999,0.625835,-0.775701,0.139285,-0.980676,-0.34944200000000003,-1.0,-1.0,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.565403,-0.190977,0.5144770000000001,-0.42056099999999996,0.0285721,-0.809984,-0.462825,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.491658,-0.359398,0.594655,-0.36448600000000003,0.0,-0.803543,-0.375465,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.533806,-0.305263,0.5144770000000001,-0.39563899999999996,0.14285799999999998,-0.832528,-0.414498,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.525904,-0.193985,0.510022,-0.383178,0.010713799999999999,-0.832528,-0.401487,-1.0,-1.0,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.116771,-0.00751868,0.674833,-0.819315,-0.29285700000000003,-0.9645729999999999,-0.215613,-1.0,-1.0,a>c>b>e>d>f,0.0,2.0,1.0,4.0,3.0,5.0
-0.419662,-0.157895,0.518931,-0.233645,-0.203571,-0.8132050000000001,-0.375465,-1.0,-1.0,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.40210999999999997,-0.166917,0.496659,-0.16510899999999998,-0.239285,-0.816425,-0.371747,-1.0,-0.647059,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.370502,-0.218045,0.48775100000000005,-0.22118400000000002,-0.167857,-0.8196459999999999,-0.33829000000000004,-1.0,-1.0,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.280943,-0.12481199999999999,0.576837,-0.713396,0.014286000000000002,-0.94847,-0.356877,-0.9047620000000001,-0.0588235,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.037751400000000004,0.040601599999999995,0.683742,-0.613707,-0.446428,-0.925926,-0.310409,-1.0,0.45098,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.649687,-0.013533600000000002,0.19376400000000002,1.0,-0.9714280000000001,-0.458937,-0.918216,0.396825,-1.0,f>d>a>b>c>e,2.0,3.0,4.0,1.0,5.0,0.0
-0.297626,-0.398496,-0.175946,-0.021806799999999998,0.0285721,-0.806763,-0.133829,-1.0,-1.0,b>d>f>a>c>e,3.0,0.0,4.0,1.0,5.0,2.0
-0.0728654,-0.750376,-0.162583,-0.208723,0.0892856,-0.8486309999999999,0.111524,-1.0,-1.0,b>d>a>c>e>f,2.0,0.0,3.0,1.0,4.0,5.0
-0.09042760000000001,-0.909774,-0.23830700000000002,-0.208723,0.296429,-0.8132050000000001,0.150558,-1.0,-1.0,b>d>a>c>e>f,2.0,0.0,3.0,1.0,4.0,5.0
-0.250215,-0.42556400000000005,-1.0,-0.152648,0.407142,-0.877617,0.133829,-1.0,-1.0,b>d>f>a>c>e,3.0,0.0,4.0,1.0,5.0,2.0
-0.516243,-0.359398,-1.0,-0.040498400000000004,0.45357,-0.687601,-0.118959,-1.0,-1.0,d>f>b>a>c>e,3.0,2.0,4.0,0.0,5.0,1.0
-0.228267,-0.23609000000000002,-1.0,-0.0841122,0.149999,-0.8486309999999999,0.0947954,-1.0,-1.0,b>d>f>a>c>e,3.0,0.0,4.0,1.0,5.0,2.0
0.100967,-0.184962,-1.0,-0.196262,-0.139285,-0.89694,0.26579899999999995,-1.0,-1.0,b>d>a>c>e>f,2.0,0.0,3.0,1.0,4.0,5.0
-0.8235299999999999,-0.311278,-1.0,0.713396,-0.7607119999999999,1.0,-0.715613,-1.0,-1.0,d>a>b>c>e>f,1.0,2.0,3.0,0.0,4.0,5.0
-0.819134,-0.317293,-1.0,0.7009350000000001,-0.682143,1.0,-0.72119,-1.0,-1.0,d>a>b>c>e>f,1.0,2.0,3.0,0.0,4.0,5.0
-0.185251,-0.203007,-1.0,-0.308411,-0.128572,-0.8937200000000001,0.314126,-1.0,-1.0,b>d>a>c>e>f,2.0,0.0,3.0,1.0,4.0,5.0
-0.172074,-0.362406,-0.282851,0.17134000000000002,-0.153571,-0.755233,-0.20631999999999998,-0.847619,1.0,d>b>a>c>e>f,2.0,1.0,3.0,0.0,4.0,5.0
-0.118519,-0.326316,-0.853007,-0.239875,0.278571,-0.958132,0.08550189999999999,-1.0,0.09803919999999999,b>d>a>c>e>f,2.0,0.0,3.0,1.0,4.0,5.0
-0.30640700000000004,-0.0165412,0.0645881,-0.208723,-0.0857134,-1.0,-0.230483,-1.0,-1.0,e>b>a>c>d>f,2.0,1.0,3.0,4.0,0.0,5.0
-0.278316,-0.07969910000000001,0.0734968,-0.43925200000000003,0.053571900000000006,-1.0,-0.19330799999999998,-1.0,-1.0,e>b>a>c>d>f,2.0,1.0,3.0,4.0,0.0,5.0
-0.373129,0.121805,-0.00222712,-0.17134000000000002,-0.08214400000000001,-1.0,-0.28810399999999997,-1.0,-1.0,e>a>b>c>d>f,1.0,2.0,3.0,4.0,0.0,5.0
-0.35294000000000003,0.0105266,-0.0244988,-0.14641700000000002,0.0214277,-1.0,-0.276952,-1.0,-1.0,e>a>b>c>d>f,1.0,2.0,3.0,4.0,0.0,5.0
-0.838455,0.10375899999999999,-0.224944,-0.22118400000000002,0.692857,-1.0,-0.598513,-1.0,-1.0,e>a>b>c>d>f,1.0,2.0,3.0,4.0,0.0,5.0
-0.321332,0.28120300000000004,-0.652561,-0.0965732,-0.039285900000000006,-1.0,-0.159851,-1.0,-1.0,e>a>b>c>d>f,1.0,2.0,3.0,4.0,0.0,5.0
-0.296747,0.028571499999999996,-1.0,0.121495,0.0464275,-1.0,0.0130111,-1.0,-1.0,e>f>a>b>c>d,2.0,3.0,4.0,5.0,0.0,1.0
-0.250215,0.15188,-1.0,-0.8317760000000001,0.310715,-1.0,0.0762082,-1.0,-1.0,e>a>b>c>d>f,1.0,2.0,3.0,4.0,0.0,5.0
-1.0,1.0,-1.0,-0.9688469999999999,1.0,-1.0,-0.773234,-1.0,-1.0,e>a>b>c>d>f,1.0,2.0,3.0,4.0,0.0,5.0
-0.9859540000000001,-0.109774,0.42539,-0.0529595,0.07142739999999999,-0.433172,-1.0,-0.244444,-1.0,f>d>a>b>c>e,2.0,3.0,4.0,1.0,5.0,0.0
-0.365227,0.07969939999999999,0.45211599999999996,0.202492,-0.48571400000000003,-0.529791,-0.933085,0.034920599999999996,-1.0,f>d>a>b>c>e,2.0,3.0,4.0,1.0,5.0,0.0
0.053555399999999996,-0.184962,0.48775100000000005,-0.41433000000000003,-0.08214400000000001,-0.806763,-0.36803,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.00614364,0.24210500000000001,-0.0200445,0.10280399999999999,-0.839284,-0.755233,-0.195167,-1.0,-1.0,f>b>d>a>c>e,3.0,1.0,4.0,2.0,5.0,0.0
0.09746089999999999,0.521805,-0.184855,-0.36448600000000003,-0.778571,-0.9001610000000001,-0.408922,0.0666666,-1.0,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.562776,-0.052631399999999995,-0.207127,-0.0654206,0.174999,-1.0,-0.39776999999999996,-0.51746,-1.0,f>b>d>a>c>e,3.0,1.0,4.0,2.0,5.0,0.0
-0.572426,0.239098,-1.0,0.302181,0.239285,-1.0,-0.38104099999999996,-0.593651,-0.647059,f>d>a>b>c>e,2.0,3.0,4.0,1.0,5.0,0.0
-0.553995,0.0436092,-1.0,0.557632,0.303571,-0.987118,-0.328996,-0.7460319999999999,-0.647059,f>d>a>b>c>e,2.0,3.0,4.0,1.0,5.0,0.0
-0.469711,0.20902300000000001,-1.0,0.0654206,0.146427,-1.0,-0.423792,0.0095238,-0.686275,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.501319,0.15188,-1.0,0.0529595,0.24285700000000002,-1.0,-0.42565,-0.0031746,-0.72549,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.622475,0.0255642,-1.0,0.489097,0.278571,-0.9742350000000001,-0.32342,-0.612698,-0.803922,f>d>a>b>c>e,2.0,3.0,4.0,1.0,5.0,0.0
-0.612815,-0.0556389,-1.0,0.40186900000000003,0.221429,-0.9549110000000001,-0.260223,-0.48571400000000003,-0.960784,f>d>a>b>c>e,2.0,3.0,4.0,1.0,5.0,0.0
-0.462688,0.193985,-1.0,0.27725900000000003,0.239285,-1.0,-0.345725,-0.580952,-1.0,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.6347619999999999,0.0977446,-1.0,0.47663599999999995,0.174999,-0.987118,-0.321561,-0.593651,-1.0,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.566282,0.287218,-1.0,0.383178,0.157144,-0.9838969999999999,-0.36803,-0.663492,-1.0,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.654962,0.329323,-1.0,0.22118400000000002,0.317857,-1.0,-0.459108,-0.6,-1.0,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.527652,-0.633083,-1.0,-0.43925200000000003,0.9178559999999999,-0.130435,-0.34944200000000003,-1.0,-1.0,d>a>b>c>e>f,1.0,2.0,3.0,0.0,4.0,5.0
-0.649687,0.239098,-1.0,0.32710300000000003,0.396428,-1.0,-0.44981400000000005,-0.6444439999999999,-1.0,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.523266,0.22405999999999998,-1.0,0.05919,0.178571,-1.0,-0.47026,0.08571430000000001,-1.0,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.5592590000000001,0.269173,-1.0,0.233645,0.246429,-1.0,-0.390335,-0.574603,-1.0,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.45829200000000003,0.269173,-1.0,-0.059190099999999995,0.135713,-1.0,-0.408922,-0.0158731,-1.0,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.534674,0.266165,-1.0,-0.015576300000000001,0.178571,-1.0,-0.39776999999999996,-0.12380999999999999,-1.0,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.371381,0.100752,-1.0,-0.0467289,0.0892856,-0.545894,-0.8066909999999999,0.828571,-1.0,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.5390699999999999,0.094737,-1.0,0.5264800000000001,0.0857134,-1.0,-0.252788,-0.657143,-1.0,f>d>a>b>c>e,2.0,3.0,4.0,1.0,5.0,0.0
-0.553995,0.0255642,-1.0,0.613707,0.0,-0.9742350000000001,-0.30297399999999997,-0.326984,-1.0,f>d>a>b>c>e,2.0,3.0,4.0,1.0,5.0,0.0
-0.49956000000000006,0.260151,-1.0,0.05919,0.16071300000000002,-1.0,-0.447955,0.0095238,-1.0,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.165931,0.0917294,-1.0,0.07788160000000001,0.289285,-1.0,-0.440521,0.0412698,-1.0,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.52941,0.0977446,-1.0,0.028037400000000004,0.357142,-1.0,-0.43308599999999997,-0.0031746,-1.0,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.476734,0.0526316,-1.0,0.115265,0.267857,-1.0,-0.407063,0.0603174,-1.0,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
