A1,A2,A3,A4,ranking,a,b,c,d
0.718583,-0.675044,1.061575,-0.19836800000000002,d>a>c>b,1.0,3.0,2.0,0.0
0.713592,-0.679726,1.458856,0.37643499999999996,b>c>a>d,2.0,0.0,1.0,3.0
0.713592,-0.675044,1.617768,-0.43901599999999996,d>c>b>a,3.0,2.0,1.0,0.0
0.708601,-0.675044,0.74375,-0.406013,b>c>a>d,2.0,0.0,1.0,3.0
0.733557,-0.679726,1.458856,-0.21441100000000002,d>c>a>b,2.0,3.0,1.0,0.0
0.7285659999999999,-0.679726,1.856137,0.42868999999999996,d>b>c>a,3.0,1.0,2.0,0.0
0.7235739999999999,-0.679726,1.220487,-0.127778,d>c>a>b,2.0,3.0,1.0,0.0
0.718583,-0.679726,1.856137,0.21004499999999998,d>c>a>b,2.0,3.0,1.0,0.0
0.733557,-0.684407,1.3794,-0.395011,d>c>a>b,2.0,3.0,1.0,0.0
0.733557,-0.684407,1.5383120000000001,-0.698915,d>a>c>b,1.0,3.0,2.0,0.0
0.7285659999999999,-0.684407,1.697224,0.33839,d>c>a>b,2.0,3.0,1.0,0.0
0.7285659999999999,-0.684407,1.3794,0.09224199999999999,c>a>b>d,1.0,2.0,0.0,3.0
0.7235739999999999,-0.679726,1.458856,-0.133737,b>c>a>d,2.0,0.0,1.0,3.0
0.718583,-0.679726,1.856137,-0.537108,d>c>b>a,3.0,2.0,1.0,0.0
0.7235739999999999,-0.684407,0.6642939999999999,0.031737,a>c>b>d,0.0,2.0,1.0,3.0
0.7235739999999999,-0.684407,1.856137,-0.367051,d>c>a>b,2.0,3.0,1.0,0.0
0.718583,-0.684407,1.856137,-0.390428,d>a>c>b,1.0,3.0,2.0,0.0
0.713592,-0.679726,1.856137,-0.42893100000000006,d>b>c>a,3.0,1.0,2.0,0.0
0.713592,-0.684407,1.856137,0.014318,b>d>c>a,3.0,0.0,2.0,1.0
0.713592,-0.684407,1.061575,0.055572,b>a>c>d,1.0,0.0,2.0,3.0
0.713592,-0.679726,1.697224,-0.5238149999999999,d>b>c>a,3.0,1.0,2.0,0.0
0.713592,-0.684407,0.9026629999999999,-0.725042,b>c>a>d,2.0,0.0,1.0,3.0
0.708601,-0.679726,1.299943,-0.010892,b>a>c>d,1.0,0.0,2.0,3.0
0.708601,-0.6890890000000001,-0.8453729999999999,-0.423889,b>c>a>d,2.0,0.0,1.0,3.0
0.708601,-0.6890890000000001,0.74375,-0.075523,b>a>c>d,1.0,0.0,2.0,3.0
0.7036100000000001,-0.6890890000000001,1.220487,-0.619616,b>a>c>d,1.0,0.0,2.0,3.0
0.7036100000000001,-0.684407,1.3794,-0.516939,d>c>a>b,2.0,3.0,1.0,0.0
0.7036100000000001,-0.6890890000000001,1.141031,-0.623283,d>a>c>b,1.0,3.0,2.0,0.0
0.7036100000000001,-0.6890890000000001,1.856137,-0.48577,d>b>c>a,3.0,1.0,2.0,0.0
0.7036100000000001,-0.693771,-0.765917,-0.41930500000000004,d>c>a>b,2.0,3.0,1.0,0.0
0.7036100000000001,-0.693771,-0.9248290000000001,-0.831844,d>c>a>b,2.0,3.0,1.0,0.0
0.713592,-0.6890890000000001,0.823207,0.06428099999999999,b>a>c>d,1.0,0.0,2.0,3.0
0.713592,-0.693771,1.856137,-1.021611,a>c>b>d,0.0,2.0,1.0,3.0
0.708601,-0.693771,1.856137,-1.082117,a>c>b>d,0.0,2.0,1.0,3.0
0.708601,-0.6890890000000001,1.856137,-0.325797,b>c>a>d,2.0,0.0,1.0,3.0
0.708601,-0.693771,1.617768,-0.8387190000000001,b>d>a>c,2.0,0.0,3.0,1.0
0.713592,-0.684407,0.425926,-0.115402,b>a>c>d,1.0,0.0,2.0,3.0
0.713592,-0.6890890000000001,0.108101,-0.01731,b>c>a>d,2.0,0.0,1.0,3.0
0.708601,-0.6890890000000001,-0.6864600000000001,-0.10348399999999999,b>a>c>d,1.0,0.0,2.0,3.0
0.708601,-0.684407,0.584838,-0.781881,b>c>a>d,2.0,0.0,1.0,3.0
0.718583,-0.684407,1.617768,-0.308837,b>c>a>d,2.0,0.0,1.0,3.0
0.713592,-0.6890890000000001,0.584838,0.154581,b>c>a>d,2.0,0.0,1.0,3.0
0.713592,-0.684407,1.856137,0.023486,b>a>c>d,1.0,0.0,2.0,3.0
0.718583,-0.6890890000000001,0.584838,-0.217162,a>c>b>d,0.0,2.0,1.0,3.0
0.718583,-0.693771,-0.368636,-0.692497,c>a>d>b,1.0,3.0,0.0,2.0
0.713592,-0.693771,0.9821190000000001,-0.63245,c>a>b>d,1.0,2.0,0.0,3.0
0.713592,-0.693771,-0.9248290000000001,-0.33909,c>a>b>d,1.0,2.0,0.0,3.0
0.713592,-0.6890890000000001,0.74375,-0.36338400000000004,a>c>b>d,0.0,2.0,1.0,3.0
0.7235739999999999,-0.6890890000000001,0.108101,-0.400512,c>a>b>d,1.0,2.0,0.0,3.0
0.718583,-0.6890890000000001,0.34647,0.021194,b>c>a>d,2.0,0.0,1.0,3.0
0.718583,-0.693771,-0.8453729999999999,-0.444974,a>c>b>d,0.0,2.0,1.0,3.0
0.7235739999999999,-0.693771,-0.765917,-0.9528549999999999,b>c>a>d,2.0,0.0,1.0,3.0
0.7235739999999999,-0.693771,-0.5275479999999999,-0.44222399999999995,a>c>b>d,0.0,2.0,1.0,3.0
0.718583,-0.693771,-1.560478,-0.24603899999999998,a>c>b>d,0.0,2.0,1.0,3.0
0.718583,-0.693771,-0.050811,-0.695248,c>a>b>d,1.0,2.0,0.0,3.0
0.7235739999999999,-0.684407,1.856137,0.143122,d>a>c>b,1.0,3.0,2.0,0.0
0.718583,-0.6890890000000001,1.856137,-0.350091,d>c>b>a,3.0,2.0,1.0,0.0
0.718583,-0.6890890000000001,1.856137,-0.476602,d>b>a>c,2.0,1.0,3.0,0.0
0.718583,-0.6890890000000001,1.856137,-0.38905300000000004,c>a>b>d,1.0,2.0,0.0,3.0
0.738548,-0.684407,0.584838,0.10966,d>a>c>b,1.0,3.0,2.0,0.0
0.733557,-0.6890890000000001,1.220487,0.07299,d>c>a>b,2.0,3.0,1.0,0.0
0.733557,-0.684407,1.220487,0.8568129999999999,c>a>b>d,1.0,2.0,0.0,3.0
0.7235739999999999,-0.684407,1.856137,-0.21532800000000002,c>b>a>d,2.0,1.0,0.0,3.0
0.7285659999999999,-0.6890890000000001,1.856137,0.23938099999999998,d>c>b>a,3.0,2.0,1.0,0.0
0.7285659999999999,-0.6890890000000001,1.856137,-0.067273,d>c>a>b,2.0,3.0,1.0,0.0
0.7285659999999999,-0.6890890000000001,1.856137,-0.5879880000000001,d>c>b>a,3.0,2.0,1.0,0.0
0.7285659999999999,-0.693771,0.9026629999999999,-0.314337,a>c>b>d,0.0,2.0,1.0,3.0
0.7285659999999999,-0.693771,-0.209723,-0.202952,c>a>d>b,1.0,3.0,0.0,2.0
0.7235739999999999,-0.693771,0.505382,-0.401429,a>d>c>b,0.0,3.0,2.0,1.0
0.7235739999999999,-0.6890890000000001,1.856137,-0.191493,d>b>c>a,3.0,1.0,2.0,0.0
0.733557,-0.6890890000000001,1.3794,0.10415999999999999,d>c>b>a,3.0,2.0,1.0,0.0
0.733557,-0.693771,0.267013,-0.759879,d>a>c>b,1.0,3.0,2.0,0.0
0.733557,-0.693771,-1.163197,-0.547192,a>c>b>d,0.0,2.0,1.0,3.0
0.7435390000000001,-0.6890890000000001,1.061575,0.39156199999999997,d>c>a>b,2.0,3.0,1.0,0.0
0.738548,-0.693771,1.3794,-1.083951,d>a>b>c,1.0,2.0,3.0,0.0
0.738548,-0.693771,1.856137,-0.901059,d>a>c>b,1.0,3.0,2.0,0.0
0.738548,-0.693771,1.617768,-0.535733,d>c>b>a,3.0,2.0,1.0,0.0
0.738548,-0.6890890000000001,1.299943,-0.200202,d>c>b>a,3.0,2.0,1.0,0.0
0.74853,-0.6890890000000001,0.823207,-0.38126,d>c>b>a,3.0,2.0,1.0,0.0
0.74853,-0.6890890000000001,0.505382,-0.081024,d>c>a>b,2.0,3.0,1.0,0.0
0.74853,-0.693771,1.299943,-0.706249,d>b>c>a,3.0,1.0,2.0,0.0
0.74853,-0.698453,1.061575,0.258633,a>c>b>d,0.0,2.0,1.0,3.0
0.7435390000000001,-0.693771,-0.050811,-1.099077,b>a>c>d,1.0,0.0,2.0,3.0
0.7435390000000001,-0.698453,1.299943,0.131663,b>c>a>d,2.0,0.0,1.0,3.0
0.7435390000000001,-0.698453,1.856137,-0.620532,d>c>a>b,2.0,3.0,1.0,0.0
0.7435390000000001,-0.703134,1.3794,-0.6407010000000001,d>b>c>a,3.0,1.0,2.0,0.0
0.7435390000000001,-0.703134,0.505382,-0.338631,d>c>b>a,3.0,2.0,1.0,0.0
0.7435390000000001,-0.698453,1.061575,0.024861,a>c>d>b,0.0,3.0,1.0,2.0
0.738548,-0.698453,0.9026629999999999,0.209128,d>c>b>a,3.0,2.0,1.0,0.0
0.738548,-0.693771,1.299943,-0.591655,a>c>d>b,0.0,3.0,1.0,2.0
0.733557,-0.698453,1.299943,0.19721,c>a>b>d,1.0,2.0,0.0,3.0
0.7285659999999999,-0.698453,1.856137,-0.10761,d>a>c>b,1.0,3.0,2.0,0.0
0.733557,-0.698453,-0.209723,1.66218,c>a>b>d,1.0,2.0,0.0,3.0
0.7285659999999999,-0.698453,1.220487,0.303553,c>a>d>b,1.0,3.0,0.0,2.0
0.7235739999999999,-0.698453,1.856137,-0.136946,d>b>a>c,2.0,1.0,3.0,0.0
0.7235739999999999,-0.698453,-0.28918,0.359475,c>a>b>d,1.0,2.0,0.0,3.0
0.718583,-0.703134,0.823207,-0.24603899999999998,d>b>c>a,3.0,1.0,2.0,0.0
0.718583,-0.698453,-0.448092,1.2968540000000002,a>c>b>d,0.0,2.0,1.0,3.0
0.718583,-0.698453,0.028645,0.42318999999999996,c>a>b>d,1.0,2.0,0.0,3.0
0.713592,-0.698453,-0.368636,3.4851410000000005,a>c>b>d,0.0,2.0,1.0,3.0
0.713592,-0.698453,-0.9248290000000001,0.352141,c>a>b>d,1.0,2.0,0.0,3.0
0.708601,-0.698453,-0.130267,-0.521065,d>c>a>b,2.0,3.0,1.0,0.0
0.708601,-0.698453,1.299943,-0.9592719999999999,a>d>c>b,0.0,3.0,2.0,1.0
0.708601,-0.698453,1.856137,-1.0234450000000002,b>a>c>d,1.0,0.0,2.0,3.0
0.7036100000000001,-0.698453,-0.130267,-0.497229,d>b>a>c,2.0,1.0,3.0,0.0
0.7036100000000001,-0.698453,0.9821190000000001,0.184834,d>a>c>b,1.0,3.0,2.0,0.0
0.698619,-0.698453,1.299943,-0.17361600000000002,d>c>b>a,3.0,2.0,1.0,0.0
0.693627,-0.703134,1.220487,0.045029,d>c>a>b,2.0,3.0,1.0,0.0
0.693627,-0.703134,0.823207,0.12203699999999999,d>a>c>b,1.0,3.0,2.0,0.0
0.693627,-0.698453,0.74375,0.184834,d>c>a>b,2.0,3.0,1.0,0.0
0.708601,-0.703134,0.108101,0.058322000000000006,d>a>c>b,1.0,3.0,2.0,0.0
0.708601,-0.703134,1.697224,-0.088358,d>a>c>b,1.0,3.0,2.0,0.0
0.7036100000000001,-0.703134,0.584838,0.626709,d>c>a>b,2.0,3.0,1.0,0.0
0.718583,-0.703134,1.856137,0.0872,d>c>a>b,2.0,3.0,1.0,0.0
0.718583,-0.707816,1.3794,0.23846399999999998,d>c>a>b,2.0,3.0,1.0,0.0
0.713592,-0.703134,-1.004285,0.42777299999999996,c>a>d>b,1.0,3.0,0.0,2.0
0.713592,-0.703134,1.617768,0.826102,d>c>a>b,2.0,3.0,1.0,0.0
0.708601,-0.703134,0.425926,-0.830469,d>a>c>b,1.0,3.0,2.0,0.0
0.7235739999999999,-0.703134,1.856137,0.137163,d>b>c>a,3.0,1.0,2.0,0.0
0.7285659999999999,-0.707816,1.5383120000000001,-0.073232,d>b>c>a,3.0,1.0,2.0,0.0
0.7285659999999999,-0.707816,1.856137,0.145872,d>b>a>c,2.0,1.0,3.0,0.0
0.7235739999999999,-0.707816,1.856137,0.124328,d>b>a>c,2.0,1.0,3.0,0.0
0.7235739999999999,-0.712498,1.856137,0.069323,d>b>c>a,3.0,1.0,2.0,0.0
0.718583,-0.712498,1.856137,-0.031061000000000002,d>b>c>a,3.0,1.0,2.0,0.0
0.713592,-0.712498,1.856137,0.048695999999999996,d>c>b>a,3.0,2.0,1.0,0.0
0.733557,-0.703134,1.220487,-0.329464,d>b>c>a,3.0,1.0,2.0,0.0
0.733557,-0.703134,1.220487,-0.408304,d>b>c>a,3.0,1.0,2.0,0.0
0.738548,-0.707816,1.299943,0.151373,d>b>c>a,3.0,1.0,2.0,0.0
0.733557,-0.707816,1.617768,0.525866,d>b>c>a,3.0,1.0,2.0,0.0
0.733557,-0.707816,1.697224,-0.367051,d>b>a>c,2.0,1.0,3.0,0.0
0.733557,-0.703134,1.458856,-0.184159,d>b>a>c,2.0,1.0,3.0,0.0
0.7435390000000001,-0.703134,0.823207,-0.8469700000000001,d>b>c>a,3.0,1.0,2.0,0.0
0.7435390000000001,-0.707816,0.9821190000000001,-0.47568599999999994,d>b>c>a,3.0,1.0,2.0,0.0
0.738548,-0.707816,0.74375,0.001025,d>b>c>a,3.0,1.0,2.0,0.0
0.738548,-0.707816,0.74375,-0.422972,d>c>b>a,3.0,2.0,1.0,0.0
0.74853,-0.703134,-0.130267,0.527699,c>a>b>d,1.0,2.0,0.0,3.0
0.7435390000000001,-0.703134,-0.050811,0.8384780000000001,c>a>b>d,1.0,2.0,0.0,3.0
0.74853,-0.707816,0.108101,-0.199285,d>c>a>b,2.0,3.0,1.0,0.0
0.74853,-0.707816,1.141031,-0.495854,d>b>c>a,3.0,1.0,2.0,0.0
0.7435390000000001,-0.707816,0.425926,0.130746,a>c>b>d,0.0,2.0,1.0,3.0
0.7435390000000001,-0.707816,-0.130267,-0.43580699999999994,d>a>c>b,1.0,3.0,2.0,0.0
0.74853,-0.712498,0.9821190000000001,0.10690999999999999,d>b>c>a,3.0,1.0,2.0,0.0
0.74853,-0.712498,1.458856,-0.826802,d>a>b>c,1.0,2.0,3.0,0.0
0.7435390000000001,-0.712498,1.061575,-0.003558,c>b>d>a,3.0,1.0,0.0,2.0
0.7435390000000001,-0.712498,1.061575,-0.305628,d>c>a>b,2.0,3.0,1.0,0.0
0.7435390000000001,-0.71718,0.267013,0.089034,a>c>b>d,0.0,2.0,1.0,3.0
0.738548,-0.712498,0.584838,0.151373,d>a>c>b,1.0,3.0,2.0,0.0
0.738548,-0.712498,1.299943,-0.345049,d>c>b>a,3.0,2.0,1.0,0.0
0.733557,-0.71718,1.856137,-0.388594,d>a>c>b,1.0,3.0,2.0,0.0
0.733557,-0.712498,1.617768,0.335181,d>c>a>b,2.0,3.0,1.0,0.0
0.7285659999999999,-0.712498,1.697224,-0.231371,d>c>a>b,2.0,3.0,1.0,0.0
0.7285659999999999,-0.71718,1.617768,0.08078300000000001,d>c>b>a,3.0,2.0,1.0,0.0
0.7235739999999999,-0.712498,1.5383120000000001,-0.23458,d>c>a>b,2.0,3.0,1.0,0.0
0.7235739999999999,-0.71718,1.617768,-0.265291,d>c>a>b,2.0,3.0,1.0,0.0
0.7235739999999999,-0.71718,0.425926,0.129371,d>c>a>b,2.0,3.0,1.0,0.0
0.718583,-0.71718,-0.765917,0.048695999999999996,c>a>b>d,1.0,2.0,0.0,3.0
0.718583,-0.721861,-0.607004,0.562078,c>a>b>d,1.0,2.0,0.0,3.0
0.718583,-0.71718,-0.209723,0.189876,c>a>b>d,1.0,2.0,0.0,3.0
0.713592,-0.721861,-0.6864600000000001,0.371852,c>a>b>d,1.0,2.0,0.0,3.0
0.718583,-0.712498,1.299943,-0.392261,d>c>a>b,2.0,3.0,1.0,0.0
0.718583,-0.71718,-0.368636,0.9324450000000001,c>a>b>d,1.0,2.0,0.0,3.0
0.713592,-0.71718,1.856137,0.6532939999999999,a>b>c>d,0.0,1.0,2.0,3.0
0.713592,-0.712498,1.856137,0.335181,d>c>a>b,2.0,3.0,1.0,0.0
0.708601,-0.71718,1.856137,0.774306,c>a>b>d,1.0,2.0,0.0,3.0
0.708601,-0.712498,1.856137,-0.119528,d>c>a>b,2.0,3.0,1.0,0.0
0.708601,-0.712498,1.856137,-0.407846,d>a>c>b,1.0,3.0,2.0,0.0
0.708601,-0.712498,1.856137,-0.749794,d>a>c>b,1.0,3.0,2.0,0.0
0.708601,-0.707816,0.584838,1.596632,c>a>b>d,1.0,2.0,0.0,3.0
0.708601,-0.707816,1.141031,-0.37851,d>c>a>b,2.0,3.0,1.0,0.0
0.708601,-0.707816,1.856137,-0.512356,d>a>c>b,1.0,3.0,2.0,0.0
0.708601,-0.707816,1.617768,-0.38813600000000004,d>c>b>a,3.0,2.0,1.0,0.0
0.7036100000000001,-0.707816,0.74375,-0.185534,d>c>a>b,2.0,3.0,1.0,0.0
0.698619,-0.707816,0.6642939999999999,-0.17865799999999998,d>c>a>b,2.0,3.0,1.0,0.0
0.708601,-0.712498,0.823207,-0.008142,a>c>b>d,0.0,2.0,1.0,3.0
0.708601,-0.71718,0.823207,0.559327,c>a>b>d,1.0,2.0,0.0,3.0
0.7036100000000001,-0.712498,0.187557,1.411448,c>a>b>d,1.0,2.0,0.0,3.0
0.7036100000000001,-0.712498,1.5383120000000001,-0.708082,d>c>b>a,3.0,2.0,1.0,0.0
0.698619,-0.712498,0.823207,-0.402346,d>c>a>b,2.0,3.0,1.0,0.0
0.698619,-0.712498,-0.209723,1.070416,c>a>b>d,1.0,2.0,0.0,3.0
0.698619,-0.71718,-0.28918,0.828852,d>b>c>a,3.0,1.0,2.0,0.0
0.713592,-0.71718,-0.130267,0.658795,c>a>b>d,1.0,2.0,0.0,3.0
0.708601,-0.721861,-0.130267,-0.321213,b>a>c>d,1.0,0.0,2.0,3.0
0.708601,-0.721861,1.856137,-0.19836800000000002,d>b>c>a,3.0,1.0,2.0,0.0
0.7036100000000001,-0.721861,1.856137,-0.418847,c>a>b>d,1.0,2.0,0.0,3.0
0.708601,-0.71718,0.584838,0.402563,c>b>a>d,2.0,1.0,0.0,3.0
0.708601,-0.726543,1.220487,-0.7255010000000001,d>b>c>a,3.0,1.0,2.0,0.0
0.708601,-0.726543,1.5383120000000001,0.48644499999999996,b>c>a>d,2.0,0.0,1.0,3.0
0.713592,-0.721861,-0.050811,0.700507,a>c>b>d,0.0,2.0,1.0,3.0
0.713592,-0.721861,0.74375,-0.408304,b>c>a>d,2.0,0.0,1.0,3.0
0.713592,-0.726543,-0.368636,0.619833,c>a>b>d,1.0,2.0,0.0,3.0
0.713592,-0.726543,0.108101,-0.551318,b>a>c>d,1.0,0.0,2.0,3.0
0.713592,-0.726543,-0.368636,0.166499,b>c>a>d,2.0,0.0,1.0,3.0
0.713592,-0.731225,1.856137,-0.889599,d>b>c>a,3.0,1.0,2.0,0.0
0.7285659999999999,-0.71718,1.220487,-0.285918,b>c>a>d,2.0,0.0,1.0,3.0
0.7235739999999999,-0.721861,-0.28918,1.0241209999999998,c>a>b>d,1.0,2.0,0.0,3.0
0.718583,-0.721861,1.061575,-0.887307,d>b>c>a,3.0,1.0,2.0,0.0
0.718583,-0.721861,1.061575,-0.033811,a>c>b>d,0.0,2.0,1.0,3.0
0.718583,-0.726543,0.9026629999999999,-0.323046,b>c>a>d,2.0,0.0,1.0,3.0
0.738548,-0.71718,-0.130267,1.546669,c>a>b>d,1.0,2.0,0.0,3.0
0.733557,-0.71718,0.9821190000000001,-0.57607,b>c>a>d,2.0,0.0,1.0,3.0
0.738548,-0.721861,0.584838,-0.718625,b>c>a>d,2.0,0.0,1.0,3.0
0.733557,-0.721861,1.220487,-0.13007,d>b>c>a,3.0,1.0,2.0,0.0
0.733557,-0.71718,0.028645,-0.320296,d>b>c>a,3.0,1.0,2.0,0.0
0.7285659999999999,-0.71718,-0.6864600000000001,0.208211,a>c>b>d,0.0,2.0,1.0,3.0
0.733557,-0.71718,0.425926,-0.026476999999999997,c>a>b>d,1.0,2.0,0.0,3.0
0.74853,-0.71718,0.425926,-0.175449,c>a>b>d,1.0,2.0,0.0,3.0
0.74853,-0.721861,0.34647,-0.20982800000000001,d>a>b>c,1.0,2.0,3.0,0.0
0.74853,-0.71718,-0.050811,-0.898308,d>b>c>a,3.0,1.0,2.0,0.0
0.74853,-0.71718,0.267013,0.751387,c>a>b>d,1.0,2.0,0.0,3.0
0.7435390000000001,-0.71718,0.584838,0.019819,b>c>a>d,2.0,0.0,1.0,3.0
0.738548,-0.71718,0.9026629999999999,-0.335423,d>b>a>c,2.0,1.0,3.0,0.0
0.7435390000000001,-0.726543,0.74375,-0.342298,d>b>c>a,3.0,1.0,2.0,0.0
0.7435390000000001,-0.726543,1.141031,-0.421597,b>c>a>d,2.0,0.0,1.0,3.0
0.738548,-0.721861,0.9026629999999999,-0.8162590000000001,d>b>c>a,3.0,1.0,2.0,0.0
0.738548,-0.726543,0.425926,-0.514648,a>b>c>d,0.0,1.0,2.0,3.0
0.738548,-0.726543,0.34647,-0.552693,b>d>c>a,3.0,0.0,2.0,1.0
0.738548,-0.726543,1.061575,-0.748419,d>b>c>a,3.0,1.0,2.0,0.0
0.733557,-0.721861,1.061575,-0.538942,d>b>a>c,2.0,1.0,3.0,0.0
0.733557,-0.726543,0.6642939999999999,0.11837,b>c>a>d,2.0,0.0,1.0,3.0
0.733557,-0.726543,-0.368636,0.8591049999999999,b>c>a>d,2.0,0.0,1.0,3.0
0.733557,-0.721861,1.3794,0.085367,c>d>b>a,3.0,2.0,0.0,1.0
0.7285659999999999,-0.726543,1.061575,0.245798,c>b>a>d,2.0,1.0,0.0,3.0
0.7285659999999999,-0.726543,0.108101,-0.130987,c>a>d>b,1.0,3.0,0.0,2.0
0.7285659999999999,-0.726543,1.299943,-0.701207,d>b>a>c,2.0,1.0,3.0,0.0
0.7285659999999999,-0.731225,1.3794,-0.690206,d>b>a>c,2.0,1.0,3.0,0.0
0.7235739999999999,-0.721861,-0.28918,0.443358,b>a>c>d,1.0,0.0,2.0,3.0
0.7235739999999999,-0.726543,1.856137,-0.549484,d>b>c>a,3.0,1.0,2.0,0.0
0.7235739999999999,-0.726543,1.617768,-0.391344,c>b>d>a,3.0,1.0,0.0,2.0
0.718583,-0.726543,0.425926,0.55566,c>b>a>d,2.0,1.0,0.0,3.0
0.7235739999999999,-0.726543,0.505382,-0.177741,c>b>a>d,2.0,1.0,0.0,3.0
0.718583,-0.726543,0.505382,-0.054438,b>a>c>d,1.0,0.0,2.0,3.0
0.7235739999999999,-0.726543,0.584838,-0.092942,c>b>a>d,2.0,1.0,0.0,3.0
0.718583,-0.731225,0.267013,-0.34642399999999995,b>c>a>d,2.0,0.0,1.0,3.0
0.7235739999999999,-0.731225,1.299943,-0.396845,b>a>c>d,1.0,0.0,2.0,3.0
0.7235739999999999,-0.731225,1.141031,-0.726876,b>c>a>d,2.0,0.0,1.0,3.0
0.7235739999999999,-0.735907,-0.448092,-0.6627029999999999,b>c>a>d,2.0,0.0,1.0,3.0
0.718583,-0.735907,-0.9248290000000001,-0.42251400000000006,c>b>a>d,2.0,1.0,0.0,3.0
0.718583,-0.731225,-0.6864600000000001,-0.23183,b>a>c>d,1.0,0.0,2.0,3.0
0.7235739999999999,-0.735907,-0.9248290000000001,1.146507,b>c>a>d,2.0,0.0,1.0,3.0
0.7285659999999999,-0.731225,-0.765917,0.26550799999999997,b>c>a>d,2.0,0.0,1.0,3.0
0.7285659999999999,-0.735907,-0.8453729999999999,-0.012268000000000001,b>c>a>d,2.0,0.0,1.0,3.0
0.713592,-0.731225,1.061575,-0.7332930000000001,d>b>c>a,3.0,1.0,2.0,0.0
0.713592,-0.735907,0.823207,-0.112652,d>b>c>a,3.0,1.0,2.0,0.0
0.713592,-0.735907,0.6642939999999999,-0.5944050000000001,d>b>a>c,2.0,1.0,3.0,0.0
0.708601,-0.731225,1.856137,-0.299211,d>c>a>b,2.0,3.0,1.0,0.0
0.708601,-0.731225,1.220487,-0.462851,b>a>c>d,1.0,0.0,2.0,3.0
0.7036100000000001,-0.731225,1.458856,0.164207,b>c>a>d,2.0,0.0,1.0,3.0
0.7036100000000001,-0.731225,1.061575,0.55016,c>b>a>d,2.0,1.0,0.0,3.0
0.708601,-0.731225,0.9026629999999999,-0.716791,d>b>c>a,3.0,1.0,2.0,0.0
0.708601,-0.735907,-0.050811,0.558869,c>b>a>d,2.0,1.0,0.0,3.0
0.7036100000000001,-0.735907,-0.28918,0.755512,d>b>c>a,3.0,1.0,2.0,0.0
0.7036100000000001,-0.735907,-0.130267,-0.440391,d>b>c>a,3.0,1.0,2.0,0.0
0.713592,-0.740588,-0.28918,1.302813,c>b>a>d,2.0,1.0,0.0,3.0
0.708601,-0.740588,0.187557,0.33289,c>a>b>d,1.0,2.0,0.0,3.0
0.708601,-0.740588,0.34647,0.298511,c>b>a>d,2.0,1.0,0.0,3.0
0.718583,-0.735907,0.108101,-0.432598,b>a>c>d,1.0,0.0,2.0,3.0
0.713592,-0.735907,-0.130267,1.2015120000000001,b>c>a>d,2.0,0.0,1.0,3.0
0.718583,-0.740588,0.505382,0.271926,b>c>a>d,2.0,0.0,1.0,3.0
0.713592,-0.740588,0.823207,-0.34642399999999995,d>c>a>b,2.0,3.0,1.0,0.0
0.7235739999999999,-0.735907,0.505382,-0.415638,b>c>a>d,2.0,0.0,1.0,3.0
0.7235739999999999,-0.735907,-0.28918,-0.6869970000000001,b>c>a>d,2.0,0.0,1.0,3.0
0.7235739999999999,-0.735907,-0.28918,-0.5086890000000001,b>c>a>d,2.0,0.0,1.0,3.0
0.7285659999999999,-0.735907,0.267013,-0.624658,b>c>a>d,2.0,0.0,1.0,3.0
0.7285659999999999,-0.735907,-1.004285,-0.100734,b>a>c>d,1.0,0.0,2.0,3.0
0.7285659999999999,-0.735907,-1.163197,-0.003558,b>a>c>d,1.0,0.0,2.0,3.0
0.738548,-0.731225,1.299943,-0.9363540000000001,d>b>a>c,2.0,1.0,3.0,0.0
0.738548,-0.731225,0.74375,-0.7332930000000001,d>b>c>a,3.0,1.0,2.0,0.0
0.733557,-0.726543,-0.607004,-0.589821,b>a>c>d,1.0,0.0,2.0,3.0
0.733557,-0.731225,0.028645,-0.667745,b>c>a>d,2.0,0.0,1.0,3.0
0.7285659999999999,-0.731225,0.823207,-0.626033,d>b>a>c,2.0,1.0,3.0,0.0
0.733557,-0.731225,0.584838,-0.639784,b>c>a>d,2.0,0.0,1.0,3.0
0.733557,-0.731225,0.584838,0.469944,b>c>a>d,2.0,0.0,1.0,3.0
0.738548,-0.731225,-0.209723,-0.8442200000000001,d>b>a>c,2.0,1.0,3.0,0.0
0.733557,-0.731225,0.34647,0.367268,b>c>a>d,2.0,0.0,1.0,3.0
0.738548,-0.731225,1.299943,-0.875389,d>b>c>a,3.0,1.0,2.0,0.0
0.738548,-0.731225,0.187557,-0.725042,b>c>a>d,2.0,0.0,1.0,3.0
0.738548,-0.735907,0.108101,-0.300586,b>a>c>d,1.0,0.0,2.0,3.0
0.738548,-0.735907,0.74375,0.272384,b>c>a>d,2.0,0.0,1.0,3.0
0.7435390000000001,-0.74527,-0.6864600000000001,1.4692040000000002,c>b>a>d,2.0,1.0,0.0,3.0
0.738548,-0.735907,0.187557,-0.682872,b>a>c>d,1.0,0.0,2.0,3.0
0.733557,-0.735907,0.187557,0.099118,b>c>a>d,2.0,0.0,1.0,3.0
0.733557,-0.735907,0.584838,-0.537566,b>d>c>a,3.0,0.0,2.0,1.0
0.7285659999999999,-0.735907,0.108101,-0.49906300000000003,b>c>a>d,2.0,0.0,1.0,3.0
0.738548,-0.740588,-0.5275479999999999,-0.399595,b>d>c>a,3.0,0.0,2.0,1.0
