A1,A2,A3,A4,A5,A6,A7,A8,A9,ranking,a,b,c,d,e,f,g,h,i
0.62608,1.053419,0.000245,-0.297672,-0.57465,0.923695,-0.419188,0.24223899999999998,0.4571,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.582851,1.132036,0.064666,0.479088,-0.57465,0.923695,-0.22994699999999998,0.24223899999999998,-0.596179,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-1.110271,0.9748020000000001,0.19350799999999999,0.824314,-0.469574,0.923695,-1.460011,0.16279100000000002,0.035788,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-1.513739,0.542409,0.32235,0.047555,-0.36449899999999996,0.923695,0.148534,0.321687,-1.122819,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.449563,-0.204452,0.741088,-1.247044,0.791326,1.167438,1.094737,0.083344,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
1.299726,0.896185,-0.321861,-0.642898,1.211626,1.167438,0.337775,-0.393342,-0.06954,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
1.2601,1.210653,-0.515125,-0.211365,1.001476,1.167438,-0.513808,-0.313895,0.4571,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-1.7370869999999998,1.053419,-0.9338629999999999,0.9106200000000001,-0.57465,0.923695,-1.5546309999999999,0.083344,0.035788,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.71614,-0.007909999999999999,0.29014,-1.59227,-1.310175,0.679952,1.567839,0.56003,-0.280196,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
1.0655709999999998,0.542409,0.451193,0.047555,-0.99495,0.679952,-0.22994699999999998,0.16279100000000002,-0.596179,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.910668,1.053419,0.9343520000000001,-0.211365,-0.469574,0.923695,-0.135327,0.48058199999999995,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.14843399999999998,1.249961,1.159826,0.824314,0.581176,1.167438,-1.460011,0.16279100000000002,-0.280196,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-1.326415,0.9748020000000001,0.676667,0.9106200000000001,1.211626,1.167438,-1.649252,-0.7905810000000001,0.14111600000000002,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.41353900000000005,0.306558,-0.031966,-2.1101099999999997,1.526851,1.167438,1.94632,-0.393342,0.035788,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
1.2132690000000002,1.132036,-0.9982840000000001,-0.556591,0.686251,1.167438,0.243155,-0.393342,0.035788,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.006469,1.643046,-1.32039,0.565394,-0.99495,0.679952,-0.986909,0.083344,-0.06954,e>a>d>i>b>c>g>f>h,1.0,4.0,5.0,2.0,0.0,7.0,6.0,8.0,3.0
-0.6743819999999999,1.446504,-0.579546,0.30647399999999997,-1.730475,0.436209,-0.703048,0.957269,0.14111600000000002,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.83649,1.328578,-0.22523,-1.5059639999999999,-1.83555,0.436209,0.432395,0.957269,3.406282,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.12321700000000001,1.171344,0.451193,-1.678577,-1.83555,0.436209,2.135561,1.275059,-0.49085100000000004,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.43515299999999996,1.210653,0.805509,1.601073,-1.6254,0.679952,0.337775,0.798373,-5.757248000000001,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.395527,1.210653,0.86993,1.42846,-1.6254,0.679952,-0.797669,0.718925,-5.441264,a>b>c>d>i>g>f>h>e,0.0,1.0,2.0,3.0,8.0,6.0,5.0,7.0,4.0
-0.732021,0.8175680000000001,0.386772,-0.125058,0.686251,1.167438,-0.324567,-0.313895,-0.06954,d>i>b>c>a>e>f>h>g,4.0,2.0,3.0,0.0,5.0,6.0,8.0,7.0,1.0
-0.396998,0.031399,-0.708388,-0.556591,0.160876,0.923695,0.243155,-0.313895,0.035788,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
1.238486,0.699643,0.966562,-0.815511,0.791326,1.167438,0.432395,0.16279100000000002,-0.06954,b>c>d>i>a>g>f>h>e,4.0,0.0,1.0,2.0,8.0,6.0,5.0,7.0,3.0
-0.26371,1.249961,-0.193019,0.651701,1.526851,1.411181,-1.0815299999999999,-0.949476,-0.49085100000000004,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.41501000000000005,1.092727,-0.740599,-0.815511,1.3167010000000001,1.167438,1.094737,-0.711133,-0.701507,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.363105,1.053419,-0.966073,-1.419657,0.791326,1.167438,1.378598,-0.154999,-0.701507,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.512275,1.171344,-1.030494,0.479088,-0.7848,0.679952,-0.986909,0.24223899999999998,-0.06954,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.132553,0.738951,0.644456,-0.729205,-1.310175,0.679952,0.527016,0.718925,-0.06954,b>c>d>i>a>g>f>h>e,4.0,0.0,1.0,2.0,8.0,6.0,5.0,7.0,3.0
0.525213,0.935494,0.741088,-0.556591,-0.469574,0.923695,0.337775,-0.075552,-0.06954,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.579249,1.014111,0.7088770000000001,0.392781,-0.36449899999999996,0.923695,-0.135327,-0.154999,-1.965442,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-1.355234,0.7782600000000001,0.29014,0.996927,0.371026,0.923695,-1.649252,-0.313895,-0.06954,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.8746450000000001,0.149324,-0.031966,-1.937497,0.581176,1.167438,1.8517,-0.552238,0.246444,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
1.17004,0.463792,-0.418493,-0.125058,0.476101,1.167438,-1.17615,-0.631686,0.667756,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
0.363105,0.738951,-0.837231,0.738007,0.160876,0.923695,-1.933113,-0.552238,1.5103790000000001,a>d>i>c>b>e>g>f>h,0.0,4.0,3.0,1.0,5.0,7.0,6.0,8.0,2.0
0.229817,0.738951,-0.869441,0.9106200000000001,0.160876,0.923695,-1.743872,-0.552238,1.089068,e>a>b>c>d>i>g>f>h,1.0,2.0,3.0,4.0,0.0,7.0,6.0,8.0,5.0
-1.070645,0.581717,-0.450704,1.3421530000000002,-0.36449899999999996,0.923695,-1.933113,0.877821,-0.174868,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-1.297595,-0.086526,0.257929,-0.901818,-0.469574,0.923695,0.432395,0.718925,0.5624279999999999,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.9034639999999999,-0.361686,1.159826,-1.7648840000000001,0.581176,1.167438,1.662459,0.40113499999999996,0.035788,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-1.1030659999999999,-0.047218,0.741088,1.601073,1.947152,1.411181,-2.311594,-0.7905810000000001,-0.49085100000000004,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-1.902797,-0.400994,0.257929,-0.815511,2.157302,1.411181,-0.22994699999999998,-1.108372,3.5116099999999997,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
1.1376190000000002,-1.108547,-0.450704,-1.7648840000000001,1.3167010000000001,1.167438,1.567839,0.24223899999999998,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
1.368172,-0.283069,-0.22523,-0.211365,1.001476,1.167438,-0.22994699999999998,0.24223899999999998,0.246444,a>b>c>d>i>g>f>h>e,0.0,1.0,2.0,3.0,8.0,6.0,5.0,7.0,4.0
-0.728418,0.031399,-0.193019,0.9106200000000001,0.686251,1.167438,-1.5546309999999999,0.083344,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.856633,-0.204452,0.32235,-1.678577,0.686251,1.167438,1.567839,0.321687,0.035788,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.47625100000000004,0.26725,-0.386283,0.479088,0.686251,1.167438,-1.0815299999999999,-0.313895,0.035788,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.971909,0.42448400000000003,0.32235,-0.642898,0.055800999999999996,0.923695,0.337775,0.16279100000000002,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.20820300000000003,1.171344,0.19350799999999999,-0.038751999999999995,0.581176,1.167438,-0.419188,-0.075552,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.5338890000000001,1.053419,-0.515125,0.047555,0.371026,0.923695,-0.513808,-0.393342,0.035788,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.569913,1.014111,-0.5473359999999999,0.047555,0.371026,0.923695,-0.513808,-0.393342,0.035788,a>d>i>b>c>e>g>f>h,0.0,3.0,4.0,1.0,5.0,7.0,6.0,8.0,2.0
-1.430884,0.42448400000000003,-0.128598,0.30647399999999997,-0.049274,0.923695,-0.8922889999999999,0.48058199999999995,0.14111600000000002,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.247829,-0.440303,0.773299,-1.247044,0.581176,1.167438,1.000117,0.321687,-0.06954,b>c>d>i>a>g>f>h>e,4.0,0.0,1.0,2.0,8.0,6.0,5.0,7.0,3.0
1.2312809999999998,-0.007909999999999999,0.32235,-1.074431,1.211626,1.167438,0.8108770000000001,-0.393342,-0.06954,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.724816,0.660334,-1.094916,0.13386099999999998,-1.83555,0.436209,-0.513808,0.321687,0.035788,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.724816,0.385175,-0.80502,-0.297672,-2.360925,0.436209,0.337775,0.639478,-0.701507,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.62608,0.345867,1.965091,-0.556591,-0.259424,0.923695,0.337775,-0.154999,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.40420300000000003,0.542409,-0.354072,0.30647399999999997,1.211626,1.167438,-0.8922889999999999,-1.585058,0.035788,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-0.782454,0.149324,-1.7069169999999998,-0.47028500000000006,0.26595100000000005,0.923695,-0.22994699999999998,-0.313895,0.5624279999999999,b>c>a>d>i>e>g>f>h,2.0,0.0,1.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.969778,-0.047218,-1.384811,0.22016799999999997,-0.679725,0.923695,-1.0815299999999999,1.116164,0.351772,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.269443,-0.676153,1.192036,-0.642898,0.581176,1.167438,0.243155,-0.234447,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.180855,-0.597536,0.741088,0.30647399999999997,1.211626,1.167438,-1.17615,-0.7905810000000001,1.194396,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.5338890000000001,-0.676153,0.451193,-0.988124,1.421776,1.167438,-0.513808,-0.711133,2.037019,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.835018,-0.636845,-0.966073,-0.988124,0.686251,1.167438,0.716256,-0.313895,0.035788,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.665706,-0.361686,-1.223758,0.565394,0.055800999999999996,0.923695,-1.649252,-0.47279,0.4571,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.202469,-0.322377,-1.2559690000000001,1.859993,-0.57465,0.923695,-2.5008340000000002,0.40113499999999996,-1.2281469999999999,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.59513,-0.558228,-0.676178,-0.729205,-1.310175,0.679952,0.337775,1.1956120000000001,-0.06954,a>b>c>d>i>e>f>h>g,0.0,1.0,2.0,3.0,5.0,6.0,8.0,7.0,4.0
-0.101603,-0.676153,-0.064177,-1.074431,-1.520325,0.679952,1.094737,1.036716,-0.596179,a>b>c>d>i>g>f>h>e,0.0,1.0,2.0,3.0,8.0,6.0,5.0,7.0,4.0
0.608068,-0.558228,0.000245,-0.815511,-1.41525,0.679952,0.621636,-0.154999,-0.174868,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.23342,-0.322377,-0.25744,0.22016799999999997,-1.6254,0.679952,-0.608428,-0.154999,0.14111600000000002,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
0.12895,-0.283069,-0.354072,-0.297672,-1.83555,0.436209,0.053914,-0.075552,0.246444,e>a>d>i>c>b>g>f>h,1.0,5.0,4.0,2.0,0.0,7.0,6.0,8.0,3.0
0.79179,0.110016,1.192036,-0.642898,-1.100025,0.679952,0.432395,0.639478,-0.06954,b>c>d>i>a>g>f>h>e,4.0,0.0,1.0,2.0,8.0,6.0,5.0,7.0,3.0
0.9575,0.621026,1.063194,-0.38397800000000004,0.055800999999999996,0.923695,0.148534,-0.234447,0.035788,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.168577,0.8175680000000001,0.676667,0.824314,0.581176,1.167438,-1.8384919999999998,-0.631686,1.5103790000000001,d>i>b>c>a>g>f>h>e,4.0,2.0,3.0,0.0,8.0,6.0,5.0,7.0,1.0
-0.74643,0.7782600000000001,-0.096387,1.514767,0.791326,1.167438,-2.406214,-1.9028490000000002,-0.06954,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-0.9949950000000001,0.345867,-0.901652,-1.678577,0.371026,0.923695,1.94632,-0.631686,-0.174868,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.8581040000000001,0.306558,-0.9338629999999999,-1.419657,0.371026,0.923695,1.8517,-0.631686,-1.2281469999999999,e>a>d>i>c>b>g>f>h,1.0,5.0,4.0,2.0,0.0,7.0,6.0,8.0,3.0
0.373913,0.188633,-0.482914,-1.59227,-0.36449899999999996,0.923695,1.567839,0.798373,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.6873199999999999,0.306558,-0.160808,1.255847,-0.469574,0.923695,-1.365391,0.718925,-4.072001,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.17365,0.385175,0.19350799999999999,0.824314,-0.469574,0.923695,-1.743872,0.56003,0.5624279999999999,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.638358,0.188633,0.515614,0.047555,-0.259424,0.923695,-0.419188,0.48058199999999995,-0.8068350000000001,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.42581800000000003,-0.24376,0.773299,-0.642898,0.581176,1.167438,0.243155,0.083344,0.035788,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.42581800000000003,-0.322377,0.5800350000000001,0.479088,0.896401,1.167438,-0.703048,-0.631686,-1.860114,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.273046,-0.5189199999999999,-0.321861,-1.333351,1.001476,1.167438,1.189358,-0.711133,0.035788,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.359503,-0.47961099999999995,-0.354072,-1.333351,1.001476,1.167438,1.189358,-0.631686,-0.174868,e>d>i>b>c>a>g>f>h,5.0,3.0,4.0,1.0,0.0,7.0,6.0,8.0,2.0
1.4546290000000002,0.110016,-0.450704,-0.988124,0.371026,0.923695,0.8108770000000001,0.16279100000000002,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.879718,0.7782600000000001,-0.386283,1.083234,-0.469574,0.923695,-1.743872,0.24223899999999998,0.035788,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.982716,0.26725,0.676667,-0.988124,0.26595100000000005,0.923695,0.8108770000000001,0.003896,0.035788,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.436625,0.738951,-0.096387,0.738007,0.896401,1.167438,-1.365391,-0.7905810000000001,-0.06954,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
0.301865,0.306558,-1.2559690000000001,-0.815511,-0.889875,0.679952,0.621636,-0.154999,0.035788,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.11814300000000001,0.463792,-0.77281,0.13386099999999998,-1.83555,0.436209,-0.513808,0.639478,-0.174868,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.6779850000000001,0.306558,0.386772,0.479088,-2.150775,0.436209,-0.8922889999999999,1.116164,0.035788,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.6743819999999999,-0.007909999999999999,1.192036,-0.642898,-1.520325,0.679952,0.337775,0.877821,0.14111600000000002,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.49786499999999995,-0.361686,1.2242469999999999,-0.38397800000000004,-0.36449899999999996,0.923695,0.148534,-0.234447,0.035788,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.417141,-0.400994,-0.418493,-0.729205,0.896401,1.167438,0.337775,-1.18782,0.035788,g>b>c>a>i>d>e>f>h,3.0,1.0,2.0,5.0,6.0,7.0,0.0,8.0,4.0
0.442358,-0.400994,-0.450704,-0.901818,0.896401,1.167438,0.432395,-0.711133,0.246444,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.7485609999999999,0.22794099999999998,-0.418493,-0.38397800000000004,-0.15434900000000001,0.923695,0.148534,0.24223899999999998,0.035788,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.02235,0.621026,-0.386283,0.13386099999999998,-0.7848,0.679952,-0.608428,0.16279100000000002,0.035788,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.800466,0.42448400000000003,-0.160808,0.651701,-0.99495,0.679952,-1.0815299999999999,0.321687,-0.174868,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.411408,0.110016,0.32235,-1.333351,-0.99495,0.679952,1.378598,0.718925,-1.2281469999999999,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.22048099999999998,0.070707,0.451193,-1.678577,-0.99495,0.679952,1.378598,0.718925,0.5624279999999999,d>i>a>b>c>e>f>h>g,2.0,3.0,4.0,0.0,5.0,6.0,8.0,7.0,1.0
0.481984,0.070707,0.547825,-1.1607370000000001,-0.7848,0.679952,1.094737,0.16279100000000002,-1.122819,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.364577,0.306558,-0.22523,0.30647399999999997,-0.36449899999999996,0.923695,-0.703048,-0.47279,-0.06954,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.11601199999999999,0.070707,-0.643967,-0.729205,-0.7848,0.679952,0.621636,-0.234447,-0.174868,e>d>i>b>c>a>g>f>h,5.0,3.0,4.0,1.0,0.0,7.0,6.0,8.0,2.0
0.557634,0.149324,-0.28965100000000005,-0.901818,-1.2051,0.679952,0.8108770000000001,0.48058199999999995,0.035788,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.25290300000000004,0.42448400000000003,0.161297,0.22016799999999997,-1.310175,0.679952,-0.608428,0.24223899999999998,-0.06954,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.22048099999999998,-0.047218,0.41898199999999997,-0.297672,-0.57465,0.923695,0.053914,0.003896,-0.06954,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.856633,0.188633,-0.128598,-0.815511,-0.259424,0.923695,0.621636,-0.234447,-0.06954,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.9863190000000001,0.896185,-0.193019,-0.297672,-0.57465,0.923695,0.053914,0.083344,-0.06954,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.316274,1.2892700000000001,-0.579546,0.30647399999999997,-0.889875,0.679952,-0.797669,-0.313895,0.14111600000000002,e>a>d>i>c>b>g>f>h,1.0,5.0,4.0,2.0,0.0,7.0,6.0,8.0,3.0
-0.447432,1.249961,-0.386283,0.651701,-1.2051,0.679952,-1.0815299999999999,0.40113499999999996,0.14111600000000002,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.216879,0.345867,0.86993,-0.38397800000000004,0.581176,1.167438,0.148534,-0.154999,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.645563,-0.322377,-1.2559690000000001,-0.211365,-0.15434900000000001,0.923695,-0.135327,-0.313895,0.035788,b>c>a>d>i>e>g>f>h,2.0,0.0,1.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.5987319999999999,-0.5189199999999999,-0.9982840000000001,-0.38397800000000004,-0.7848,0.679952,0.243155,0.639478,-0.174868,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.373913,-0.636845,0.225719,-1.074431,-1.310175,0.679952,0.9054969999999999,0.957269,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.391925,-0.47961099999999995,0.805509,0.047555,-0.889875,0.679952,-0.324567,0.639478,-0.174868,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.155638,-0.400994,0.773299,0.22016799999999997,-0.259424,0.923695,-0.608428,-0.154999,-0.06954,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.321348,-0.47961099999999995,0.676667,-0.729205,0.055800999999999996,0.923695,0.148534,-0.234447,1.5103790000000001,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.381117,-0.5189199999999999,-0.418493,-0.729205,0.371026,0.923695,0.432395,-0.552238,-0.06954,e>d>i>b>c>a>g>f>h,5.0,3.0,4.0,1.0,0.0,7.0,6.0,8.0,2.0
1.249293,0.031399,-0.25744,-0.901818,-0.259424,0.923695,0.716256,0.24223899999999998,0.035788,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.714009,0.463792,-0.321861,0.738007,-0.7848,0.679952,-1.2707700000000002,0.083344,0.035788,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.796863,-0.283069,0.7088770000000001,-0.556591,-0.679725,0.923695,0.337775,0.718925,0.035788,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.013674,-0.558228,1.030983,-0.901818,0.476101,1.167438,0.716256,-0.154999,-0.174868,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.618875,-0.283069,-0.579546,-0.729205,0.896401,1.167438,0.337775,-0.870029,-0.06954,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
0.19739600000000002,-0.086526,-1.32039,0.392781,0.26595100000000005,0.923695,-0.797669,-0.711133,-0.174868,e>a>d>i>c>b>g>f>h,1.0,5.0,4.0,2.0,0.0,7.0,6.0,8.0,3.0
-0.267312,-0.125835,-1.094916,0.13386099999999998,-0.679725,0.679952,-0.608428,0.639478,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.216879,-0.24376,-0.740599,-0.901818,-1.100025,0.679952,1.094737,0.718925,0.14111600000000002,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.6873199999999999,-0.165143,-0.064177,-1.419657,-1.41525,0.679952,1.378598,0.877821,-0.174868,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
