A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,ranking,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p
-0.038571,1.8500279999999998,-0.060199,1.7413580000000002,2.02998,-1.458309,-0.560264,-0.337024,0.300695,-0.461892,-0.9895459999999999,0.194232,-0.791425,0.15745599999999998,0.573854,-0.631015,i>f>h>m>n>c>o>k>d>e>l>g>a>b>j>p,12.0,13.0,5.0,8.0,9.0,1.0,11.0,2.0,0.0,14.0,7.0,10.0,3.0,4.0,6.0,15.0
-0.40358299999999997,-0.196212,-0.807553,-0.255778,-0.234433,-1.120392,-1.011796,-1.016173,-0.619735,-0.129505,-1.0156129999999999,-0.016175,0.22227399999999997,-0.0594,-0.061509,-0.22525,c>p>d>f>i>e>h>a>n>g>m>b>o>k>l>j,7.0,11.0,0.0,2.0,5.0,3.0,9.0,6.0,4.0,15.0,13.0,14.0,10.0,8.0,12.0,1.0
-0.221077,0.497429,0.419584,0.33683,0.172465,1.3505280000000002,0.369476,0.783612,0.844827,1.611909,0.367316,0.807062,0.017601,0.326275,0.135701,0.7297859999999999,d>e>n>j>f>b>c>h>i>m>a>p>g>l>o>k,10.0,5.0,6.0,0.0,1.0,4.0,12.0,7.0,8.0,3.0,15.0,13.0,9.0,2.0,14.0,11.0
-0.40358299999999997,-1.252437,-0.616101,-1.3504690000000001,-1.143086,-0.975231,-1.587956,-1.3775950000000001,-1.543699,-1.195309,-0.8276549999999999,-0.43344099999999997,-0.240135,-0.510955,-0.560054,-0.265392,g>j>p>n>d>i>f>o>h>b>l>c>e>a>k>m,13.0,9.0,11.0,4.0,12.0,6.0,0.0,8.0,5.0,1.0,14.0,10.0,15.0,3.0,7.0,2.0
-0.40358299999999997,-0.612396,-2.401448,-0.57308,-0.657471,1.8185349999999998,0.255996,0.660977,0.674049,0.134236,1.090335,-0.590925,-1.166279,-0.665134,-0.534231,-0.469445,l>o>j>b>m>e>n>k>d>c>a>i>f>h>p>g,10.0,3.0,9.0,8.0,5.0,12.0,15.0,13.0,11.0,2.0,7.0,0.0,4.0,6.0,1.0,14.0
0.14393499999999998,3.095427,-0.099412,3.141219,3.62699,0.525566,0.970722,1.843636,2.973653,-0.465504,-0.691832,0.748973,0.392835,0.714238,1.216297,-0.724344,i>f>h>m>p>l>g>k>j>a>o>b>n>c>d>e,9.0,11.0,13.0,14.0,15.0,1.0,6.0,2.0,0.0,8.0,7.0,5.0,3.0,12.0,10.0,4.0
0.691453,1.162693,0.984713,1.302735,0.9681379999999999,0.898385,2.798349,1.302347,1.8488790000000002,1.6841669999999997,1.541708,0.08322,-0.96805,0.070988,0.23253600000000002,-0.8507899999999999,m>k>o>l>f>h>n>i>a>e>p>g>j>c>b>d,8.0,14.0,13.0,15.0,9.0,4.0,11.0,5.0,7.0,12.0,1.0,3.0,0.0,6.0,2.0,10.0
-0.40358299999999997,-0.536726,-0.45924899999999996,-0.63374,-0.5733729999999999,-0.5397460000000001,-1.0880459999999998,-1.273989,-1.0281280000000002,-1.123051,-0.995034,-0.755508,-0.23445,-0.847678,-0.61045,-0.726017,g>n>k>j>f>o>i>h>p>a>d>m>e>l>c>b,9.0,15.0,14.0,10.0,12.0,4.0,0.0,7.0,6.0,3.0,2.0,13.0,11.0,1.0,5.0,8.0
-0.586088,-0.669149,0.025147,-0.7401300000000001,-0.731941,-0.968092,-0.745416,-1.4456790000000002,-1.595226,-0.729246,0.058626,-1.286368,-1.474615,-1.333546,-1.05714,-1.172927,o>n>k>g>l>j>p>i>e>f>h>d>a>b>m>c,12.0,13.0,15.0,11.0,8.0,9.0,3.0,10.0,7.0,5.0,2.0,4.0,14.0,1.0,0.0,6.0
-0.038571,0.286184,-0.8583,0.178179,0.203612,-1.340118,-1.153944,-1.051836,-0.844101,-1.112212,-1.1651559999999999,-1.1175899999999999,-1.5123280000000001,-1.117147,-0.8615959999999999,-1.31476,p>f>i>n>h>m>l>g>k>j>o>d>a>b>e>c,12.0,13.0,15.0,11.0,14.0,1.0,7.0,4.0,2.0,9.0,8.0,6.0,5.0,3.0,10.0,0.0
-0.586088,-1.003357,0.188919,-0.952442,-1.017081,0.374852,1.964171,0.589087,-0.6073689999999999,1.644425,1.739269,-1.026262,1.584864,-0.982183,-0.803287,0.392596,a>e>b>k>d>n>o>l>g>j>c>m>p>i>h>f,0.0,2.0,10.0,4.0,1.0,15.0,8.0,14.0,13.0,9.0,3.0,7.0,11.0,5.0,6.0,12.0
0.14393499999999998,-1.5961040000000002,1.051606,-1.5693139999999999,-1.3922649999999999,0.049625999999999997,-0.14616099999999999,-0.67392,-1.212744,0.051139,0.9092370000000001,-0.6412680000000001,1.014433,-0.739707,-0.7466430000000001,0.769927,j>g>o>e>k>a>l>n>b>d>c>m>p>i>f>h,5.0,8.0,10.0,9.0,3.0,14.0,1.0,15.0,13.0,0.0,4.0,6.0,11.0,7.0,2.0,12.0
1.0564639999999998,-0.801571,0.209679,-0.6710699999999999,-0.842939,0.128949,1.10212,0.18875899999999998,0.058074,-0.693117,0.54567,-1.046916,-0.590353,-0.305537,-0.9390639999999999,0.429727,p>a>b>c>k>d>e>l>m>o>n>g>j>h>i>f,1.0,2.0,3.0,5.0,6.0,15.0,11.0,13.0,14.0,12.0,4.0,7.0,8.0,10.0,9.0,0.0
-0.586088,-1.145238,-0.0025329999999999997,-1.126958,-1.076544,1.366393,-0.317377,-0.251038,-0.6344569999999999,-0.34266599999999997,0.8269200000000001,0.04869,1.588654,0.29608,-0.428858,2.34281,j>c>d>g>b>e>a>o>n>m>l>k>p>h>i>f,6.0,4.0,1.0,2.0,5.0,15.0,3.0,13.0,14.0,0.0,11.0,10.0,9.0,8.0,7.0,12.0
-0.40358299999999997,0.560487,0.0436,0.593471,0.506591,-1.391678,0.0031550000000000003,-0.633042,-0.562024,-0.58473,-1.022473,-0.5431630000000001,-0.380374,-0.194821,-0.33473,-0.425624,k>h>f>i>a>g>p>o>n>m>l>e>j>c>b>d,4.0,14.0,13.0,15.0,11.0,2.0,5.0,1.0,3.0,12.0,0.0,10.0,9.0,8.0,7.0,6.0
1.968994,1.8563330000000002,1.00778,2.0586599999999997,2.027149,0.898385,1.3091709999999999,2.762699,2.2139889999999998,0.9796530000000001,-0.062105999999999995,-0.161718,0.542549,0.186737,0.267938,0.8465309999999999,p>b>m>l>c>h>a>i>f>e>j>g>k>d>n>o,6.0,1.0,4.0,13.0,9.0,8.0,11.0,5.0,7.0,10.0,12.0,3.0,2.0,14.0,15.0,0.0
-0.586088,-1.1326260000000001,0.33423800000000004,-1.0835620000000001,-1.0513430000000001,2.342069,0.680054,-0.007176999999999999,0.145818,1.16391,1.5732620000000002,-0.12654300000000002,1.243743,-0.160051,-0.365967,0.678271,j>g>n>k>o>m>e>l>a>d>h>c>f>i>b>p,8.0,14.0,11.0,9.0,6.0,12.0,1.0,10.0,13.0,0.0,3.0,7.0,5.0,2.0,4.0,15.0
-0.586088,-0.719595,-1.296563,-0.7466619999999999,-0.714952,-1.111667,-0.930966,-1.13909,-1.35496,-1.20976,-0.39549,-1.074347,-1.727613,-1.045319,-0.913241,-0.443018,o>n>j>k>d>e>l>a>p>i>f>h>b>m>c>g,7.0,12.0,14.0,4.0,5.0,10.0,15.0,11.0,9.0,2.0,3.0,6.0,13.0,1.0,0.0,8.0
-0.586088,0.620392,0.39882399999999996,0.7054600000000001,0.580212,-0.326366,0.403321,0.560895,0.547439,0.690621,-0.038782,0.087092,-0.6307189999999999,0.24484,0.117375,-0.5343399999999999,h>f>i>n>p>m>k>o>e>d>a>g>c>l>b>j,10.0,14.0,12.0,9.0,8.0,1.0,11.0,0.0,2.0,15.0,6.0,13.0,5.0,3.0,7.0,4.0
-0.40358299999999997,0.005574,0.751742,-0.013134999999999999,-0.059724,-0.172479,-0.5582729999999999,0.167614,-0.6135520000000001,-2.243048,-0.560125,-0.240137,0.745326,-0.225016,-0.244975,8.139927,b>e>c>a>d>g>i>h>f>p>j>l>o>k>m>n,3.0,0.0,2.0,4.0,1.0,8.0,5.0,7.0,6.0,10.0,13.0,11.0,14.0,15.0,12.0,9.0
-0.586088,-1.012816,0.348078,-1.022435,-1.014816,-0.646039,-0.239733,-0.631632,-0.653302,1.1061040000000002,0.217773,-0.5915699999999999,1.082657,-0.33161399999999996,-0.818281,1.3660299999999999,d>n>g>o>j>e>a>k>c>p>m>b>l>h>f>i,6.0,11.0,8.0,0.0,5.0,14.0,2.0,13.0,15.0,4.0,7.0,12.0,10.0,1.0,3.0,9.0
-0.221077,-1.116862,-1.238897,-1.11156,-1.10486,-0.013833000000000002,0.180343,-0.807692,-0.906523,0.640041,0.880426,-1.1221079999999999,-0.151064,-1.064076,-0.991334,-0.279776,o>p>n>k>e>a>l>j>b>d>c>m>g>i>f>h,5.0,8.0,10.0,9.0,4.0,14.0,12.0,15.0,13.0,7.0,3.0,6.0,11.0,2.0,0.0,1.0
-0.586088,0.7559670000000001,-0.17091800000000001,0.696128,0.738781,-0.709498,-0.239733,-0.41032399999999997,0.003013,0.5966859999999999,-0.951131,1.133646,-0.166225,1.019392,1.126751,0.002554,f>h>i>c>m>e>a>p>d>n>k>g>b>o>j>l,6.0,12.0,3.0,8.0,5.0,0.0,11.0,1.0,2.0,14.0,10.0,15.0,4.0,9.0,13.0,7.0
-0.586088,0.6708390000000001,2.345637,0.6168020000000001,0.71896,-1.473381,-0.5901270000000001,-0.589344,-0.601774,-1.8095,-1.318815,0.436266,0.089616,0.21189899999999998,0.824792,-0.42060600000000004,g>i>f>h>k>p>j>l>a>m>b>n>o>d>c>e,8.0,10.0,14.0,13.0,15.0,2.0,0.0,3.0,1.0,6.0,4.0,7.0,9.0,11.0,12.0,5.0
-0.40358299999999997,-0.33494,-0.34391700000000003,-0.251112,-0.394417,0.025829,0.32368600000000003,0.29025,-0.06765399999999999,0.18842899999999999,0.46472399999999997,-0.9946370000000001,-0.027882,-0.9062379999999999,-0.8593049999999999,-0.09311699999999999,l>n>j>o>g>m>b>k>e>d>c>a>h>f>i>p,11.0,6.0,10.0,9.0,8.0,13.0,4.0,12.0,14.0,2.0,7.0,0.0,5.0,1.0,3.0,15.0
4.34157,-1.4416120000000001,0.006693999999999999,-1.377533,-1.31921,0.477972,0.741771,0.18593900000000002,-0.5358189999999999,0.7014600000000001,1.3441459999999998,-0.961397,-0.387954,-0.915845,-0.940522,0.06243200000000001,o>j>l>k>e>m>a>b>n>p>g>c>d>i>h>f,6.0,7.0,11.0,12.0,4.0,15.0,10.0,14.0,13.0,1.0,3.0,2.0,5.0,8.0,0.0,9.0
0.326441,-0.11108299999999999,-0.742967,-0.064463,-0.209798,0.898385,0.28984099999999996,0.489005,0.653438,0.730363,0.069602,-0.9943139999999999,-1.12705,-0.963426,-0.797872,-0.422947,m>j>l>k>o>n>h>c>f>i>b>a>p>e>g>d,11.0,10.0,7.0,15.0,13.0,8.0,14.0,6.0,9.0,1.0,3.0,2.0,0.0,5.0,4.0,12.0
3.794053,0.979824,1.270738,0.9154399999999999,0.990791,-0.887182,-0.701617,-0.012815,-0.100337,-1.737243,-0.93604,-0.258209,-0.16054000000000002,-0.225016,-0.005907,-0.594218,p>g>f>i>h>l>b>o>m>k>e>a>c>d>j>n,11.0,6.0,12.0,13.0,10.0,2.0,1.0,4.0,3.0,14.0,9.0,5.0,8.0,15.0,7.0,0.0
-0.40358299999999997,1.8311099999999998,1.0769790000000001,1.8066849999999999,1.984675,-0.60955,0.508838,0.545389,1.08627,-0.071699,0.047651,1.46507,-0.587889,1.367094,1.780648,-0.123223,i>f>h>m>l>g>c>k>b>j>a>n>o>e>d>p,10.0,8.0,6.0,14.0,13.0,1.0,5.0,2.0,0.0,9.0,7.0,4.0,3.0,11.0,12.0,15.0
-0.586088,0.018186,3.916465,-0.064463,-0.13731,-0.369201,-0.25566,-0.205931,0.038346,-0.432988,-0.422929,-0.217547,-0.791425,-0.575006,-0.443435,-0.64774,g>m>f>k>h>i>a>c>o>j>p>n>e>l>b>d,6.0,14.0,7.0,15.0,12.0,2.0,0.0,4.0,5.0,9.0,3.0,13.0,1.0,11.0,8.0,10.0
-0.40358299999999997,0.629851,0.276572,0.668131,0.526412,-0.0059,0.261969,0.68494,0.060429,0.17759,-0.376283,-0.257241,1.001167,-0.10149,-0.205825,1.2757120000000002,h>f>d>j>c>a>g>i>e>b>n>k>m>l>p>o,5.0,9.0,4.0,2.0,8.0,1.0,6.0,0.0,7.0,3.0,11.0,13.0,12.0,10.0,15.0,14.0
-0.586088,-0.032260000000000004,-1.204297,-0.083128,-0.11579,-0.156614,-0.767316,-0.418782,-0.096509,-0.418537,-0.9072290000000001,-0.9510709999999999,-0.790098,-0.945126,-0.7635109999999999,-0.682195,m>j>n>f>i>h>o>c>l>d>k>g>b>e>p>a,15.0,12.0,7.0,9.0,13.0,3.0,11.0,5.0,4.0,1.0,10.0,8.0,0.0,2.0,6.0,14.0
0.691453,0.6456149999999999,-0.685301,0.546809,0.566054,0.057558000000000005,-0.474656,-0.259496,-0.026432,-0.552214,-0.860582,-0.026180000000000002,-1.211951,-0.21129099999999998,0.014709,-0.7183229999999999,p>f>i>h>m>j>n>l>o>k>c>b>d>e>a>g,14.0,11.0,10.0,12.0,13.0,1.0,15.0,3.0,2.0,5.0,9.0,7.0,4.0,6.0,8.0,0.0
-0.586088,-1.085333,-1.211217,-1.0896290000000002,-1.038318,0.54143,-0.293486,-0.8234790000000001,-1.0113450000000002,-0.075312,-0.197929,-0.5776939999999999,-0.8791690000000001,-0.77585,-0.719571,-0.148981,j>d>n>k>a>c>b>o>l>e>m>p>i>f>h>g,4.0,6.0,5.0,1.0,9.0,13.0,15.0,14.0,12.0,0.0,3.0,8.0,10.0,2.0,7.0,11.0
2.1515,0.677145,1.492176,0.8781100000000001,0.673654,-0.8070649999999999,1.267363,0.311394,0.812438,-0.129505,-0.05799,0.76995,-0.14158900000000002,1.3263770000000001,0.751905,-0.147308,p>h>k>g>f>a>i>e>o>m>c>l>b>d>n>j,5.0,12.0,10.0,13.0,7.0,4.0,3.0,1.0,6.0,15.0,2.0,11.0,9.0,14.0,8.0,0.0
-0.586088,-0.656537,-1.1604709999999998,-0.540416,-0.724296,2.437257,1.7073470000000002,1.247373,1.100992,1.6950049999999999,1.8133540000000001,0.178097,-0.406905,-0.09051000000000001,-0.225608,1.121836,e>j>o>c>m>a>k>b>n>l>d>h>f>i>p>g,5.0,7.0,3.0,10.0,0.0,12.0,15.0,11.0,13.0,1.0,6.0,9.0,4.0,8.0,2.0,14.0
-0.586088,-0.549338,0.207373,-0.21378200000000003,-0.5538350000000001,0.644551,3.359777,2.273566,1.498491,2.045456,2.510306,2.220215,2.236784,2.6815,1.42038,1.8611099999999998,c>b>a>m>e>l>k>o>j>d>g>h>n>f>i>p,2.0,1.0,0.0,9.0,4.0,13.0,10.0,11.0,14.0,8.0,6.0,5.0,3.0,12.0,7.0,15.0
-0.038571,-0.590326,2.597061,-0.517085,-0.634818,0.27966399999999997,0.42323,0.264877,-0.082965,0.585847,0.515487,-1.1685780000000001,0.008126000000000001,-1.0778020000000001,-0.9844620000000001,-0.485501,g>j>o>k>l>m>n>p>a>e>h>b>f>i>c>d,8.0,11.0,14.0,15.0,9.0,12.0,0.0,10.0,13.0,1.0,3.0,4.0,5.0,6.0,2.0,7.0
-0.40358299999999997,0.916766,1.097739,0.845447,0.903012,-0.220073,-0.673744,-0.062151,0.192045,-0.41492399999999996,-0.9634790000000001,-0.665794,-0.456178,-0.7648699999999999,-0.37388000000000005,-0.5865239999999999,g>f>h>i>j>n>m>l>k>o>p>d>a>b>e>c,12.0,13.0,15.0,11.0,14.0,1.0,0.0,2.0,3.0,4.0,8.0,7.0,6.0,5.0,9.0,10.0
-0.40358299999999997,-0.035413,-0.039439,-0.017800999999999997,-0.060291,-1.014099,-0.30543200000000004,-0.836448,-0.34560799999999997,0.647266,-1.11165,0.7447779999999999,0.680892,0.863384,0.42995500000000003,-0.026549,a>c>e>d>p>b>h>f>i>n>k>g>m>o>l>j,0.0,5.0,1.0,3.0,2.0,7.0,11.0,6.0,8.0,15.0,10.0,14.0,12.0,9.0,13.0,4.0
-0.586088,-0.565102,-0.673768,-0.689735,-0.596025,-1.933456,-1.721743,-1.610039,-1.717715,-1.379566,-1.1404610000000002,-1.207626,-0.520991,-1.24662,-1.001955,-1.328141,g>p>i>f>n>h>o>d>k>l>a>b>e>j>c>m,10.0,11.0,14.0,7.0,12.0,3.0,0.0,5.0,2.0,13.0,8.0,9.0,15.0,4.0,6.0,1.0
0.508947,-0.066942,-0.05327899999999999,-0.148455,-0.115506,-0.43741899999999995,-1.049025,-0.926099,-0.634163,-0.22344099999999997,-0.9525030000000001,-0.592861,-1.0146700000000002,-0.658729,-0.517988,-0.7705069999999999,p>j>m>f>i>h>n>g>l>k>o>d>c>b>a>e,14.0,13.0,12.0,11.0,15.0,3.0,7.0,5.0,4.0,1.0,9.0,8.0,2.0,6.0,10.0,0.0
-0.221077,1.049188,2.034239,0.9761,1.273949,-0.6412800000000001,-0.564246,-0.276411,-0.010237000000000001,-0.577504,-0.8235399999999999,1.832961,0.650571,1.596761,2.6948540000000003,-0.751105,i>g>f>h>p>j>m>o>n>l>k>d>e>b>a>c,14.0,13.0,15.0,11.0,12.0,2.0,1.0,3.0,0.0,5.0,10.0,9.0,6.0,8.0,7.0,4.0
1.421476,1.3707850000000001,-0.30239699999999997,1.51738,1.477822,-0.6952189999999999,1.064293,0.890742,0.6475489999999999,-0.750923,-0.110124,1.8168259999999998,0.14836400000000002,2.1082490000000003,1.8014729999999999,-0.371098,h>f>i>b>a>l>k>e>m>c>o>d>p>g>n>j,4.0,3.0,9.0,11.0,7.0,1.0,13.0,0.0,2.0,15.0,6.0,5.0,8.0,14.0,10.0,12.0
-0.586088,0.166373,0.502624,0.019528,0.08440299999999999,-1.128325,-1.4408299999999998,-1.400008,-1.1591559999999999,-1.412082,-1.04854,-0.589957,0.301869,-0.683434,-0.5098659999999999,-0.45238500000000004,g>f>i>h>o>j>e>d>p>n>a>k>b>c>l>m,10.0,12.0,13.0,7.0,6.0,1.0,0.0,3.0,2.0,5.0,11.0,14.0,15.0,9.0,4.0,8.0
-0.586088,0.554181,0.991633,0.5328109999999999,0.478275,-0.061426,0.052926999999999995,0.50451,0.289506,-0.09698899999999999,-0.07445299999999999,0.10355,-0.516822,0.028441,-0.013404,0.199248,j>g>l>h>f>i>o>m>k>n>b>e>a>c>d>p,12.0,10.0,13.0,14.0,11.0,4.0,1.0,3.0,5.0,0.0,8.0,2.0,7.0,9.0,6.0,15.0
2.1515,0.727591,-0.74758,0.686796,0.631181,-0.077291,-0.148152,0.187349,0.51505,-0.12228,-0.56424,-0.5447770000000001,-0.425856,-0.504093,-0.36846599999999996,-0.602247,n>h>p>f>i>m>d>k>l>g>j>o>a>b>e>c,12.0,13.0,15.0,6.0,14.0,3.0,9.0,1.0,4.0,10.0,7.0,8.0,5.0,0.0,11.0,2.0
-0.586088,-0.366469,-0.814473,-0.279109,-0.46435699999999996,0.30346100000000004,0.747743,0.54257,0.10930699999999999,-0.190925,0.562133,-1.022067,-0.6754439999999999,-0.821142,-0.8788809999999999,-0.747091,o>k>l>a>e>b>m>j>h>c>f>n>i>d>g>p,3.0,5.0,9.0,13.0,4.0,10.0,14.0,8.0,12.0,7.0,1.0,2.0,6.0,11.0,0.0,15.0
2.699017,-1.778973,-0.959792,-1.856286,-1.523367,-0.245456,-1.6624150000000002,-1.8248630000000001,-1.5210270000000001,-1.119438,0.017468,0.132272,1.575388,-0.055282000000000005,-0.441144,-0.401539,p>c>d>e>o>g>a>b>j>i>n>k>f>h>l>m,6.0,7.0,1.0,2.0,3.0,12.0,5.0,13.0,9.0,8.0,11.0,14.0,15.0,10.0,4.0,0.0
-0.586088,0.6708390000000001,-0.7844869999999999,0.686796,0.70197,0.969776,0.429203,0.8935620000000001,0.570994,-0.494408,0.381035,1.636107,-0.21360300000000002,1.362519,1.305844,-0.247662,f>i>h>l>b>m>e>o>c>k>j>a>d>n>p>g,11.0,4.0,8.0,12.0,6.0,0.0,15.0,2.0,1.0,10.0,9.0,3.0,5.0,13.0,7.0,14.0
1.421476,0.847402,0.359611,0.9294379999999999,0.786917,0.414513,0.819415,1.014788,1.2128809999999999,1.156684,1.639116,1.51025,0.8893549999999999,1.621924,1.260029,0.39058899999999996,b>p>e>a>c>d>h>f>i>l>m>o>n>g>k>j,3.0,0.0,4.0,5.0,2.0,7.0,13.0,6.0,8.0,15.0,14.0,9.0,10.0,12.0,11.0,1.0
-0.586088,0.257807,-0.791407,0.182845,0.16397,-0.421554,-0.616009,-0.610488,-0.21516999999999997,-0.44021400000000005,-0.837259,-0.6451399999999999,-1.370952,-0.78317,-0.445518,-0.660786,f>i>h>m>j>l>o>p>k>n>c>e>b>d>a>g,14.0,12.0,10.0,13.0,11.0,0.0,15.0,2.0,1.0,4.0,8.0,5.0,3.0,9.0,6.0,7.0
-0.40358299999999997,0.8694719999999999,-0.6091810000000001,0.761455,0.8633700000000001,-1.790674,-1.134832,-0.575248,-0.281125,-0.003054,-1.616529,-0.037152,-1.113216,-0.178808,0.094885,-0.756123,f>i>h>d>p>n>c>b>m>a>l>g>e>k>o>j,9.0,7.0,6.0,3.0,12.0,0.0,11.0,2.0,1.0,15.0,13.0,10.0,8.0,5.0,14.0,4.0
-0.221077,0.926225,-0.182451,0.985433,0.8350540000000001,1.128423,0.893078,1.412296,1.872434,2.31281,0.542926,-0.109116,-0.47513,-0.112928,-0.025691000000000002,-0.43867,n>m>h>f>i>d>j>l>o>k>g>c>e>a>b>p,13.0,14.0,11.0,5.0,12.0,3.0,10.0,2.0,4.0,6.0,9.0,7.0,1.0,0.0,8.0,15.0
-0.221077,-0.35701,-0.366983,-0.367767,-0.44000500000000003,1.12049,-0.213851,-0.11994500000000001,-0.056759000000000004,0.069204,0.0037479999999999996,-0.537355,-0.07905,-0.452395,-0.539021,-0.033239,j>g>n>p>c>h>b>f>o>k>l>m>i>d>a>e,14.0,6.0,4.0,13.0,15.0,7.0,1.0,5.0,12.0,0.0,9.0,10.0,11.0,2.0,8.0,3.0
-0.586088,-0.10793,-0.30009,-0.139123,-0.142973,0.723874,-0.737452,-0.077657,0.369006,-0.729246,-0.27887399999999996,0.684431,1.620871,0.831358,0.351446,-0.114192,g>c>b>h>m>j>f>i>e>d>l>o>p>a>n>k,13.0,2.0,1.0,9.0,8.0,6.0,0.0,3.0,7.0,5.0,15.0,10.0,4.0,14.0,11.0,12.0
-0.586088,0.431217,-0.200904,0.378826,0.348023,-0.921291,-0.048608,-0.70916,-0.762835,0.087268,-0.262411,0.12323599999999998,0.485695,0.050401,0.373936,0.251432,f>i>h>k>g>n>m>c>a>o>j>e>l>d>b>p,8.0,14.0,7.0,13.0,11.0,0.0,4.0,2.0,1.0,10.0,3.0,12.0,6.0,5.0,9.0,15.0
0.14393499999999998,1.9256970000000002,0.45418400000000003,1.881344,2.202706,0.327258,-0.285523,1.050028,1.5956569999999999,-0.476343,-1.054028,1.306942,-0.661799,1.007955,1.953493,-0.168717,i>f>h>m>j>p>l>g>b>c>e>k>d>o>a>n,14.0,8.0,9.0,12.0,10.0,1.0,7.0,2.0,0.0,4.0,11.0,6.0,3.0,15.0,13.0,5.0
1.786488,0.718132,-0.143238,0.7054600000000001,0.636844,-0.38109899999999997,-0.174034,0.422753,0.691716,0.553331,-0.7672899999999999,0.059984,1.914614,0.41823299999999997,-0.054845000000000005,-0.68253,d>n>m>g>h>c>f>i>l>a>b>k>e>o>p>j,9.0,10.0,5.0,0.0,12.0,6.0,3.0,4.0,7.0,15.0,11.0,8.0,2.0,1.0,13.0,14.0
-0.586088,-0.520962,-0.710674,-0.35843400000000003,-0.596025,1.707483,1.866618,1.904249,1.100992,1.611909,1.822958,-0.269827,0.095301,-0.357692,-0.397204,0.8472,d>b>a>e>l>c>n>k>m>o>j>p>h>i>f>g,2.0,1.0,5.0,0.0,3.0,14.0,15.0,12.0,13.0,10.0,7.0,4.0,8.0,6.0,9.0,11.0
-0.586088,2.625644,-1.116644,2.772589,2.947412,0.961844,1.864627,2.5442099999999996,3.076708,0.098107,-0.210277,1.261117,-0.801279,1.355657,1.724421,-0.14296,i>h>f>m>k>l>p>n>a>j>d>b>c>o>e>g,8.0,11.0,12.0,10.0,14.0,2.0,15.0,1.0,0.0,9.0,4.0,5.0,3.0,7.0,13.0,6.0
-0.586088,-0.7322069999999999,0.793262,-0.7830590000000001,-0.714952,-0.029697,-0.8949309999999999,-0.462479,-0.6265069999999999,-1.018277,0.260303,0.15938,0.440212,-0.038812,-0.144183,1.245606,j>g>e>c>b>o>d>p>l>a>m>f>i>h>n>k,9.0,4.0,3.0,6.0,2.0,11.0,1.0,13.0,12.0,0.0,15.0,8.0,10.0,14.0,5.0,7.0
-0.586088,0.9577540000000001,-0.120172,0.887442,0.91717,-0.8943209999999999,-0.588137,-0.8220700000000001,-0.263753,-1.123051,-0.984058,-0.083622,-0.676391,-0.018682,0.044697,-0.19681600000000002,f>h>i>m>c>j>g>d>a>k>b>n>l>p>e>o,8.0,10.0,4.0,7.0,14.0,0.0,6.0,1.0,2.0,5.0,9.0,12.0,3.0,11.0,15.0,13.0
-0.221077,0.882084,1.044686,0.882776,0.750107,-0.29543,0.48295699999999997,0.109821,1.168714,-0.19453800000000002,-0.348844,1.2007700000000001,1.171728,1.312651,0.693596,0.5494829999999999,c>d>a>b>m>f>h>g>i>e>n>k>p>l>o>j,2.0,3.0,0.0,1.0,9.0,5.0,7.0,6.0,8.0,15.0,11.0,13.0,4.0,10.0,14.0,12.0
-0.40358299999999997,1.452761,-0.09249199999999999,1.512714,1.452338,0.27966399999999997,1.050357,1.247373,1.8636009999999998,-0.378795,-0.18420899999999998,1.303715,-1.087442,1.51075,1.247534,-0.942781,h>f>m>i>l>k>p>c>e>a>o>b>d>n>j>g,9.0,11.0,7.0,12.0,8.0,1.0,15.0,0.0,3.0,14.0,5.0,4.0,2.0,13.0,10.0,6.0
-0.586088,1.020812,-1.142017,0.934104,1.036096,-0.659524,-0.697635,-0.050874,0.076624,-1.292857,-1.092442,0.031263,-1.1677950000000001,-0.063975,0.140074,-0.19581300000000001,f>i>h>m>p>j>l>k>c>b>a>n>d>o>g>e,10.0,9.0,8.0,12.0,15.0,0.0,14.0,2.0,1.0,5.0,7.0,6.0,3.0,11.0,13.0,4.0
-0.586088,-1.993371,-0.800633,-1.935611,-1.720162,1.4933100000000001,1.448533,0.177482,-0.6812739999999999,0.965201,2.299026,-1.267005,-0.467549,-1.161982,-1.17251,0.203596,k>j>o>l>m>n>a>g>b>e>c>d>p>i>h>f,6.0,8.0,10.0,11.0,9.0,15.0,7.0,14.0,13.0,1.0,0.0,3.0,4.0,5.0,2.0,12.0
-0.586088,-0.8835459999999999,0.22813200000000003,-0.9711069999999999,-0.8619100000000001,-1.265554,-1.518673,-1.020683,-1.003984,-1.090535,-1.177504,-0.6077060000000001,0.6695220000000001,-0.615266,-0.776423,0.507,g>c>p>d>b>j>e>a>m>l>n>o>i>f>k>h,7.0,4.0,1.0,3.0,6.0,13.0,0.0,15.0,12.0,5.0,14.0,9.0,8.0,10.0,11.0,2.0
1.786488,0.677145,0.209679,0.658798,0.580212,-0.14075,-0.215842,0.412886,0.450272,0.21733200000000003,-0.535429,0.021582,2.9607189999999997,0.514309,-0.004033,1.4864549999999999,c>b>e>d>p>a>m>h>g>f>i>l>o>k>j>n,5.0,1.0,0.0,3.0,2.0,9.0,8.0,7.0,10.0,14.0,13.0,11.0,6.0,15.0,12.0,4.0
