A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,ranking,a,b,c,d
0.347826,0.230769,0.361111,-0.44104799999999994,-0.8461540000000001,-0.924528,0.30719,-0.714286,0.166667,0.0,0.13684200000000002,0.194245,0.119497,-0.5,-0.909091,0.121951,-0.0666667,-0.466667,a>b>c>d,0.0,1.0,2.0,3.0
-0.304348,-0.769231,-0.11111099999999999,-0.676856,-0.802198,-0.811321,-0.660131,0.257143,-0.833333,-0.771429,-0.652632,-0.755396,-0.735849,-0.657895,-0.909091,-0.9512200000000001,-0.266667,-0.266667,d>a>b>c,1.0,2.0,3.0,0.0
-0.26087,-0.538462,0.277778,-0.43231400000000003,-0.67033,-0.811321,-0.346405,-0.14285699999999998,-0.5,-0.628571,-0.326316,-0.510791,-0.5220130000000001,-0.605263,-0.909091,0.0731707,-0.4,-0.333333,a>b>c>d,0.0,1.0,2.0,3.0
-0.5217390000000001,-0.153846,0.027777800000000002,-0.5982529999999999,-0.736264,-0.886792,-0.477124,0.0285714,-0.666667,-0.28571399999999997,-0.526316,-0.6163069999999999,-0.144654,-0.526316,-0.272727,-0.902439,-0.533333,-0.6,d>c>a>b,2.0,3.0,1.0,0.0
0.347826,0.8461540000000001,0.75,-0.0218341,-0.516484,-0.660377,0.39869299999999996,-0.771429,0.333333,0.657143,0.0315789,0.25659499999999996,0.383648,-0.631579,-0.636364,-0.8536590000000001,-0.333333,0.0,a>b>c>d,0.0,1.0,2.0,3.0
-0.565217,-0.153846,-0.22222199999999998,-0.650655,-0.692308,-0.7735850000000001,-0.542484,0.08571430000000001,-0.666667,-0.28571399999999997,-0.578947,-0.661871,-0.10691800000000001,-0.605263,-0.909091,-0.9512200000000001,-0.4,-0.333333,d>c>a>b,2.0,3.0,1.0,0.0
-0.478261,-0.538462,-0.527778,-0.80786,-0.802198,-0.849057,-0.9738559999999999,0.828571,-1.0,-0.514286,-0.957895,-0.973621,-0.5471699999999999,-0.8684209999999999,0.545455,-0.658537,0.4,0.4,d>a>b>c,1.0,2.0,3.0,0.0
0.130435,0.692308,0.694444,-0.10917,-0.67033,-0.584906,0.437908,-0.771429,0.333333,0.771429,0.0,0.290168,0.308176,-0.684211,-0.818182,-0.8536590000000001,-0.333333,0.0,a>b>c>d,0.0,1.0,2.0,3.0
-0.347826,-0.153846,0.25,-0.6943229999999999,-0.802198,-0.660377,-0.41176499999999994,-0.0285714,-0.5,0.057142899999999996,-0.515789,-0.570743,-0.169811,-0.552632,-0.545455,-0.21951199999999998,-0.466667,-0.0666667,d>c>a>b,2.0,3.0,1.0,0.0
0.173913,0.307692,0.138889,-0.187773,-0.5604399999999999,-0.849057,-0.032679700000000006,-0.5428569999999999,-0.166667,0.14285699999999998,-0.2,-0.16786600000000002,0.119497,-0.605263,-0.454545,-0.9512200000000001,0.4,0.13333299999999998,a>b>c>d,0.0,1.0,2.0,3.0
-0.652174,-0.153846,-0.11111099999999999,-0.6943229999999999,-0.714286,-0.849057,-0.464052,0.0285714,-0.666667,-0.2,-0.473684,-0.609113,-0.132075,-0.42105299999999996,-0.909091,-0.268293,-0.6,-0.666667,c>d>a>b,2.0,3.0,0.0,1.0
-0.434783,-0.384615,-0.277778,-0.746725,-0.802198,-0.849057,-0.686275,0.314286,-0.833333,-0.48571400000000003,-0.736842,-0.784173,-0.333333,-0.605263,-0.545455,-0.317073,-0.533333,-0.466667,d>c>a>b,2.0,3.0,1.0,0.0
-0.130435,-0.384615,0.08333330000000001,-0.519651,-0.648352,-0.7735850000000001,-0.581699,0.14285699999999998,-0.666667,-0.08571430000000001,-0.631579,-0.70024,-0.685535,-0.789474,-0.636364,-0.560976,0.266667,0.466667,d>b>c>a,3.0,1.0,2.0,0.0
0.478261,0.6153850000000001,0.611111,-0.0742358,-0.582418,-0.660377,0.385621,-0.714286,0.166667,0.457143,-0.042105300000000005,0.247002,0.345912,-0.684211,0.272727,-1.0,-0.2,0.0666667,a>b>c>d,0.0,1.0,2.0,3.0
-0.0869565,-0.8461540000000001,-0.277778,-0.624454,-0.67033,-0.735849,-0.751634,0.371429,-0.833333,-0.742857,-0.6947369999999999,-0.822542,-0.924528,-0.815789,-0.272727,-0.658537,0.333333,0.333333,d>a>b>c,1.0,2.0,3.0,0.0
0.391304,0.6153850000000001,0.833333,-0.030567700000000003,-0.538462,-0.698113,0.254902,-0.657143,0.166667,0.371429,-0.08421050000000001,0.09352519999999999,0.371069,-0.736842,0.272727,0.121951,-0.13333299999999998,0.2,a>b>c>d,0.0,1.0,2.0,3.0
-0.434783,-0.384615,-0.333333,-0.615721,-0.692308,-0.886792,-0.503268,0.08571430000000001,-0.666667,-0.428571,-0.631579,-0.642686,-0.194969,-0.44736800000000004,-0.545455,-0.6097560000000001,-0.6,-0.733333,d>c>a>b,2.0,3.0,1.0,0.0
-0.478261,-0.8461540000000001,-0.805556,-0.9475979999999999,-0.824176,-0.9622639999999999,-0.9346409999999999,0.771429,-1.0,-0.8857139999999999,-0.936842,-0.9544360000000001,-0.622642,-0.21052600000000002,-0.545455,-0.560976,-0.733333,-0.8,d>c>a>b,2.0,3.0,1.0,0.0
-0.478261,-1.0,-1.0,-0.9039299999999999,-0.78022,-0.9622639999999999,-1.0,1.0,-1.0,-0.9714290000000001,-1.0,-1.0,-0.7735850000000001,-0.28947399999999995,0.0909091,0.0243902,-0.666667,-0.866667,d>c>a>b,2.0,3.0,1.0,0.0
-0.652174,-0.153846,-0.22222199999999998,-0.8602620000000001,-0.868132,-0.849057,-0.490196,0.08571430000000001,-0.666667,-0.171429,-0.578947,-0.642686,-0.132075,-0.28947399999999995,-0.636364,-0.7560979999999999,-0.8,-0.866667,d>c>a>b,2.0,3.0,1.0,0.0
0.173913,0.461538,0.777778,-0.257642,-0.736264,-0.698113,0.254902,-0.657143,0.166667,0.28571399999999997,-0.0526316,0.09832130000000001,0.10691800000000001,-0.710526,-0.909091,0.0731707,-0.266667,0.13333299999999998,a>b>c>d,0.0,1.0,2.0,3.0
-0.130435,-0.307692,-0.333333,-0.528384,-0.538462,-0.735849,-0.712418,0.314286,-0.833333,-0.314286,-0.652632,-0.798561,-0.232704,-0.684211,-0.363636,-0.365854,0.0666667,0.333333,d>a>b>c,1.0,2.0,3.0,0.0
-0.26087,0.153846,0.055555600000000004,-0.737991,-0.802198,-0.660377,-0.37254899999999996,-0.0285714,-0.5,0.4,-0.5894739999999999,-0.563549,-0.044025199999999994,-0.552632,-0.909091,-0.317073,-0.6,-0.266667,d>c>a>b,2.0,3.0,1.0,0.0
0.0,-0.692308,-0.055555600000000004,-0.17030599999999999,-0.406593,-0.886792,-0.30719,-0.257143,-0.5,-0.714286,-0.389474,-0.43645100000000003,-0.660377,-0.657895,-0.909091,-0.8536590000000001,0.333333,0.266667,c>d>a>b,2.0,3.0,0.0,1.0
-0.478261,-0.07692310000000001,-0.305556,-0.790393,-0.802198,-0.7735850000000001,-0.490196,0.08571430000000001,-0.666667,-0.228571,-0.578947,-0.645084,-0.031446499999999995,-0.42105299999999996,-0.909091,-0.512195,-0.8,-0.8,d>c>a>b,2.0,3.0,1.0,0.0
0.173913,0.692308,0.694444,-0.257642,-0.78022,-0.698113,0.437908,-0.771429,0.333333,0.685714,0.0,0.311751,0.283019,-0.684211,-0.363636,-0.170732,-0.2,0.0666667,a>b>c>d,0.0,1.0,2.0,3.0
-0.7391300000000001,0.07692310000000001,-0.055555600000000004,-0.676856,-0.692308,-0.811321,-0.464052,-0.0285714,-0.666667,-0.11428599999999998,-0.526316,-0.604317,0.132075,-0.526316,-0.454545,-0.512195,-0.533333,-0.466667,c>d>a>b,2.0,3.0,0.0,1.0
-0.304348,-0.769231,0.027777800000000002,-0.406114,-0.67033,-0.7735850000000001,-0.41176499999999994,-0.08571430000000001,-0.666667,-0.8,-0.536842,-0.5611510000000001,-0.7861640000000001,-0.8947370000000001,-0.545455,0.0731707,0.466667,0.6,d>b>a>c,2.0,1.0,3.0,0.0
-0.130435,-0.07692310000000001,-0.08333330000000001,-0.475983,-0.736264,-0.811321,-0.385621,-0.08571430000000001,-0.5,-0.2,-0.452632,-0.532374,-0.00628931,-0.8421049999999999,0.0,-0.268293,0.266667,0.333333,b>d>a>c,2.0,0.0,3.0,1.0
-0.478261,-0.307692,-0.47222200000000003,-0.755459,-0.758242,-0.811321,-0.5163399999999999,0.14285699999999998,-0.666667,-0.257143,-0.621053,-0.6738609999999999,-0.20754699999999998,-0.368421,-0.272727,-0.804878,-0.8,-0.933333,d>c>a>b,2.0,3.0,1.0,0.0
0.21739099999999997,0.692308,0.8888889999999999,0.0829694,-0.516484,-0.622642,0.346405,-0.714286,0.166667,0.428571,0.042105300000000005,0.199041,0.320755,-0.684211,-0.818182,-0.21951199999999998,-0.2,0.2,a>b>c>d,0.0,1.0,2.0,3.0
-0.478261,0.07692310000000001,-0.027777800000000002,-0.8515280000000001,-0.868132,-0.735849,-0.41176499999999994,0.0285714,-0.5,0.342857,-0.6,-0.582734,-0.15723299999999998,-0.526316,-0.909091,-0.658537,-0.6,-0.333333,d>c>a>b,2.0,3.0,1.0,0.0
-0.130435,-0.384615,-0.027777800000000002,-0.8253280000000001,-0.9120879999999999,-0.811321,-0.633987,0.314286,-0.833333,-0.342857,-0.642105,-0.760192,-0.496855,-0.526316,-0.545455,-0.268293,-0.466667,-0.733333,d>c>a>b,2.0,3.0,1.0,0.0
-0.043478300000000004,-0.769231,-0.08333330000000001,-0.240175,-0.428571,-0.849057,-0.42483699999999996,-0.14285699999999998,-0.666667,-0.771429,-0.431579,-0.544365,-0.811321,-0.684211,-0.818182,-0.0731707,0.533333,0.533333,d>a>b>c,1.0,2.0,3.0,0.0
-0.21739099999999997,-0.538462,0.194444,-0.371179,-0.736264,-0.811321,-0.254902,-0.257143,-0.5,-0.6,-0.368421,-0.41966400000000004,-0.584906,-0.789474,-1.0,0.170732,0.0666667,0.2,b>a>c>d,1.0,0.0,2.0,3.0
0.304348,0.692308,0.75,-0.0655022,-0.604396,-0.660377,0.30719,-0.714286,0.166667,0.342857,0.042105300000000005,0.17266199999999998,0.7610060000000001,-0.657895,-0.545455,-0.21951199999999998,-0.2,0.0,a>b>c>d,0.0,1.0,2.0,3.0
-0.478261,-0.923077,-0.638889,-0.799127,-0.758242,-0.849057,-0.9477120000000001,0.828571,-1.0,-0.914286,-0.926316,-0.968825,-0.7735850000000001,-0.710526,-0.727273,-0.0243902,-0.4,-0.466667,d>c>a>b,2.0,3.0,1.0,0.0
-0.043478300000000004,-0.6153850000000001,-0.277778,-0.80786,-0.8901100000000001,-0.7735850000000001,-0.72549,0.48571400000000003,-0.833333,-0.371429,-0.705263,-0.8345319999999999,-0.610063,-0.5,0.0,-0.6097560000000001,-0.466667,-0.866667,d>a>b>c,1.0,2.0,3.0,0.0
0.347826,0.923077,0.75,0.100437,-0.516484,-0.660377,0.39869299999999996,-0.771429,0.333333,0.657143,0.0631579,0.275779,0.72327,-0.684211,-0.363636,-0.804878,-0.266667,0.0,a>b>c>d,0.0,1.0,2.0,3.0
-0.5217390000000001,-0.153846,0.11111099999999999,-0.6855899999999999,-0.758242,-0.660377,-0.42483699999999996,0.0285714,-0.5,0.11428599999999998,-0.621053,-0.604317,-0.15723299999999998,-0.605263,-0.545455,-0.170732,-0.533333,-0.2,d>c>a>b,2.0,3.0,1.0,0.0
-0.0869565,-0.230769,-0.22222199999999998,-0.42358100000000004,-0.5604399999999999,-0.849057,-0.607843,0.14285699999999998,-0.833333,-0.314286,-0.642105,-0.697842,-0.144654,-0.8421049999999999,-0.0909091,-0.6097560000000001,0.466667,0.466667,d>c>a>b,2.0,3.0,1.0,0.0
-0.130435,0.07692310000000001,0.25,-0.502183,-0.604396,-0.622642,-0.437908,-0.0285714,-0.666667,0.11428599999999998,-0.48421099999999995,-0.592326,-0.132075,-0.552632,-0.818182,-0.560976,-0.466667,0.0,d>c>a>b,2.0,3.0,1.0,0.0
0.695652,0.307692,0.9444440000000001,-0.28384299999999996,-0.802198,-0.660377,0.333333,-0.714286,0.166667,0.171429,0.0736842,0.179856,0.18239,-0.684211,0.636364,0.317073,0.0,0.4,b>a>c>d,1.0,0.0,2.0,3.0
-0.21739099999999997,-0.769231,0.027777800000000002,-0.537118,-0.802198,-0.811321,-0.437908,-0.08571430000000001,-0.666667,-0.771429,-0.505263,-0.5755399999999999,-0.8238989999999999,-0.8421049999999999,-0.272727,-0.268293,0.266667,0.333333,d>b>a>c,2.0,1.0,3.0,0.0
-0.173913,-0.230769,-0.194444,-0.528384,-0.802198,-0.811321,-0.5163399999999999,0.0285714,-0.666667,-0.28571399999999997,-0.578947,-0.642686,-0.257862,-0.8947370000000001,0.272727,-0.121951,0.466667,0.466667,d>b>a>c,2.0,1.0,3.0,0.0
0.130435,0.153846,0.777778,-0.196507,-0.648352,-0.698113,0.163399,-0.6,0.0,-0.0285714,-0.042105300000000005,0.00719424,0.132075,-0.631579,-0.272727,-0.804878,-0.2,0.0666667,a>b>c>d,0.0,1.0,2.0,3.0
0.0869565,0.923077,0.694444,-0.09170310000000001,-0.604396,-0.622642,0.490196,-0.771429,0.333333,0.828571,0.0,0.352518,0.345912,-0.684211,-0.454545,-0.9512200000000001,-0.4,0.0,a>b>c>d,0.0,1.0,2.0,3.0
-0.565217,-0.692308,-0.611111,-0.8777290000000001,-0.824176,-0.924528,-0.777778,0.48571400000000003,-0.833333,-0.742857,-0.8315790000000001,-0.8537170000000001,-0.610063,-0.42105299999999996,-0.636364,-0.365854,-0.733333,-0.8,d>c>a>b,2.0,3.0,1.0,0.0
-0.21739099999999997,-0.538462,0.333333,-0.257642,-0.648352,-0.735849,-0.17647100000000002,-0.314286,-0.333333,-0.6,-0.29473699999999997,-0.34532399999999996,-0.40880500000000003,-0.736842,-1.0,0.121951,0.0,0.13333299999999998,b>a>c>d,1.0,0.0,2.0,3.0
-0.304348,-0.461538,-0.44444399999999995,-0.764192,-0.802198,-0.849057,-0.9215690000000001,0.714286,-1.0,-0.457143,-0.863158,-0.940048,-0.44654099999999997,-0.8421049999999999,-0.0909091,-0.6097560000000001,0.13333299999999998,0.2,d>a>b>c,1.0,2.0,3.0,0.0
-0.304348,-0.8461540000000001,-0.166667,-0.7030569999999999,-0.758242,-0.811321,-0.8169930000000001,0.5428569999999999,-1.0,-0.714286,-0.821053,-0.8729020000000001,-0.9622639999999999,-0.8684209999999999,-0.636364,-0.0731707,0.533333,0.733333,d>a>b>c,1.0,2.0,3.0,0.0
0.304348,0.230769,0.666667,-0.21397399999999997,-0.714286,-0.698113,-0.045751599999999996,-0.48571400000000003,-0.166667,0.2,-0.24210500000000001,-0.199041,-0.132075,-0.921053,0.181818,-0.6097560000000001,0.466667,0.8,b>a>c>d,1.0,0.0,2.0,3.0
-0.695652,-0.07692310000000001,-0.138889,-0.790393,-0.802198,-0.811321,-0.490196,0.08571430000000001,-0.666667,-0.171429,-0.568421,-0.6330939999999999,-0.15723299999999998,-0.473684,-0.727273,-0.21951199999999998,-0.666667,-0.6,d>c>a>b,2.0,3.0,1.0,0.0
-0.434783,-0.307692,-0.305556,-0.8951969999999999,-0.868132,-0.849057,-0.477124,0.08571430000000001,-0.666667,-0.342857,-0.526316,-0.63789,-0.20754699999999998,-0.315789,-0.545455,-0.804878,-0.8,-0.866667,d>c>a>b,2.0,3.0,1.0,0.0
0.173913,0.0,0.138889,-0.275109,-0.692308,-0.735849,-0.294118,-0.2,-0.5,0.0285714,-0.378947,-0.446043,-0.169811,-0.8947370000000001,0.181818,-0.560976,0.466667,0.733333,b>a>c>d,1.0,0.0,2.0,3.0
-0.434783,-0.538462,-0.44444399999999995,-0.6855899999999999,-0.714286,-0.811321,-0.9084969999999999,0.657143,-1.0,-0.5428569999999999,-0.8947370000000001,-0.9328540000000001,-0.597484,-0.947368,-0.363636,-0.6097560000000001,0.6,0.733333,d>a>b>c,1.0,2.0,3.0,0.0
-0.565217,-0.692308,-0.388889,-0.9213969999999999,-0.868132,-0.849057,-0.869281,0.657143,-1.0,-0.685714,-0.863158,-0.918465,-0.672956,-0.473684,-1.0,-0.658537,-0.666667,-0.733333,d>c>a>b,2.0,3.0,1.0,0.0
-0.608696,-0.07692310000000001,-0.22222199999999998,-0.5982529999999999,-0.516484,-0.886792,-0.529412,0.08571430000000001,-0.666667,-0.257143,-0.5894739999999999,-0.6690649999999999,-0.0566038,-0.44736800000000004,-0.545455,-1.0,-0.666667,-0.8,d>c>a>b,2.0,3.0,1.0,0.0
-0.130435,0.07692310000000001,0.333333,-0.161572,-0.582418,-0.811321,-0.20261400000000002,-0.314286,-0.333333,-0.057142899999999996,-0.29473699999999997,-0.35731399999999996,0.20754699999999998,-0.815789,-1.0,-0.8536590000000001,0.266667,0.4,b>a>c>d,1.0,0.0,2.0,3.0
-0.21739099999999997,-0.230769,0.333333,-0.537118,-0.692308,-0.735849,-0.5163399999999999,0.08571430000000001,-0.666667,0.11428599999999998,-0.631579,-0.6594720000000001,-0.610063,-0.8684209999999999,-0.909091,0.268293,0.4,0.733333,d>b>a>c,2.0,1.0,3.0,0.0
0.0,-0.07692310000000001,0.11111099999999999,-0.49345,-0.648352,-0.735849,-0.555556,0.14285699999999998,-0.666667,-0.14285699999999998,-0.6736840000000001,-0.683453,-0.345912,-0.8684209999999999,-0.545455,-0.512195,0.533333,0.733333,d>b>c>a,3.0,1.0,2.0,0.0
0.478261,0.8461540000000001,0.833333,-0.344978,-0.9120879999999999,-0.7735850000000001,0.895425,-1.0,0.833333,0.5428569999999999,0.526316,0.8465229999999999,0.5471699999999999,-0.368421,-0.818182,-0.0243902,-0.666667,-0.8,a>b>c>d,0.0,1.0,2.0,3.0
-0.391304,-0.153846,-0.166667,-0.344978,-0.384615,-0.849057,-0.555556,0.08571430000000001,-0.666667,-0.342857,-0.610526,-0.6594720000000001,-0.132075,-0.736842,-0.454545,-0.9512200000000001,0.2,0.333333,d>c>a>b,2.0,3.0,1.0,0.0
-0.565217,0.0,-0.08333330000000001,-0.7117899999999999,-0.736264,-0.849057,-0.529412,0.08571430000000001,-0.666667,-0.2,-0.610526,-0.6570739999999999,-0.06918239999999999,-0.578947,-0.272727,-1.0,-0.4,-0.333333,d>c>a>b,2.0,3.0,1.0,0.0
-0.434783,-0.384615,-0.277778,-0.781659,-0.824176,-0.811321,-0.699346,0.371429,-0.833333,-0.48571400000000003,-0.747368,-0.803357,-0.295597,-0.605263,-0.727273,-0.804878,-0.733333,-0.6,d>c>a>b,2.0,3.0,1.0,0.0
0.565217,0.6153850000000001,0.916667,0.0567686,-0.538462,-0.660377,0.333333,-0.714286,0.166667,0.457143,0.010526299999999999,0.177458,0.295597,-0.763158,0.0,0.560976,-0.13333299999999998,0.4,b>a>c>d,1.0,0.0,2.0,3.0
-0.0869565,-0.692308,-0.08333330000000001,-0.28384299999999996,-0.47252700000000003,-0.811321,-0.45098,-0.08571430000000001,-0.666667,-0.742857,-0.568421,-0.573141,-0.710692,-0.789474,-0.818182,-0.6097560000000001,0.4,0.666667,d>b>c>a,3.0,1.0,2.0,0.0
0.173913,-0.153846,0.47222200000000003,-0.22270700000000002,-0.67033,-0.7735850000000001,-0.032679700000000006,-0.48571400000000003,-0.166667,-0.171429,-0.24210500000000001,-0.191847,-0.47169799999999995,-0.815789,-1.0,-0.902439,0.13333299999999998,0.13333299999999998,b>a>c>d,1.0,0.0,2.0,3.0
-0.608696,-0.230769,-0.08333330000000001,-0.563319,-0.604396,-0.811321,-0.490196,0.0285714,-0.666667,-0.28571399999999997,-0.494737,-0.623501,-0.358491,-0.552632,-0.545455,-0.46341499999999997,-0.4,-0.466667,d>c>a>b,2.0,3.0,1.0,0.0
-0.434783,0.0,-0.08333330000000001,-0.8165939999999999,-0.78022,-0.849057,-0.490196,0.08571430000000001,-0.666667,-0.171429,-0.578947,-0.640288,-0.00628931,-0.394737,-0.181818,-0.46341499999999997,-0.733333,-0.8,d>c>a>b,2.0,3.0,1.0,0.0
0.8695649999999999,0.538462,0.9444440000000001,0.10917,-0.5604399999999999,-0.622642,0.37254899999999996,-0.714286,0.166667,0.342857,0.0631579,0.218225,0.42138400000000004,-0.789474,0.454545,0.365854,0.0666667,0.666667,b>a>c>d,1.0,0.0,2.0,3.0
-0.304348,0.0,0.027777800000000002,-0.8165939999999999,-0.8901100000000001,-0.698113,-0.42483699999999996,0.0285714,-0.5,0.2,-0.568421,-0.5995199999999999,-0.144654,-0.5,-0.363636,-0.170732,-0.533333,-0.333333,d>c>a>b,2.0,3.0,1.0,0.0
-0.304348,0.153846,0.25,-0.257642,-0.626374,-0.7735850000000001,-0.254902,-0.257143,-0.5,0.0,-0.389474,-0.41726599999999997,0.0188679,-0.8684209999999999,0.454545,-0.7560979999999999,0.266667,0.333333,b>a>c>d,1.0,0.0,2.0,3.0
-0.565217,-0.384615,-0.166667,-0.554585,-0.604396,-0.811321,-0.581699,0.14285699999999998,-0.666667,-0.342857,-0.6,-0.70024,-0.5220130000000001,-0.684211,-0.636364,-0.414634,-0.2,-0.0666667,d>c>a>b,2.0,3.0,1.0,0.0
-0.347826,-0.230769,0.22222199999999998,-0.7205239999999999,-0.824176,-0.660377,-0.45098,0.0285714,-0.666667,-0.08571430000000001,-0.536842,-0.6019180000000001,-0.308176,-0.631579,-0.454545,-0.902439,-0.4,0.0,d>c>a>b,2.0,3.0,1.0,0.0
0.0,0.07692310000000001,0.75,-0.030567700000000003,-0.516484,-0.698113,0.150327,-0.6,0.0,-0.171429,-0.0526316,-0.00719424,0.144654,-0.631579,-0.454545,-0.707317,-0.266667,-0.13333299999999998,a>b>c>d,0.0,1.0,2.0,3.0
-0.347826,-0.692308,-0.527778,-0.755459,-0.67033,-0.849057,-0.699346,0.371429,-0.833333,-0.8,-0.7789470000000001,-0.805755,-0.5597479999999999,-0.368421,0.454545,-0.21951199999999998,-0.733333,-0.8,d>a>b>c,1.0,2.0,3.0,0.0
0.0869565,-0.6153850000000001,-0.277778,-0.772926,-0.824176,-0.811321,-0.764706,0.428571,-0.833333,-0.428571,-0.684211,-0.8393290000000001,-0.8238989999999999,-0.736842,-0.727273,-0.414634,0.0,-0.13333299999999998,d>a>b>c,1.0,2.0,3.0,0.0
-0.304348,-0.07692310000000001,0.138889,0.240175,0.20879099999999998,0.5471699999999999,-0.437908,0.0285714,-0.5,0.2,-0.263158,-0.609113,-0.144654,-0.18421099999999999,-0.181818,-0.170732,-0.533333,-0.266667,d>a>b>c,1.0,2.0,3.0,0.0
-0.391304,-0.307692,0.0,-0.519651,-0.604396,-0.886792,-0.437908,-0.08571430000000001,-0.666667,-0.428571,-0.431579,-0.573141,-0.396226,-0.552632,-0.454545,-0.414634,-0.13333299999999998,-0.2,d>c>b>a,3.0,2.0,1.0,0.0
-0.130435,-0.769231,-0.361111,-0.6943229999999999,-0.78022,-0.7735850000000001,-0.7385619999999999,0.371429,-0.833333,-0.48571400000000003,-0.705263,-0.817746,-0.849057,-0.789474,-0.727273,0.317073,0.13333299999999998,0.333333,d>b>a>c,2.0,1.0,3.0,0.0
0.565217,0.692308,0.722222,-0.43231400000000003,-0.9120879999999999,-0.849057,0.686275,-0.942857,0.5,0.342857,0.42105299999999996,0.645084,0.735849,-0.342105,-0.0909091,-0.46341499999999997,-0.466667,-0.866667,a>c>b>d,0.0,2.0,1.0,3.0
-0.26087,-0.6153850000000001,-0.027777800000000002,-0.475983,-0.626374,-0.811321,-0.490196,-0.0285714,-0.666667,-0.628571,-0.6,-0.613909,-0.622642,-0.815789,-1.0,-1.0,0.266667,0.533333,d>b>a>c,2.0,1.0,3.0,0.0
0.0869565,0.461538,0.277778,-0.100437,-0.516484,-0.886792,0.045751599999999996,-0.6,-0.166667,0.228571,-0.13684200000000002,-0.0743405,0.40880500000000003,-0.578947,-0.636364,-0.707317,0.2,-0.0666667,c>a>b>d,1.0,2.0,0.0,3.0
-0.608696,-0.692308,-0.277778,-0.80786,-0.8461540000000001,-0.811321,-0.7385619999999999,0.48571400000000003,-0.833333,-0.742857,-0.810526,-0.83693,-0.584906,-0.657895,0.545455,-0.658537,-0.533333,-0.6,d>a>b>c,1.0,2.0,3.0,0.0
-0.21739099999999997,-0.461538,0.611111,-0.23144099999999998,-0.626374,-0.735849,-0.150327,-0.314286,-0.333333,-0.514286,-0.326316,-0.326139,-0.295597,-0.815789,-0.181818,0.707317,0.266667,0.6,b>a>c>d,1.0,0.0,2.0,3.0
0.0869565,-0.461538,0.027777800000000002,-0.414847,-0.692308,-0.849057,-0.21568600000000002,-0.371429,-0.333333,-0.4,-0.29473699999999997,-0.34532399999999996,-0.597484,-0.657895,-0.636364,-0.170732,0.533333,0.333333,b>a>c>d,1.0,0.0,2.0,3.0
0.434783,0.538462,0.611111,-0.22270700000000002,-0.714286,-0.698113,0.346405,-0.714286,0.166667,0.457143,-0.010526299999999999,0.191847,0.371069,-0.631579,-0.272727,0.0243902,-0.2,0.0666667,a>b>c>d,0.0,1.0,2.0,3.0
-0.130435,-0.230769,0.055555600000000004,-0.45851499999999995,-0.736264,-0.811321,-0.490196,0.0285714,-0.666667,-0.342857,-0.452632,-0.621103,-0.18239,-0.763158,0.363636,-0.902439,0.13333299999999998,0.0666667,d>b>a>c,2.0,1.0,3.0,0.0
-0.0869565,-0.692308,-0.11111099999999999,-0.22270700000000002,-0.450549,-0.849057,-0.39869299999999996,-0.14285699999999998,-0.666667,-0.571429,-0.431579,-0.517986,-0.7735850000000001,-0.710526,-1.0,-0.317073,0.6,0.533333,d>c>a>b,2.0,3.0,1.0,0.0
-0.304348,-0.769231,-0.22222199999999998,-0.6069869999999999,-0.714286,-0.7735850000000001,-0.72549,0.371429,-0.833333,-0.5428569999999999,-0.757895,-0.805755,-0.8742139999999999,-0.921053,-0.454545,-0.121951,0.666667,0.866667,d>a>b>c,1.0,2.0,3.0,0.0
-0.478261,-0.07692310000000001,-0.166667,-0.772926,-0.758242,-0.7735850000000001,-0.490196,0.08571430000000001,-0.666667,-0.2,-0.568421,-0.640288,-0.0188679,-0.473684,-0.818182,-0.7560979999999999,-0.666667,-0.666667,d>c>a>b,2.0,3.0,1.0,0.0
-0.434783,-0.07692310000000001,-0.08333330000000001,-0.5807859999999999,-0.648352,-0.849057,-0.5163399999999999,0.0285714,-0.666667,-0.228571,-0.578947,-0.63789,-0.15723299999999998,-0.684211,-0.454545,-0.9512200000000001,-0.13333299999999998,0.0,d>c>b>a,3.0,2.0,1.0,0.0
0.434783,0.153846,0.8611110000000001,-0.14410499999999998,-0.692308,-0.698113,0.24183000000000002,-0.657143,0.166667,0.0,0.021052599999999998,0.0815348,0.144654,-0.710526,-0.545455,0.365854,-0.0666667,0.466667,b>a>c>d,1.0,0.0,2.0,3.0
0.478261,0.461538,0.75,-0.28384299999999996,-0.78022,-0.660377,0.333333,-0.714286,0.166667,0.257143,-0.08421050000000001,0.179856,0.00628931,-0.815789,-0.454545,-0.7560979999999999,-0.13333299999999998,0.13333299999999998,a>b>c>d,0.0,1.0,2.0,3.0
0.565217,0.384615,0.666667,-0.187773,-0.736264,-0.698113,0.045751599999999996,-0.5428569999999999,-0.166667,0.228571,-0.157895,-0.11510799999999999,0.081761,-0.8684209999999999,0.272727,-0.8536590000000001,0.333333,0.4,b>a>c>d,1.0,0.0,2.0,3.0
0.565217,0.153846,0.8611110000000001,-0.030567700000000003,-0.67033,-0.698113,0.21568600000000002,-0.657143,0.0,0.14285699999999998,-0.0315789,0.055155899999999994,-0.257862,-0.8421049999999999,-0.181818,0.560976,0.266667,0.666667,b>a>c>d,1.0,0.0,2.0,3.0
