A1,A2,A3,A4,A5,ranking,a,b,c,d,e
-0.979073,0.630156,0.7491770000000001,-0.5088189999999999,1.0935030000000001,a>b>d>e>c,0.0,1.0,4.0,2.0,3.0
-0.999426,0.641142,0.7491770000000001,-0.5311130000000001,1.0935030000000001,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.979073,0.619169,0.8407399999999999,-0.620289,1.110986,a>b>d>e>c,0.0,1.0,4.0,2.0,3.0
-1.009557,0.553248,0.566051,-0.664876,1.0585360000000001,a>b>d>e>c,0.0,1.0,4.0,2.0,3.0
-0.968942,0.520288,0.52027,-0.709464,1.0935030000000001,a>b>d>e>c,0.0,1.0,4.0,2.0,3.0
-0.9529569999999999,0.542261,0.611833,-0.709464,1.041053,a>b>d>e>c,0.0,1.0,4.0,2.0,3.0
-0.968942,0.553248,0.703396,-0.68717,1.0672780000000002,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.968942,0.575222,0.8407399999999999,-0.642583,1.049795,a>b>d>e>c,0.0,1.0,4.0,2.0,3.0
-0.9326030000000001,0.542261,0.8865219999999999,-0.642583,1.0585360000000001,a>b>d>e>c,0.0,1.0,4.0,2.0,3.0
-0.963087,0.542261,0.794959,-0.820934,1.041053,a>b>d>e>c,0.0,1.0,4.0,2.0,3.0
-1.009557,0.542261,0.657614,-0.664876,1.014828,a>b>d>e>c,0.0,1.0,4.0,2.0,3.0
-0.9747049999999999,0.531275,0.657614,-0.68717,1.014828,a>b>d>e>c,0.0,1.0,4.0,2.0,3.0
-0.963087,0.575222,0.8407399999999999,-0.620289,1.119728,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.9747049999999999,0.520288,0.8865219999999999,-0.575701,1.145953,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.9485889999999999,0.47634099999999996,0.8407399999999999,-0.642583,1.154694,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.8760040000000001,0.542261,0.9323030000000001,-0.5979949999999999,1.189661,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.896357,0.608182,0.9323030000000001,-0.620289,1.198402,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.916618,0.542261,0.8865219999999999,-0.8432280000000001,1.154694,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.9326030000000001,0.531275,0.7491770000000001,-0.9546979999999999,1.102244,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.9326030000000001,0.564235,0.7491770000000001,-0.976992,1.0935030000000001,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.963087,0.564235,0.794959,-0.976992,1.119728,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.979073,0.586208,0.657614,-0.9324040000000001,1.110986,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.979073,0.575222,0.703396,-0.9101100000000001,1.0935030000000001,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.984928,0.619169,0.566051,-0.999286,1.102244,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.999426,0.619169,0.611833,-0.9546979999999999,1.07602,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.999426,0.608182,0.52027,-0.8878159999999999,1.0585360000000001,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-1.041528,0.597195,0.42870699999999995,-0.9546979999999999,1.0672780000000002,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-1.108351,0.575222,0.245581,-0.999286,0.9711200000000001,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-1.082235,0.597195,0.29136300000000004,-1.043874,0.9886030000000001,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-1.0560260000000001,0.608182,0.29136300000000004,-0.999286,0.9798620000000001,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-1.092365,0.597195,0.245581,-0.9546979999999999,0.9536370000000001,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-1.0560260000000001,0.553248,0.337144,-0.9546979999999999,0.997345,a>b>c>d>e,0.0,1.0,2.0,3.0,4.0
-1.0052809999999999,0.564235,0.47448900000000005,-0.8655219999999999,1.014828,a>b>c>d>e,0.0,1.0,2.0,3.0,4.0
-1.021174,0.597195,0.38292600000000004,-0.8655219999999999,1.0060870000000002,a>c>b>d>e,0.0,2.0,1.0,3.0,4.0
-1.0618809999999999,0.586208,0.337144,-1.02158,1.0060870000000002,a>c>b>d>e,0.0,2.0,1.0,3.0,4.0
-1.051751,0.608182,0.52027,-0.9101100000000001,1.110986,a>c>d>b>e,0.0,3.0,1.0,2.0,4.0
-1.041528,0.608182,0.52027,-0.820934,1.137211,a>d>b>c>e,0.0,2.0,3.0,1.0,4.0
-1.015412,0.608182,0.52027,-0.79864,1.154694,a>d>b>c>e,0.0,2.0,3.0,1.0,4.0
-1.045896,0.707063,0.42870699999999995,-0.79864,1.172177,a>d>b>c>e,0.0,2.0,3.0,1.0,4.0
-1.0618809999999999,0.674103,0.52027,-0.8655219999999999,1.198402,a>d>b>c>e,0.0,2.0,3.0,1.0,4.0
-1.041528,0.652129,0.47448900000000005,-0.8655219999999999,1.259594,a>d>b>c>e,0.0,2.0,3.0,1.0,4.0
-0.984928,0.553248,0.38292600000000004,-0.820934,1.303302,a>d>c>b>e,0.0,3.0,2.0,1.0,4.0
-0.999426,0.608182,0.38292600000000004,-0.8432280000000001,1.29456,a>d>b>c>e,0.0,2.0,3.0,1.0,4.0
-0.999426,0.652129,0.42870699999999995,-0.8878159999999999,1.338268,a>b>c>d>e,0.0,1.0,2.0,3.0,4.0
-1.025542,0.630156,0.42870699999999995,-0.9546979999999999,1.320785,a>d>c>b>e,0.0,3.0,2.0,1.0,4.0
-0.989296,0.641142,0.47448900000000005,-0.9546979999999999,1.408201,a>d>c>b>e,0.0,3.0,2.0,1.0,4.0
-0.995058,0.641142,0.47448900000000005,-0.8878159999999999,1.513101,a>d>c>b>e,0.0,3.0,2.0,1.0,4.0
-1.051751,0.608182,0.52027,-0.9101100000000001,1.495617,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-1.108351,0.553248,0.42870699999999995,-0.9324040000000001,1.504359,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-1.0676430000000001,0.553248,0.52027,-0.8432280000000001,1.583033,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.999426,0.542261,0.47448900000000005,-0.7540520000000001,1.618,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.922473,0.520288,0.42870699999999995,-0.553407,1.6617080000000002,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.912343,0.608182,0.47448900000000005,-0.486525,1.757866,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.928235,0.641142,0.52027,-0.5088189999999999,1.731641,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.906487,0.641142,0.566051,-0.553407,1.784091,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.886134,0.531275,0.611833,-0.553407,1.819057,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.902119,0.619169,0.657614,-0.5979949999999999,1.810316,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.896357,0.608182,0.52027,-0.642583,1.8277990000000002,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.912343,0.619169,0.42870699999999995,-0.575701,1.9064729999999999,a>d>b>c>e,0.0,2.0,3.0,1.0,4.0
-0.896357,0.663116,0.52027,-0.308173,1.9676650000000002,a>d>b>c>e,0.0,2.0,3.0,1.0,4.0
-0.916618,0.663116,0.566051,-0.17440899999999998,2.1250139999999997,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.9326030000000001,0.597195,0.47448900000000005,-0.21899699999999997,2.037598,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.9428270000000001,0.542261,0.47448900000000005,-0.375055,1.958923,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.968942,0.564235,0.52027,-0.352761,1.9501810000000002,a>d>b>c>e,0.0,2.0,3.0,1.0,4.0
-0.9428270000000001,0.520288,0.47448900000000005,-0.263585,1.9676650000000002,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.9485889999999999,0.509301,0.47448900000000005,-0.263585,1.976406,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.9588120000000001,0.575222,0.52027,-0.285879,2.011373,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.928235,0.586208,0.47448900000000005,-0.21899699999999997,2.055081,a>d>b>c>e,0.0,2.0,3.0,1.0,4.0
-0.896357,0.608182,0.47448900000000005,-0.285879,2.020114,a>d>c>e>b,0.0,4.0,2.0,1.0,3.0
-0.9428270000000001,0.586208,0.47448900000000005,-0.41964300000000004,1.923957,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.9428270000000001,0.586208,0.47448900000000005,-0.41964300000000004,1.94144,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.999426,0.553248,0.47448900000000005,-0.5979949999999999,1.810316,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-1.0052809999999999,0.597195,0.52027,-0.5311130000000001,1.784091,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.968942,0.597195,0.566051,-0.39734899999999995,1.8540240000000001,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.963087,0.564235,0.657614,-0.486525,1.8540240000000001,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.902119,0.608182,0.703396,-0.352761,1.932698,a>d>c>e>b,0.0,4.0,2.0,1.0,3.0
-0.8352959999999999,0.597195,0.7491770000000001,-0.196703,1.9501810000000002,a>d>c>b>e,0.0,3.0,2.0,1.0,4.0
-0.823679,0.597195,1.069647,-0.263585,2.037598,a>d>c>b>e,0.0,3.0,2.0,1.0,4.0
-0.823679,0.608182,0.9780840000000001,-0.263585,2.020114,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.839664,0.8169310000000001,1.023866,-0.21899699999999997,2.002631,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.8352959999999999,0.783971,1.069647,-0.129821,2.020114,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.7772100000000001,0.772984,1.023866,-0.085233,2.037598,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.7627109999999999,0.794957,1.115429,0.070824,2.090047,a>d>e>c>b,0.0,4.0,3.0,1.0,2.0
-0.756949,0.794957,1.069647,0.026236000000000002,2.1250139999999997,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.710479,0.8389040000000001,1.115429,0.09311799999999999,2.194947,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.66401,0.8828520000000001,1.252773,0.09311799999999999,2.221172,a>d>b>e>c,0.0,2.0,4.0,1.0,3.0
-0.7264649999999999,0.827918,1.023866,-0.085233,1.9938900000000002,a>d>c>e>b,0.0,4.0,2.0,1.0,3.0
-0.793195,0.805944,1.023866,-0.062939,2.002631,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.79905,0.827918,1.069647,-0.040645,2.063822,a>d>e>c>b,0.0,4.0,3.0,1.0,2.0
-0.8194040000000001,0.860878,1.16121,0.003943,2.090047,a>d>e>c>b,0.0,4.0,3.0,1.0,2.0
-0.839664,0.8389040000000001,1.206992,-0.040645,2.098789,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.84552,0.849891,1.16121,-0.062939,2.063822,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.756949,0.8828520000000001,1.115429,0.003943,2.055081,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.7423569999999999,0.849891,1.206992,-0.062939,2.116272,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.716242,0.860878,1.344336,0.048530000000000004,2.21243,a>d>e>c>b,0.0,4.0,3.0,1.0,2.0
-0.7061109999999999,0.904825,1.206992,0.026236000000000002,2.1687220000000003,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.73074,0.904825,1.16121,-0.018351,2.151239,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.690126,0.871865,0.9780840000000001,-0.129821,2.1687220000000003,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.653787,0.8389040000000001,0.9323030000000001,-0.062939,2.151239,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.66401,0.8169310000000001,0.794959,-0.062939,2.15998,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.669772,0.860878,0.8865219999999999,-0.062939,2.116272,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.66401,0.8828520000000001,0.7491770000000001,-0.040645,2.1250139999999997,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.6378010000000001,0.9267989999999999,0.8407399999999999,-0.040645,2.133755,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.627671,0.9707459999999999,0.9780840000000001,-0.040645,2.21243,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.649419,0.9158120000000001,0.8407399999999999,-0.107527,2.21243,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.571071,0.9707459999999999,0.9780840000000001,0.048530000000000004,2.177463,a>d>e>c>b,0.0,4.0,3.0,1.0,2.0
-0.5608479999999999,0.981733,0.9323030000000001,0.070824,2.2473959999999997,a>d>e>c>b,0.0,4.0,3.0,1.0,2.0
-0.5042479999999999,1.05864,0.9323030000000001,0.182294,2.3260709999999998,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.49839300000000003,1.0916,0.794959,0.182294,2.3085880000000003,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.520234,1.102587,0.8407399999999999,0.137706,2.299846,a>e>d>b>c,0.0,3.0,4.0,2.0,1.0
-0.5100100000000001,1.135548,0.9323030000000001,0.026236000000000002,1.9064729999999999,a>e>d>c>b,0.0,4.0,3.0,2.0,1.0
-0.5303640000000001,1.0916,0.7491770000000001,0.070824,1.6966740000000002,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.540587,1.113574,0.703396,-0.018351,1.7491240000000001,a>d>e>b>c,0.0,3.0,4.0,1.0,2.0
-0.467909,1.0916,0.566051,-0.018351,1.626742,a>e>d>b>c,0.0,3.0,4.0,2.0,1.0
-0.39532399999999995,1.080614,0.703396,0.09311799999999999,1.644225,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.39095599999999997,1.0476530000000002,0.657614,-0.018351,1.67045,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.33872399999999997,1.1245610000000001,0.703396,-0.018351,1.652966,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.287887,1.135548,0.7491770000000001,-0.040645,1.583033,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.312515,1.113574,0.703396,-0.062939,1.478134,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.36484,1.05864,0.657614,-0.085233,1.381976,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.358985,1.135548,0.703396,-0.24129099999999998,1.364493,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.39095599999999997,1.146534,0.611833,-0.285879,1.250852,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.401179,1.0916,0.703396,-0.263585,1.250852,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.41130900000000004,1.080614,0.7491770000000001,-0.330467,1.24211,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.318371,1.080614,0.703396,-0.308173,1.277077,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.219577,1.102587,0.794959,-0.21899699999999997,1.29456,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.152846,1.102587,0.794959,-0.040645,1.259594,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.12236199999999998,1.1245610000000001,0.794959,0.048530000000000004,1.24211,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.184724,1.146534,0.8407399999999999,0.09311799999999999,1.250852,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.19931600000000002,1.168508,0.8865219999999999,0.137706,1.259594,e>a>b>d>c,1.0,2.0,4.0,3.0,0.0
-0.205078,1.2124549999999998,0.9323030000000001,0.11541199999999999,1.268335,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.219577,1.2124549999999998,0.9780840000000001,0.20458800000000002,1.250852,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.266046,1.2124549999999998,1.023866,0.09311799999999999,1.24211,e>d>a>b>c,2.0,3.0,4.0,1.0,0.0
-0.255916,1.234429,1.16121,0.11541199999999999,1.34701,e>d>a>b>c,2.0,3.0,4.0,1.0,0.0
-0.25154699999999997,1.256402,1.206992,0.048530000000000004,1.373235,e>d>a>b>c,2.0,3.0,4.0,1.0,0.0
-0.219577,1.278376,1.344336,0.11541199999999999,1.355751,e>d>a>b>c,2.0,3.0,4.0,1.0,0.0
-0.17896199999999998,1.201468,1.206992,0.026236000000000002,1.303302,e>a>d>b>c,1.0,3.0,4.0,2.0,0.0
-0.205078,1.1794950000000002,1.298555,0.026236000000000002,1.312043,e>d>a>b>c,2.0,3.0,4.0,1.0,0.0
-0.219577,1.190481,1.390117,-0.018351,1.320785,e>d>a>b>c,2.0,3.0,4.0,1.0,0.0
-0.271901,1.256402,1.344336,-0.040645,1.29456,e>d>a>b>c,2.0,3.0,4.0,1.0,0.0
-0.401179,1.157521,1.206992,-0.085233,1.259594,e>d>a>b>c,2.0,3.0,4.0,1.0,0.0
-0.35470999999999997,1.146534,1.115429,-0.062939,1.250852,e>b>d>a>c,3.0,1.0,4.0,2.0,0.0
-0.324133,1.201468,1.16121,-0.062939,1.250852,e>b>d>a>c,3.0,1.0,4.0,2.0,0.0
-0.32850100000000004,1.234429,1.115429,-0.085233,1.2246270000000001,e>b>d>a>c,3.0,1.0,4.0,2.0,0.0
-0.385194,1.234429,1.115429,-0.085233,1.268335,e>b>a>d>c,2.0,1.0,4.0,3.0,0.0
-0.302385,1.201468,1.16121,-0.085233,1.268335,e>b>a>d>c,2.0,1.0,4.0,3.0,0.0
-0.348854,1.157521,1.023866,-0.085233,1.268335,e>b>d>a>c,3.0,1.0,4.0,2.0,0.0
-0.318371,1.146534,1.115429,0.003943,1.29456,e>b>a>d>c,2.0,1.0,4.0,3.0,0.0
-0.39532399999999995,1.1245610000000001,1.023866,-0.085233,1.268335,e>a>b>d>c,1.0,2.0,4.0,3.0,0.0
-0.41130900000000004,1.168508,1.069647,0.003943,1.259594,e>a>b>d>c,1.0,2.0,4.0,3.0,0.0
-0.372089,1.190481,1.023866,0.026236000000000002,1.277077,e>a>b>d>c,1.0,2.0,4.0,3.0,0.0
-0.40406,1.201468,0.9780840000000001,0.026236000000000002,1.24211,e>b>a>d>c,2.0,1.0,4.0,3.0,0.0
-0.44179300000000005,1.201468,1.16121,0.16,1.2333690000000002,e>b>a>d>c,2.0,1.0,4.0,3.0,0.0
-0.36484,1.157521,1.115429,0.27147,1.207144,e>b>a>d>c,2.0,1.0,4.0,3.0,0.0
-0.318371,1.190481,1.115429,0.42752799999999996,1.154694,e>a>b>d>c,1.0,2.0,4.0,3.0,0.0
-0.334356,1.223442,1.023866,0.49441,1.0323120000000001,e>b>a>d>c,2.0,1.0,4.0,3.0,0.0
-0.348854,1.245415,0.9780840000000001,0.49441,1.02357,e>b>a>d>c,2.0,1.0,4.0,3.0,0.0
-0.465028,1.234429,0.9323030000000001,0.42752799999999996,0.8662209999999999,e>b>a>d>c,2.0,1.0,4.0,3.0,0.0
-0.511497,1.223442,0.8407399999999999,0.249176,0.839996,e>b>a>d>c,2.0,1.0,4.0,3.0,0.0
-0.550718,1.256402,0.657614,0.182294,0.892446,e>a>b>d>c,1.0,2.0,4.0,3.0,0.0
-0.488263,1.2893629999999998,0.657614,0.16,0.9711200000000001,e>a>b>d>c,1.0,2.0,4.0,3.0,0.0
-0.49699899999999997,1.2673889999999999,0.611833,0.182294,1.0060870000000002,e>a>b>d>c,1.0,2.0,4.0,3.0,0.0
-0.511497,1.278376,0.657614,0.338352,1.02357,e>b>a>d>c,2.0,1.0,4.0,3.0,0.0
-0.45053000000000004,1.322323,0.703396,0.449822,1.07602,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.44179300000000005,1.388244,0.8407399999999999,0.42752799999999996,1.145953,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.40406,1.388244,0.8865219999999999,0.472116,1.207144,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.388075,1.432191,1.023866,0.42752799999999996,1.2858180000000001,e>b>a>d>c,2.0,1.0,4.0,3.0,0.0
-0.388075,1.39923,1.069647,0.40523400000000004,1.250852,e>b>d>a>c,3.0,1.0,4.0,2.0,0.0
-0.388075,1.410217,1.16121,0.42752799999999996,1.312043,e>b>d>a>c,3.0,1.0,4.0,2.0,0.0
-0.357591,1.410217,1.298555,0.29376399999999997,1.180919,e>b>d>a>c,3.0,1.0,4.0,2.0,0.0
-0.40406,1.4212040000000001,1.344336,0.182294,1.154694,e>d>b>a>c,3.0,2.0,4.0,1.0,0.0
-0.372089,1.355283,1.390117,0.137706,0.778805,e>d>b>a>c,3.0,2.0,4.0,1.0,0.0
-0.295136,1.300349,1.298555,0.11541199999999999,0.735096,e>d>b>a>c,3.0,2.0,4.0,1.0,0.0
-0.271901,1.256402,1.252773,0.070824,0.796288,e>d>b>a>c,3.0,2.0,4.0,1.0,0.0
-0.271901,1.201468,1.115429,0.137706,0.805029,e>d>b>a>c,3.0,2.0,4.0,1.0,0.0
-0.295136,1.190481,1.115429,0.16,0.8662209999999999,e>d>b>a>c,3.0,2.0,4.0,1.0,0.0
-0.341605,1.157521,1.023866,0.29376399999999997,0.8749620000000001,e>d>b>a>c,3.0,2.0,4.0,1.0,0.0
-0.302385,1.157521,0.8865219999999999,0.5167039999999999,0.839996,e>b>d>a>c,3.0,1.0,4.0,2.0,0.0
-0.271901,1.1794950000000002,0.9323030000000001,0.49441,0.8662209999999999,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.27915,1.2673889999999999,0.8407399999999999,0.561292,0.9711200000000001,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.36484,1.300349,0.8407399999999999,0.49441,0.944895,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.39532399999999995,1.2893629999999998,0.611833,0.49441,0.9099290000000001,e>b>d>a>c,3.0,1.0,4.0,2.0,0.0
-0.418559,1.245415,0.42870699999999995,0.40523400000000004,0.8487379999999999,e>b>d>a>c,3.0,1.0,4.0,2.0,0.0
-0.41130900000000004,1.2124549999999998,0.38292600000000004,0.360646,0.8487379999999999,d>b>e>a>c,3.0,1.0,4.0,0.0,2.0
-0.341605,1.256402,0.566051,0.5167039999999999,0.9099290000000001,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.186211,1.2673889999999999,0.611833,0.628174,0.9099290000000001,b>d>e>a>c,3.0,0.0,4.0,1.0,2.0
-0.22543200000000002,1.2124549999999998,0.52027,0.60588,0.9099290000000001,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.232681,1.311336,0.52027,0.628174,0.9099290000000001,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.287887,1.234429,0.38292600000000004,0.5835859999999999,0.883704,e>b>d>a>c,3.0,1.0,4.0,2.0,0.0
-0.287887,1.2673889999999999,0.566051,0.538998,0.8662209999999999,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.24141700000000002,1.2893629999999998,0.52027,0.60588,0.8662209999999999,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.232681,1.344296,0.566051,0.538998,0.8574790000000001,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.24141700000000002,1.33331,0.47448900000000005,0.472116,0.831254,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.209446,1.33331,0.52027,0.717349,0.8662209999999999,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.194948,1.201468,0.52027,0.628174,0.796288,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.255916,1.190481,0.38292600000000004,0.538998,0.761321,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.232681,1.1794950000000002,0.47448900000000005,0.5835859999999999,0.682647,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.102009,1.201468,0.611833,0.739643,0.726355,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.109258,1.190481,0.566051,0.761937,0.743838,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.102009,1.234429,0.611833,0.8511129999999999,0.691388,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.209446,1.234429,0.52027,0.8511129999999999,0.691388,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.162977,1.234429,0.47448900000000005,1.029465,0.691388,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.132493,1.234429,0.52027,1.163229,0.7088720000000001,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.032305,1.256402,0.47448900000000005,1.096347,0.805029,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.023569,1.2124549999999998,0.566051,1.051759,0.796288,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
-0.086023,1.190481,0.7491770000000001,0.984877,0.778805,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.116507,1.234429,0.794959,0.8511129999999999,0.770063,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
-0.078774,1.146534,0.657614,0.8288190000000001,0.796288,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
-0.171713,1.135548,0.657614,0.784231,0.831254,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
-0.086023,1.168508,0.8865219999999999,0.784231,0.8487379999999999,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
-0.046803,1.157521,0.8407399999999999,0.739643,0.8225129999999999,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
-0.078774,1.113574,0.794959,0.806525,0.831254,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
-0.023569,1.1794950000000002,0.8865219999999999,0.784231,0.831254,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
0.014165,1.1794950000000002,1.206992,1.0071709999999998,0.8225129999999999,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
0.07662000000000001,1.146534,1.023866,0.8734069999999999,0.813771,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
0.10710399999999999,1.1794950000000002,1.023866,0.962583,0.796288,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
0.099854,1.1794950000000002,0.8407399999999999,0.9402889999999999,0.8225129999999999,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
0.123089,1.201468,0.8865219999999999,0.9402889999999999,0.8225129999999999,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
0.06937,1.157521,0.794959,0.895701,0.787546,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
0.037399,1.168508,0.794959,0.962583,0.787546,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
0.046136,1.190481,0.703396,0.962583,0.726355,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
0.03015,1.234429,0.703396,1.0740530000000001,0.682647,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
0.006915,1.245415,0.703396,1.319287,0.665164,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
-0.016319,1.256402,0.703396,1.363874,0.612714,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
