A1,A2,A3,A4,A5,A6,ranking,a,b,c,d,e
0.045738,0.163718,1.292642,0.706201,0.41090600000000005,0.8531770000000001,b>a>d>c>e,1.0,0.0,3.0,2.0,4.0
-0.14169,-0.438456,2.376127,2.0781970000000003,1.607324,1.2524520000000001,d>a>c>b>e,1.0,3.0,2.0,0.0,4.0
-0.366604,-0.438456,-1.292419,-1.0075379999999998,-0.835363,-0.679395,e>d>c>a>b,3.0,4.0,2.0,1.0,0.0
-0.235404,-0.438456,0.201199,1.897275,2.629265,-0.518071,c>b>a>d>e,2.0,1.0,0.0,3.0,4.0
0.8516790000000001,-0.237731,0.138148,-0.22354000000000002,-0.156146,-0.518071,c>d>a>e>b,2.0,4.0,0.0,1.0,3.0
-0.291632,-0.371548,0.007151,0.208664,-0.212229,-0.598733,b>c>d>e>a,4.0,0.0,1.0,2.0,3.0
-0.34786100000000003,-0.438456,-0.9214629999999999,-0.7210770000000001,-0.486408,-0.679395,d>a>c>e>b,1.0,4.0,2.0,0.0,3.0
0.551794,1.468426,1.859482,3.857269,4.436355000000001,0.526497,c>b>d>e>a,4.0,1.0,0.0,2.0,3.0
0.158195,0.866253,-1.31568,-0.9874350000000001,-0.8415950000000001,-0.679395,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.27289,-0.438456,0.298529,0.40466399999999997,0.703779,-0.276086,c>d>e>b>a,4.0,3.0,0.0,1.0,2.0
-0.21666100000000002,-0.271185,-0.578666,-0.469796,-0.43032600000000004,-0.598733,d>a>c>e>b,1.0,4.0,2.0,0.0,3.0
-0.047976,-0.237731,2.240232,0.319228,0.130495,0.284512,a>d>c>e>b,0.0,4.0,2.0,1.0,3.0
-0.21666100000000002,-0.438456,0.090402,0.50015,0.728705,0.5305300000000001,d>c>b>a>e,3.0,2.0,1.0,0.0,4.0
1.095335,2.104054,-0.7317,-0.27882199999999996,-0.22469099999999997,-0.43741,d>c>b>a>e,3.0,2.0,1.0,0.0,4.0
-0.310375,-0.438456,-0.012438,-0.25369400000000003,-0.330624,-0.518071,c>d>b>a>e,3.0,2.0,0.0,1.0,4.0
0.008253,-0.405002,-0.045493,-0.032566000000000005,-0.293236,1.337146,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
-0.291632,-0.438456,-0.7923020000000001,-0.369283,-0.237154,0.288545,d>a>e>b>c,1.0,3.0,4.0,0.0,2.0
-0.310375,-0.405002,-1.078783,-0.595436,-0.48017600000000005,-0.034101,e>c>b>d>a,4.0,2.0,1.0,3.0,0.0
0.533051,1.033523,2.134332,2.485273,1.090123,4.644273,a>c>b>d>e,0.0,2.0,1.0,3.0,4.0
-0.27289,-0.271185,-0.080385,-0.640667,-0.455251,-0.518071,d>a>c>e>b,1.0,4.0,2.0,0.0,3.0
4.39407,1.5353350000000001,1.080842,0.61574,1.002884,-0.518071,c>e>b>d>a,4.0,2.0,0.0,3.0,1.0
-0.34786100000000003,-0.438456,-0.620291,-0.761282,-0.629729,-0.518071,d>e>a>c>b,2.0,4.0,3.0,0.0,1.0
-0.310375,-0.371548,-0.477051,-0.44466700000000003,-0.03152,-0.679395,c>b>d>a>e,3.0,1.0,0.0,2.0,4.0
-0.366604,-0.438456,-1.2165139999999999,-0.771333,-0.847826,-0.679395,e>b>d>a>c,3.0,1.0,4.0,2.0,0.0
0.38310900000000003,1.401518,0.223848,-0.24866799999999997,-0.025287999999999998,-0.598733,c>d>a>b>e,2.0,3.0,0.0,1.0,4.0
3.606872,6.519992,1.178784,0.982611,0.653928,-0.276086,b>c>d>a>e,3.0,0.0,1.0,2.0,4.0
-0.235404,-0.438456,0.314444,0.816765,1.133742,1.9824389999999998,b>d>a>c>e,2.0,0.0,3.0,1.0,4.0
-0.34786100000000003,-0.438456,0.200587,0.223741,-0.14368399999999998,-0.356748,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.25414699999999996,-0.405002,-0.628861,-0.15318099999999998,0.043257,0.8531770000000001,e>d>a>b>c,2.0,3.0,4.0,1.0,0.0
-0.310375,-0.405002,-1.174276,-0.901999,-0.785512,-0.11476300000000002,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.34786100000000003,-0.438456,0.087953,-0.41451400000000005,-0.230923,-0.598733,d>e>a>c>b,2.0,4.0,3.0,0.0,1.0
-0.34786100000000003,-0.438456,-0.014886000000000002,0.957483,0.37351799999999996,-0.679395,d>c>a>e>b,2.0,4.0,1.0,0.0,3.0
-0.366604,-0.438456,-1.3150680000000001,-0.992461,-0.8415950000000001,-0.679395,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.085461,-0.037007,1.010446,0.645894,1.2209809999999999,0.44986800000000005,c>b>d>e>a,4.0,1.0,0.0,2.0,3.0
-0.32911799999999997,-0.438456,-0.383393,0.952457,0.928108,-0.518071,d>a>e>c>b,1.0,4.0,3.0,0.0,2.0
0.008253,-0.170823,0.305874,0.480048,0.759861,1.337146,a>c>b>d>e,0.0,2.0,1.0,3.0,4.0
3.344472,0.832799,1.171438,1.1936870000000002,1.189824,0.288545,c>b>d>a>e,3.0,1.0,0.0,2.0,4.0
-0.25414699999999996,-0.438456,-0.12752,-0.102925,-0.249617,1.821116,a>d>b>c>e,0.0,2.0,3.0,1.0,4.0
0.101967,0.23062600000000003,-0.540713,-0.118002,0.130495,-0.679395,c>d>b>e>a,4.0,2.0,0.0,1.0,3.0
0.626765,-0.170823,1.719914,2.01789,1.81919,4.321626999999999,a>e>b>d>c,0.0,2.0,4.0,3.0,1.0
-0.32911799999999997,-0.438456,-0.46970500000000004,-0.394411,-0.212229,-0.034101,d>b>a>c>e,2.0,1.0,3.0,0.0,4.0
1.039107,0.632075,-0.5290819999999999,-0.22354000000000002,0.08064500000000001,-0.598733,c>b>d>a>e,3.0,1.0,0.0,2.0,4.0
-0.291632,-0.338094,-0.7341489999999999,-0.655744,-0.598572,-0.598733,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.160433,0.063355,-1.296704,-0.982409,-0.6795800000000001,-0.679395,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.235404,-0.438456,0.556851,1.806814,-0.486408,1.9824389999999998,b>a>d>c>e,1.0,0.0,3.0,2.0,4.0
-0.25414699999999996,-0.438456,1.902944,1.012764,1.108817,0.5305300000000001,b>c>d>a>e,3.0,0.0,1.0,2.0,4.0
-0.14169,-0.405002,0.125906,0.36948400000000003,0.585384,0.37324,a>c>d>e>b,0.0,4.0,1.0,2.0,3.0
-0.291632,-0.371548,-0.9992049999999999,-0.6607689999999999,-0.629729,0.288545,e>c>b>a>d,3.0,2.0,1.0,4.0,0.0
0.345623,-0.438456,1.393032,0.389587,-0.056445,3.3617529999999998,a>b>c>d>e,0.0,1.0,2.0,3.0,4.0
-0.085461,0.029901,0.071425,1.7867110000000002,0.610309,-0.679395,c>b>d>a>e,3.0,1.0,0.0,2.0,4.0
-0.10420399999999999,-0.271185,-0.781283,-0.06272,0.180346,-0.276086,d>b>a>c>e,2.0,1.0,3.0,0.0,4.0
-0.34786100000000003,-0.438456,0.30465,0.711227,1.619787,-0.598733,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
0.907907,2.338232,0.507268,0.168459,0.07441299999999999,1.421841,a>c>b>d>e,0.0,2.0,1.0,3.0,4.0
-0.34786100000000003,-0.438456,-1.193865,-0.901999,-0.741893,-0.034101,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.34786100000000003,-0.438456,-0.437262,-0.590411,-0.505102,-0.598733,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.25414699999999996,-0.405002,1.233876,0.887124,0.772324,0.615225,c>a>b>d>e,1.0,2.0,0.0,3.0,4.0
-0.197918,-0.204277,-0.734761,-0.630616,-0.561184,-0.679395,e>d>b>a>c,3.0,2.0,4.0,1.0,0.0
-0.366604,-0.438456,1.1647049999999999,0.103126,0.17411500000000002,-0.598733,c>d>b>a>e,3.0,2.0,0.0,1.0,4.0
-0.179175,-0.170823,-0.388291,-0.46476999999999996,-0.49263900000000005,-0.679395,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.14169,-0.338094,1.243671,0.545381,0.597846,-0.11476300000000002,b>c>d>a>e,3.0,0.0,1.0,2.0,4.0
-0.066719,-0.271185,0.177325,-0.193386,-0.305699,0.288545,b>a>d>c>e,1.0,0.0,3.0,2.0,4.0
-0.010490000000000001,0.163718,0.949844,0.057895,0.005869,-0.276086,b>c>d>a>e,3.0,0.0,1.0,2.0,4.0
-0.291632,-0.338094,-1.231817,-0.9120510000000001,-0.598572,-0.518071,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.34786100000000003,-0.438456,0.771712,0.645894,0.9592639999999999,-0.518071,a>d>c>e>b,0.0,4.0,2.0,1.0,3.0
-0.10420399999999999,-0.003553,2.481415,0.032767000000000004,0.099339,-0.518071,d>c>e>a>b,3.0,4.0,1.0,0.0,2.0
-0.197918,-0.170823,-0.537652,-0.630616,-0.5175649999999999,-0.43741,d>a>c>e>b,1.0,4.0,2.0,0.0,3.0
-0.029233,0.029901,-0.148332,-0.449693,-0.374244,-0.356748,d>e>a>c>b,2.0,4.0,3.0,0.0,1.0
-0.122947,-0.070461,0.27526799999999996,0.806714,0.280048,-0.034101,c>b>d>a>e,3.0,1.0,0.0,2.0,4.0
-0.34786100000000003,-0.438456,0.573991,-0.22856500000000002,0.23642800000000003,-0.679395,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
-0.34786100000000003,-0.438456,-1.283849,-0.907025,-0.766818,-0.679395,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.32911799999999997,-0.405002,-0.645389,-0.364257,-0.318161,-0.679395,d>a>e>c>b,1.0,4.0,3.0,0.0,2.0
-0.197918,-0.13736900000000002,-0.532143,0.344356,-0.062676,-0.598733,e>c>b>d>a,4.0,2.0,1.0,3.0,0.0
0.176938,0.26408000000000004,-0.618455,1.354507,0.061951,-0.195425,c>b>d>a>e,3.0,1.0,0.0,2.0,4.0
-0.235404,-0.438456,0.616229,1.032867,1.052735,2.0631009999999996,b>d>a>e>c,2.0,0.0,4.0,1.0,3.0
-0.34786100000000003,-0.438456,-0.66008,-0.8467180000000001,-0.698274,-0.679395,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.197918,-0.338094,0.498086,0.977585,0.791018,-0.356748,c>d>b>a>e,3.0,2.0,0.0,1.0,4.0
-0.34786100000000003,-0.438456,1.6152389999999999,1.0982,0.5666899999999999,-0.518071,d>a>c>b>e,1.0,3.0,2.0,0.0,4.0
-0.310375,-0.371548,-0.8871829999999999,-0.585385,-0.374244,-0.679395,d>b>c>a>e,3.0,1.0,2.0,0.0,4.0
-0.10420399999999999,-0.003553,0.6682600000000001,1.510302,-0.293236,0.127222,a>d>b>c>e,0.0,2.0,3.0,1.0,4.0
-0.34786100000000003,-0.405002,-1.277116,-0.9120510000000001,-0.741893,-0.7600560000000001,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
0.58928,-0.30464,0.933316,-0.02754,0.018331,3.829591,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
0.439337,1.100432,0.475437,1.289174,1.601093,2.547071,b>d>a>e>c,2.0,0.0,4.0,1.0,3.0
-0.34786100000000003,-0.438456,1.1377709999999999,0.243844,0.08064500000000001,-0.43741,c>d>a>e>b,2.0,4.0,0.0,1.0,3.0
-0.235404,-0.371548,0.948008,0.319228,0.25512199999999996,-0.276086,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
-0.310375,-0.405002,0.072038,-0.308975,0.068182,-0.11476300000000002,e>c>b>a>d,3.0,2.0,1.0,4.0,0.0
-0.27289,-0.405002,1.6385,0.530304,1.139973,0.44986800000000005,c>a>b>d>e,1.0,2.0,0.0,3.0,4.0
-0.160433,-0.13736900000000002,0.176713,-0.017488999999999998,-0.249617,-0.276086,b>a>d>c>e,1.0,0.0,3.0,2.0,4.0
0.47682299999999994,0.297534,1.110837,2.0580950000000002,2.398705,0.288545,c>b>a>d>e,2.0,1.0,0.0,3.0,4.0
-0.310375,-0.438456,0.9847360000000001,-0.27882199999999996,-0.199766,-0.518071,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
0.8704219999999999,0.732437,-0.075488,-0.389385,-0.162378,-0.679395,d>c>a>b>e,2.0,3.0,1.0,0.0,4.0
-0.366604,-0.438456,-1.277728,-0.9120510000000001,-0.785512,-0.679395,e>d>b>a>c,3.0,2.0,4.0,1.0,0.0
-0.066719,0.330988,-1.306498,-0.9472299999999999,-0.872751,-0.679395,e>d>b>a>c,3.0,2.0,4.0,1.0,0.0
-0.366604,-0.438456,-1.3273110000000001,-1.0175889999999999,-0.854057,-0.679395,d>e>a>c>b,2.0,4.0,3.0,0.0,1.0
-0.179175,-0.204277,0.111827,-0.183335,-0.287005,-0.679395,d>a>c>b>e,1.0,3.0,2.0,0.0,4.0
0.064481,-0.30464,0.6480600000000001,0.485074,0.554227,1.256485,b>a>d>c>e,1.0,0.0,3.0,2.0,4.0
-0.14169,-0.438456,-0.230359,-0.31400100000000003,-0.467714,1.337146,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.179175,-0.237731,-1.120408,-0.836666,-0.598572,-0.195425,d>a>c>e>b,1.0,4.0,2.0,0.0,3.0
-0.25414699999999996,-0.271185,-0.44338299999999997,0.550407,-0.274542,-0.679395,c>d>b>a>e,3.0,2.0,0.0,1.0,4.0
-0.32911799999999997,-0.438456,1.879682,4.7317279999999995,3.102847,-0.598733,c>d>a>b>e,2.0,3.0,0.0,1.0,4.0
-0.366604,-0.438456,-1.3205770000000001,-1.0075379999999998,-0.8665200000000001,-0.679395,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.366604,-0.438456,-0.524185,-0.5502060000000001,-0.361781,-0.679395,d>a>c>e>b,1.0,4.0,2.0,0.0,3.0
-0.27289,-0.405002,-0.9655370000000001,-0.6004619999999999,-0.766818,-0.195425,e>d>a>b>c,2.0,3.0,4.0,1.0,0.0
-0.27289,-0.438456,1.058805,0.721278,0.311204,-0.43741,d>c>a>e>b,2.0,4.0,1.0,0.0,3.0
-0.310375,-0.371548,-0.450729,-0.640667,-0.42409399999999997,-0.518071,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
0.270652,0.063355,0.015721000000000002,0.13327999999999998,-0.08137,0.37324,a>d>c>b>e,0.0,3.0,2.0,1.0,4.0
-0.291632,-0.438456,0.086117,2.228966,-0.293236,0.526497,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.32911799999999997,-0.405002,-1.270994,-0.9974860000000001,-0.8415950000000001,-0.43741,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.010490000000000001,0.13026300000000002,0.7404930000000001,0.163433,0.311204,-0.679395,d>c>a>e>b,2.0,4.0,1.0,0.0,3.0
-0.32911799999999997,-0.438456,-0.44705600000000006,-0.706,-0.5175649999999999,-0.598733,d>a>e>c>b,1.0,4.0,3.0,0.0,2.0
-0.27289,-0.371548,-0.516228,-0.42958999999999997,0.0121,-0.356748,b>d>a>e>c,2.0,0.0,4.0,1.0,3.0
-0.122947,-0.438456,1.9482419999999998,1.073072,1.58863,-0.195425,c>b>d>a>e,3.0,1.0,0.0,2.0,4.0
-0.27289,-0.30464,-0.684566,-0.31400100000000003,-0.230923,-0.679395,d>b>c>a>e,3.0,1.0,2.0,0.0,4.0
-0.066719,-0.438456,0.329748,0.620766,0.049488,1.659793,b>e>a>d>c,2.0,0.0,4.0,3.0,1.0
0.026994999999999998,0.19717200000000001,0.653569,1.7465060000000001,0.47321899999999995,-0.195425,c>b>a>d>e,2.0,1.0,0.0,3.0,4.0
-0.34786100000000003,-0.438456,-1.147342,-0.841692,-0.779281,-0.43741,a>e>d>c>b,0.0,4.0,3.0,2.0,1.0
-0.310375,-0.438456,-0.681505,-0.32907800000000004,0.0121,-0.43741,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
-0.10420399999999999,-0.070461,1.986807,0.5554319999999999,0.049488,0.127222,b>a>d>c>e,1.0,0.0,3.0,2.0,4.0
0.32688,0.966615,-0.619067,-0.796461,-0.611035,-0.679395,d>a>c>e>b,1.0,4.0,2.0,0.0,3.0
0.083224,0.565166,0.16936800000000002,0.158408,0.130495,-0.195425,c>d>a>e>b,2.0,4.0,0.0,1.0,3.0
-0.25414699999999996,-0.30464,-0.744555,-0.635641,-0.611035,-0.195425,b>a>d>c>e,1.0,0.0,3.0,2.0,4.0
-0.14169,-0.237731,-0.445219,-0.796461,-0.49263900000000005,0.85721,c>a>d>b>e,1.0,3.0,0.0,2.0,4.0
-0.25414699999999996,-0.271185,0.026739,0.19358699999999998,0.061951,-0.43741,a>c>d>e>b,0.0,4.0,1.0,2.0,3.0
-0.160433,-0.170823,1.899271,1.555532,1.0402719999999999,-0.199458,c>d>a>b>e,2.0,3.0,0.0,1.0,4.0
0.720479,2.037146,0.77967,0.480048,0.043257,-0.276086,a>d>b>c>e,0.0,2.0,3.0,1.0,4.0
0.907907,2.2713240000000003,1.332431,1.645993,1.4016899999999999,-0.679395,b>c>d>a>e,3.0,0.0,1.0,2.0,4.0
-0.32911799999999997,-0.405002,0.9743299999999999,-0.148155,0.161652,-0.679395,c>d>a>e>b,2.0,4.0,0.0,1.0,3.0
-0.21666100000000002,-0.405002,0.679279,1.289174,1.3393760000000001,1.49847,b>d>c>a>e,3.0,0.0,2.0,1.0,4.0
-0.32911799999999997,-0.438456,-1.084904,-0.761282,-0.536259,0.127222,a>d>e>c>b,0.0,4.0,3.0,1.0,2.0
-0.291632,-0.371548,1.110837,0.816765,0.25512199999999996,-0.518071,c>b>a>d>e,2.0,1.0,0.0,3.0,4.0
-0.32911799999999997,-0.405002,-0.14343499999999998,-0.5803590000000001,-0.293236,-0.679395,c>d>a>e>b,2.0,4.0,0.0,1.0,3.0
0.120709,0.063355,-0.458074,-0.288873,-0.181072,-0.518071,a>c>d>e>b,0.0,4.0,1.0,2.0,3.0
1.4139629999999999,0.866253,0.943111,0.565484,0.703779,-0.43741,b>c>d>a>e,3.0,0.0,1.0,2.0,4.0
-0.310375,-0.438456,-0.32401599999999997,-0.324052,-0.4054,-0.356748,d>a>c>e>b,1.0,4.0,2.0,0.0,3.0
0.270652,0.063355,-0.870656,-0.28384699999999996,-0.386706,0.127222,b>e>c>a>d,3.0,0.0,2.0,4.0,1.0
-0.34786100000000003,-0.438456,-0.789853,-0.535129,-0.380475,-0.598733,b>c>e>d>a,4.0,0.0,1.0,3.0,2.0
-0.310375,-0.405002,-0.9116690000000001,-0.7914359999999999,-0.604803,-0.598733,d>a>c>e>b,1.0,4.0,2.0,0.0,3.0
-0.291632,-0.338094,-0.100586,0.5554319999999999,0.286279,-0.195425,b>d>a>c>e,2.0,0.0,3.0,1.0,4.0
-0.25414699999999996,-0.405002,-0.566423,-0.263745,-0.19353499999999998,-0.195425,d>a>c>e>b,1.0,4.0,2.0,0.0,3.0
-0.179175,-0.405002,-0.461747,-0.123027,-0.11875799999999999,-0.356748,b>d>c>a>e,3.0,0.0,2.0,1.0,4.0
-0.32911799999999997,-0.371548,-1.275279,-0.9874350000000001,-0.835363,-0.679395,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.34786100000000003,-0.438456,0.938213,0.53533,0.086876,-0.518071,d>a>c>b>e,1.0,3.0,2.0,0.0,4.0
0.251909,-0.204277,0.932092,0.8720469999999999,0.759861,2.224424,a>d>c>b>e,0.0,3.0,2.0,1.0,4.0
0.401852,-0.070461,1.150013,1.701275,0.635234,1.5750979999999999,a>c>d>b>e,0.0,3.0,1.0,2.0,4.0
-0.122947,-0.037007,0.45707299999999995,0.716252,0.099339,-0.43741,b>d>a>e>c,2.0,0.0,4.0,1.0,3.0
0.083224,-0.13736900000000002,0.4736,0.243844,0.348593,1.095161,b>a>c>d>e,1.0,0.0,2.0,3.0,4.0
-0.047976,-0.237731,-0.816175,-0.41451400000000005,-0.586109,-0.356748,b>d>a>c>e,2.0,0.0,3.0,1.0,4.0
0.064481,-0.438456,1.545455,2.631016,2.940832,3.515011,c>b>d>a>e,3.0,1.0,0.0,2.0,4.0
-0.122947,-0.271185,-0.022844,0.349382,0.23019699999999998,-0.356748,b>d>c>a>e,3.0,0.0,2.0,1.0,4.0
-0.10420399999999999,-0.170823,1.3752799999999998,2.108351,1.831653,2.1437630000000003,b>a>d>c>e,1.0,0.0,3.0,2.0,4.0
-0.291632,-0.405002,0.229357,-0.324052,-0.43032600000000004,-0.598733,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.366604,-0.438456,-1.297928,-0.982409,-0.835363,-0.679395,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.27289,-0.405002,-0.765368,-0.25871900000000003,-0.374244,0.7644489999999999,e>b>a>d>c,2.0,1.0,4.0,3.0,0.0
-0.27289,-0.438456,-0.351562,-0.334104,-0.442788,-0.598733,b>d>a>e>c,2.0,0.0,4.0,1.0,3.0
0.270652,-0.405002,0.903934,1.173585,0.672622,2.8697169999999996,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.32911799999999997,-0.405002,-0.45991099999999996,0.263946,-0.20599699999999999,-0.518071,b>e>d>a>c,3.0,0.0,4.0,2.0,1.0
-0.25414699999999996,-0.271185,-0.21076999999999999,-0.459744,-0.34931799999999996,-0.276086,b>d>a>c>e,2.0,0.0,3.0,1.0,4.0
-0.32911799999999997,-0.438456,0.05673400000000001,-0.771333,-0.573647,0.20788299999999998,a>d>c>e>b,0.0,4.0,2.0,1.0,3.0
-0.21666100000000002,-0.237731,1.915186,-0.29892399999999997,-0.268311,0.046560000000000004,a>d>c>e>b,0.0,4.0,2.0,1.0,3.0
-0.34786100000000003,-0.405002,-1.072049,-0.9321530000000001,-0.748124,-0.679395,d>e>a>c>b,2.0,4.0,3.0,0.0,1.0
-0.122947,-0.438456,1.132261,1.108251,1.445309,2.9503790000000003,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.310375,-0.405002,-0.721906,-0.5200520000000001,-0.604803,-0.034101,e>b>a>d>c,2.0,1.0,4.0,3.0,0.0
1.1140780000000001,2.9404060000000003,-0.753125,-0.339129,-0.293236,-0.679395,d>c>a>b>e,2.0,3.0,1.0,0.0,4.0
-0.366604,-0.438456,-0.500312,-0.726102,-0.343087,-0.679395,d>a>c>e>b,1.0,4.0,2.0,0.0,3.0
-0.10420399999999999,-0.10391500000000001,-0.592745,-0.43964200000000003,-0.137452,-0.518071,d>b>c>a>e,3.0,1.0,2.0,0.0,4.0
-0.160433,-0.070461,1.014119,1.188661,1.027809,-0.598733,b>d>c>a>e,3.0,0.0,2.0,1.0,4.0
-0.34786100000000003,-0.438456,0.734371,0.198613,-0.11875799999999999,-0.679395,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
-0.21666100000000002,-0.438456,0.321178,1.037893,1.1586670000000001,1.175823,a>b>d>c>e,0.0,1.0,3.0,2.0,4.0
-0.32911799999999997,-0.405002,-1.2293690000000002,-0.78641,-0.72943,-0.598733,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.160433,-0.170823,-0.457462,-0.31400100000000003,-0.212229,-0.518071,c>e>b>d>a,4.0,2.0,0.0,3.0,1.0
-0.366604,-0.438456,-1.313844,-0.972358,-0.847826,-0.679395,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.32911799999999997,-0.438456,-0.574993,-0.640667,-0.5424899999999999,-0.195425,a>d>b>c>e,0.0,2.0,3.0,1.0,4.0
-0.27289,-0.438456,1.585244,-0.21348899999999998,-0.187303,0.8531770000000001,a>c>d>b>e,0.0,3.0,1.0,2.0,4.0
-0.34786100000000003,-0.438456,-0.5670350000000001,-0.766308,-0.554953,-0.679395,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
-0.34786100000000003,-0.405002,-1.1240809999999999,-0.8165640000000001,-0.716968,-0.598733,e>d>b>c>a,4.0,2.0,3.0,1.0,0.0
-0.32911799999999997,-0.405002,0.171816,-0.06272,-0.31193000000000004,-0.679395,b>c>d>e>a,4.0,0.0,1.0,2.0,3.0
-0.160433,-0.338094,1.885804,0.761483,1.2770629999999998,0.369207,c>b>d>a>e,3.0,1.0,0.0,2.0,4.0
-0.32911799999999997,-0.405002,-0.8945290000000001,-0.806513,-0.7107359999999999,-0.518071,d>a>e>c>b,1.0,4.0,3.0,0.0,2.0
-0.32911799999999997,-0.438456,-0.41644899999999996,-0.706,-0.6795800000000001,-0.43741,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.197918,-0.438456,1.404663,0.027742000000000003,0.018331,0.046560000000000004,a>d>b>c>e,0.0,2.0,3.0,1.0,4.0
-0.34786100000000003,-0.438456,-1.2807879999999998,-0.907025,-0.735662,-0.679395,d>a>e>c>b,1.0,4.0,3.0,0.0,2.0
-0.366604,-0.438456,-0.857189,-0.118002,-0.6234970000000001,-0.679395,c>b>d>e>a,4.0,1.0,0.0,2.0,3.0
-0.10420399999999999,0.163718,-1.239163,-0.942204,-0.754356,-0.598733,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.291632,-0.405002,-0.237092,-0.42456499999999997,-0.181072,-0.43741,c>d>a>e>b,2.0,4.0,0.0,1.0,3.0
-0.32911799999999997,-0.438456,0.730699,0.851944,0.4296,-0.598733,d>b>a>c>e,2.0,1.0,3.0,0.0,4.0
0.23316599999999998,-0.10391500000000001,0.328524,0.6006630000000001,0.217734,2.2970200000000003,a>c>b>d>e,0.0,2.0,1.0,3.0,4.0
-0.085461,-0.070461,2.190649,0.103126,0.055719000000000005,-0.43741,b>a>d>c>e,1.0,0.0,3.0,2.0,4.0
-0.366604,-0.438456,-1.296092,-0.9974860000000001,-0.8415950000000001,-0.598733,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.34786100000000003,-0.438456,-0.182612,-0.26877,-0.368012,-0.679395,b>d>c>a>e,3.0,0.0,2.0,1.0,4.0
-0.122947,-0.371548,0.034085000000000004,-0.494924,-0.361781,-0.518071,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
-0.34786100000000003,-0.438456,-0.781283,-0.811538,-0.7231989999999999,-0.598733,d>e>b>a>c,3.0,2.0,4.0,0.0,1.0
-0.366604,-0.438456,-0.618455,-0.640667,-0.648423,-0.679395,d>a>e>c>b,1.0,4.0,3.0,0.0,2.0
0.064481,-0.10391500000000001,-0.576217,-0.072771,-0.03152,0.369207,e>d>a>b>c,2.0,3.0,4.0,1.0,0.0
0.401852,1.5353350000000001,-0.501536,-0.21851399999999999,-0.42409399999999997,-0.679395,d>c>b>a>e,3.0,2.0,1.0,0.0,4.0
-0.32911799999999997,-0.405002,-0.546834,-0.8215889999999999,-0.617266,-0.598733,d>e>a>c>b,2.0,4.0,3.0,0.0,1.0
-0.366604,-0.438456,-0.328913,-0.620564,-0.5175649999999999,-0.679395,e>d>a>c>b,2.0,4.0,3.0,1.0,0.0
0.38310900000000003,1.434972,0.262413,-0.15318099999999998,-0.08137,-0.679395,c>b>d>e>a,4.0,1.0,0.0,2.0,3.0
0.083224,0.732437,-0.9520700000000001,-0.610513,-0.548721,-0.679395,d>b>a>c>e,2.0,1.0,3.0,0.0,4.0
-0.34786100000000003,-0.438456,-0.9465610000000001,-0.9120510000000001,-0.741893,-0.679395,d>a>c>e>b,1.0,4.0,2.0,0.0,3.0
-0.32911799999999997,-0.405002,-1.257527,-0.8718459999999999,-0.716968,-0.679395,e>d>c>a>b,3.0,4.0,2.0,1.0,0.0
-0.310375,-0.438456,0.47911000000000004,-0.072771,0.311204,-0.598733,c>d>a>e>b,2.0,4.0,0.0,1.0,3.0
